fid,id,left,top,right,bottom,row_index,col_index,CNN_30m_51mean
"65951","65951",340693.875535156,6534025.8492533,340723.875535156,6533995.8492533,"262","204",1.9515867346809
"65952","65952",340693.875535156,6533995.8492533,340723.875535156,6533965.8492533,"263","204",1.78472675607032
"65953","65953",340693.875535156,6533965.8492533,340723.875535156,6533935.8492533,"264","204",1.32811750611668
"65954","65954",340693.875535156,6533935.8492533,340723.875535156,6533905.8492533,"265","204",2.1216629348761
"65955","65955",340693.875535156,6533905.8492533,340723.875535156,6533875.8492533,"266","204",1.94842415362717
"65956","65956",340693.875535156,6533875.8492533,340723.875535156,6533845.8492533,"267","204",2.18296319023562
"65957","65957",340693.875535156,6533845.8492533,340723.875535156,6533815.8492533,"268","204",1.84518329051706
"65958","65958",340693.875535156,6533815.8492533,340723.875535156,6533785.8492533,"269","204",2.00001493911315
"65959","65959",340693.875535156,6533785.8492533,340723.875535156,6533755.8492533,"270","204",2.54727974811996
"65960","65960",340693.875535156,6533755.8492533,340723.875535156,6533725.8492533,"271","204",2.89202369140668
"65961","65961",340693.875535156,6533725.8492533,340723.875535156,6533695.8492533,"272","204",2.57947919205312
"65962","65962",340693.875535156,6533695.8492533,340723.875535156,6533665.8492533,"273","204",2.02859268195174
"65963","65963",340693.875535156,6533665.8492533,340723.875535156,6533635.8492533,"274","204",2.27653203149331
"65964","65964",340693.875535156,6533635.8492533,340723.875535156,6533605.8492533,"275","204",2.38927748368711
"65965","65965",340693.875535156,6533605.8492533,340723.875535156,6533575.8492533,"276","204",2.31199355269053
"65966","65966",340693.875535156,6533575.8492533,340723.875535156,6533545.8492533,"277","204",1.65557842940838
"66273","66273",340723.875535156,6534025.8492533,340753.875535156,6533995.8492533,"262","205",1.4799912970999
"66274","66274",340723.875535156,6533995.8492533,340753.875535156,6533965.8492533,"263","205",1.46716660499955
"66275","66275",340723.875535156,6533965.8492533,340753.875535156,6533935.8492533,"264","205",1.66234912740827
"66276","66276",340723.875535156,6533935.8492533,340753.875535156,6533905.8492533,"265","205",1.19777969569331
"66277","66277",340723.875535156,6533905.8492533,340753.875535156,6533875.8492533,"266","205",0.724007317818936
"66278","66278",340723.875535156,6533875.8492533,340753.875535156,6533845.8492533,"267","205",1.31953998597769
"66279","66279",340723.875535156,6533845.8492533,340753.875535156,6533815.8492533,"268","205",2.32515007785236
"66280","66280",340723.875535156,6533815.8492533,340753.875535156,6533785.8492533,"269","205",2.77902403485959
"66281","66281",340723.875535156,6533785.8492533,340753.875535156,6533755.8492533,"270","205",4.07421623467437
"66282","66282",340723.875535156,6533755.8492533,340753.875535156,6533725.8492533,"271","205",2.7478872444078
"66283","66283",340723.875535156,6533725.8492533,340753.875535156,6533695.8492533,"272","205",2.91501633014206
"66284","66284",340723.875535156,6533695.8492533,340753.875535156,6533665.8492533,"273","205",2.57962499543189
"66285","66285",340723.875535156,6533665.8492533,340753.875535156,6533635.8492533,"274","205",3.0792857184706
"66286","66286",340723.875535156,6533635.8492533,340753.875535156,6533605.8492533,"275","205",2.73028588839448
"66287","66287",340723.875535156,6533605.8492533,340753.875535156,6533575.8492533,"276","205",3.11525366958473
"66288","66288",340723.875535156,6533575.8492533,340753.875535156,6533545.8492533,"277","205",1.85335353890244
"66289","66289",340723.875535156,6533545.8492533,340753.875535156,6533515.8492533,"278","205",1.24057054089352
"66595","66595",340753.875535156,6534025.8492533,340783.875535156,6533995.8492533,"262","206",1.78249507120677
"66596","66596",340753.875535156,6533995.8492533,340783.875535156,6533965.8492533,"263","206",2.84619033123246
"66597","66597",340753.875535156,6533965.8492533,340783.875535156,6533935.8492533,"264","206",1.88545191672231
"66598","66598",340753.875535156,6533935.8492533,340783.875535156,6533905.8492533,"265","206",1.50838910255943
"66599","66599",340753.875535156,6533905.8492533,340783.875535156,6533875.8492533,"266","206",1.63913489835776
"66600","66600",340753.875535156,6533875.8492533,340783.875535156,6533845.8492533,"267","206",2.20201358496901
"66601","66601",340753.875535156,6533845.8492533,340783.875535156,6533815.8492533,"268","206",2.08738895873693
"66602","66602",340753.875535156,6533815.8492533,340783.875535156,6533785.8492533,"269","206",1.49969849902659
"66603","66603",340753.875535156,6533785.8492533,340783.875535156,6533755.8492533,"270","206",2.61638381125873
"66604","66604",340753.875535156,6533755.8492533,340783.875535156,6533725.8492533,"271","206",2.86060014059639
"66605","66605",340753.875535156,6533725.8492533,340783.875535156,6533695.8492533,"272","206",1.63471838927883
"66606","66606",340753.875535156,6533695.8492533,340783.875535156,6533665.8492533,"273","206",2.99383195031148
"66607","66607",340753.875535156,6533665.8492533,340783.875535156,6533635.8492533,"274","206",4.91158904589798
"66608","66608",340753.875535156,6533635.8492533,340783.875535156,6533605.8492533,"275","206",3.5042348618635
"66609","66609",340753.875535156,6533605.8492533,340783.875535156,6533575.8492533,"276","206",2.07845223916219
"66610","66610",340753.875535156,6533575.8492533,340783.875535156,6533545.8492533,"277","206",0.736967081027659
"66611","66611",340753.875535156,6533545.8492533,340783.875535156,6533515.8492533,"278","206",1.01666762198342
"66612","66612",340753.875535156,6533515.8492533,340783.875535156,6533485.8492533,"279","206",1.19416360527077
"66917","66917",340783.875535156,6534025.8492533,340813.875535156,6533995.8492533,"262","207",4.11378785102598
"66918","66918",340783.875535156,6533995.8492533,340813.875535156,6533965.8492533,"263","207",4.71607670231142
"66919","66919",340783.875535156,6533965.8492533,340813.875535156,6533935.8492533,"264","207",2.2854517820492
"66920","66920",340783.875535156,6533935.8492533,340813.875535156,6533905.8492533,"265","207",2.03738312821241
"66921","66921",340783.875535156,6533905.8492533,340813.875535156,6533875.8492533,"266","207",2.08687634286153
"66922","66922",340783.875535156,6533875.8492533,340813.875535156,6533845.8492533,"267","207",2.79410186202027
"66923","66923",340783.875535156,6533845.8492533,340813.875535156,6533815.8492533,"268","207",1.46274044920296
"66924","66924",340783.875535156,6533815.8492533,340813.875535156,6533785.8492533,"269","207",1.75624222538204
"66925","66925",340783.875535156,6533785.8492533,340813.875535156,6533755.8492533,"270","207",1.86234922964824
"66926","66926",340783.875535156,6533755.8492533,340813.875535156,6533725.8492533,"271","207",1.4163753365696
"66927","66927",340783.875535156,6533725.8492533,340813.875535156,6533695.8492533,"272","207",1.33190387151679
"66928","66928",340783.875535156,6533695.8492533,340813.875535156,6533665.8492533,"273","207",0.699552697943134
"66929","66929",340783.875535156,6533665.8492533,340813.875535156,6533635.8492533,"274","207",0.924277481060304
"66930","66930",340783.875535156,6533635.8492533,340813.875535156,6533605.8492533,"275","207",0.829223247608507
"66931","66931",340783.875535156,6533605.8492533,340813.875535156,6533575.8492533,"276","207",0.57669290829678
"66932","66932",340783.875535156,6533575.8492533,340813.875535156,6533545.8492533,"277","207",0.475295587686948
"66933","66933",340783.875535156,6533545.8492533,340813.875535156,6533515.8492533,"278","207",1.47676760018208
"66934","66934",340783.875535156,6533515.8492533,340813.875535156,6533485.8492533,"279","207",0.946149560089769
"66935","66935",340783.875535156,6533485.8492533,340813.875535156,6533455.8492533,"280","207",0.567468091514375
"67239","67239",340813.875535156,6534025.8492533,340843.875535156,6533995.8492533,"262","208",1.9582276405607
"67240","67240",340813.875535156,6533995.8492533,340843.875535156,6533965.8492533,"263","208",2.35351908600418
"67241","67241",340813.875535156,6533965.8492533,340843.875535156,6533935.8492533,"264","208",1.74562463295775
"67242","67242",340813.875535156,6533935.8492533,340843.875535156,6533905.8492533,"265","208",1.27310138460903
"67243","67243",340813.875535156,6533905.8492533,340843.875535156,6533875.8492533,"266","208",1.63848620551471
"67244","67244",340813.875535156,6533875.8492533,340843.875535156,6533845.8492533,"267","208",1.86204000506142
"67245","67245",340813.875535156,6533845.8492533,340843.875535156,6533815.8492533,"268","208",3.07768637511168
"67246","67246",340813.875535156,6533815.8492533,340843.875535156,6533785.8492533,"269","208",0.77519722483801
"67247","67247",340813.875535156,6533785.8492533,340843.875535156,6533755.8492533,"270","208",0.343158113579361
"67248","67248",340813.875535156,6533755.8492533,340843.875535156,6533725.8492533,"271","208",0.610972735590775
"67249","67249",340813.875535156,6533725.8492533,340843.875535156,6533695.8492533,"272","208",0.948941817822088
"67250","67250",340813.875535156,6533695.8492533,340843.875535156,6533665.8492533,"273","208",0.919073784562169
"67251","67251",340813.875535156,6533665.8492533,340843.875535156,6533635.8492533,"274","208",0.943883195945195
"67252","67252",340813.875535156,6533635.8492533,340843.875535156,6533605.8492533,"275","208",1.44116664399816
"67253","67253",340813.875535156,6533605.8492533,340843.875535156,6533575.8492533,"276","208",1.01655253465625
"67254","67254",340813.875535156,6533575.8492533,340843.875535156,6533545.8492533,"277","208",0.957538915323041
"67255","67255",340813.875535156,6533545.8492533,340843.875535156,6533515.8492533,"278","208",0.862761334448445
"67256","67256",340813.875535156,6533515.8492533,340843.875535156,6533485.8492533,"279","208",0.727183187152109
"67257","67257",340813.875535156,6533485.8492533,340843.875535156,6533455.8492533,"280","208",0.558728458470856
"67561","67561",340843.875535156,6534025.8492533,340873.875535156,6533995.8492533,"262","209",0.731551076948028
"67562","67562",340843.875535156,6533995.8492533,340873.875535156,6533965.8492533,"263","209",0.678897571121849
"67563","67563",340843.875535156,6533965.8492533,340873.875535156,6533935.8492533,"264","209",1.03937037043413
"67564","67564",340843.875535156,6533935.8492533,340873.875535156,6533905.8492533,"265","209",1.02876952028856
"67565","67565",340843.875535156,6533905.8492533,340873.875535156,6533875.8492533,"266","209",0.998446071874455
"67566","67566",340843.875535156,6533875.8492533,340873.875535156,6533845.8492533,"267","209",1.020572487773
"67567","67567",340843.875535156,6533845.8492533,340873.875535156,6533815.8492533,"268","209",2.27027576585595
"67568","67568",340843.875535156,6533815.8492533,340873.875535156,6533785.8492533,"269","209",0.682713255128981
"67569","67569",340843.875535156,6533785.8492533,340873.875535156,6533755.8492533,"270","209",0.641642185264142
"67570","67570",340843.875535156,6533755.8492533,340873.875535156,6533725.8492533,"271","209",0.935767453985706
"67571","67571",340843.875535156,6533725.8492533,340873.875535156,6533695.8492533,"272","209",0.817471039479942
"67572","67572",340843.875535156,6533695.8492533,340873.875535156,6533665.8492533,"273","209",1.15765782418609
"67573","67573",340843.875535156,6533665.8492533,340873.875535156,6533635.8492533,"274","209",1.05695645158418
"67574","67574",340843.875535156,6533635.8492533,340873.875535156,6533605.8492533,"275","209",1.13568105837765
"67575","67575",340843.875535156,6533605.8492533,340873.875535156,6533575.8492533,"276","209",1.01382331030709
"67576","67576",340843.875535156,6533575.8492533,340873.875535156,6533545.8492533,"277","209",0.882332123497818
"67577","67577",340843.875535156,6533545.8492533,340873.875535156,6533515.8492533,"278","209",1.02232533779697
"67578","67578",340843.875535156,6533515.8492533,340873.875535156,6533485.8492533,"279","209",1.20020328143415
"67579","67579",340843.875535156,6533485.8492533,340873.875535156,6533455.8492533,"280","209",0.588035691506292
"67580","67580",340843.875535156,6533455.8492533,340873.875535156,6533425.8492533,"281","209",0.348446273121489
"67883","67883",340873.875535156,6534025.8492533,340903.875535156,6533995.8492533,"262","210",0.543593713783083
"67884","67884",340873.875535156,6533995.8492533,340903.875535156,6533965.8492533,"263","210",0.888174797343975
"67885","67885",340873.875535156,6533965.8492533,340903.875535156,6533935.8492533,"264","210",1.15807141463917
"67886","67886",340873.875535156,6533935.8492533,340903.875535156,6533905.8492533,"265","210",0.922802610414685
"67887","67887",340873.875535156,6533905.8492533,340903.875535156,6533875.8492533,"266","210",1.27547715217262
"67888","67888",340873.875535156,6533875.8492533,340903.875535156,6533845.8492533,"267","210",1.55171727631407
"67889","67889",340873.875535156,6533845.8492533,340903.875535156,6533815.8492533,"268","210",0.905876875784078
"67890","67890",340873.875535156,6533815.8492533,340903.875535156,6533785.8492533,"269","210",0.800201295552516
"67891","67891",340873.875535156,6533785.8492533,340903.875535156,6533755.8492533,"270","210",0.810549707431119
"67892","67892",340873.875535156,6533755.8492533,340903.875535156,6533725.8492533,"271","210",0.927406976000983
"67893","67893",340873.875535156,6533725.8492533,340903.875535156,6533695.8492533,"272","210",0.788832829776724
"67894","67894",340873.875535156,6533695.8492533,340903.875535156,6533665.8492533,"273","210",1.12147246939108
"67895","67895",340873.875535156,6533665.8492533,340903.875535156,6533635.8492533,"274","210",1.29561871547668
"67896","67896",340873.875535156,6533635.8492533,340903.875535156,6533605.8492533,"275","210",0.809062149021745
"67897","67897",340873.875535156,6533605.8492533,340903.875535156,6533575.8492533,"276","210",0.836083465968161
"67898","67898",340873.875535156,6533575.8492533,340903.875535156,6533545.8492533,"277","210",1.18571955500011
"67899","67899",340873.875535156,6533545.8492533,340903.875535156,6533515.8492533,"278","210",1.3714364887257
"67900","67900",340873.875535156,6533515.8492533,340903.875535156,6533485.8492533,"279","210",1.29896260577574
"67901","67901",340873.875535156,6533485.8492533,340903.875535156,6533455.8492533,"280","210",0.464452091643432
"67902","67902",340873.875535156,6533455.8492533,340903.875535156,6533425.8492533,"281","210",0.885124317728556
"67903","67903",340873.875535156,6533425.8492533,340903.875535156,6533395.8492533,"282","210",3.67671202288734
"68205","68205",340903.875535156,6534025.8492533,340933.875535156,6533995.8492533,"262","211",1.17469759092171
"68206","68206",340903.875535156,6533995.8492533,340933.875535156,6533965.8492533,"263","211",1.64716682416721
"68207","68207",340903.875535156,6533965.8492533,340933.875535156,6533935.8492533,"264","211",3.0121802781095
"68208","68208",340903.875535156,6533935.8492533,340933.875535156,6533905.8492533,"265","211",2.89424736476601
"68209","68209",340903.875535156,6533905.8492533,340933.875535156,6533875.8492533,"266","211",1.13817716327806
"68210","68210",340903.875535156,6533875.8492533,340933.875535156,6533845.8492533,"267","211",1.43003326379113
"68211","68211",340903.875535156,6533845.8492533,340933.875535156,6533815.8492533,"268","211",1.63115900469252
"68212","68212",340903.875535156,6533815.8492533,340933.875535156,6533785.8492533,"269","211",0.869084146898541
"68213","68213",340903.875535156,6533785.8492533,340933.875535156,6533755.8492533,"270","211",1.13078540095534
"68214","68214",340903.875535156,6533755.8492533,340933.875535156,6533725.8492533,"271","211",1.08997791270157
"68215","68215",340903.875535156,6533725.8492533,340933.875535156,6533695.8492533,"272","211",0.916768948737438
"68216","68216",340903.875535156,6533695.8492533,340933.875535156,6533665.8492533,"273","211",1.15367241345815
"68217","68217",340903.875535156,6533665.8492533,340933.875535156,6533635.8492533,"274","211",0.986797922081333
"68218","68218",340903.875535156,6533635.8492533,340933.875535156,6533605.8492533,"275","211",0.775420657758202
"68219","68219",340903.875535156,6533605.8492533,340933.875535156,6533575.8492533,"276","211",1.13198546081951
"68220","68220",340903.875535156,6533575.8492533,340933.875535156,6533545.8492533,"277","211",0.850770593407642
"68221","68221",340903.875535156,6533545.8492533,340933.875535156,6533515.8492533,"278","211",0.842718665458843
"68222","68222",340903.875535156,6533515.8492533,340933.875535156,6533485.8492533,"279","211",0.666577382450938
"68223","68223",340903.875535156,6533485.8492533,340933.875535156,6533455.8492533,"280","211",0.600700659873534
"68224","68224",340903.875535156,6533455.8492533,340933.875535156,6533425.8492533,"281","211",1.23581436753655
"68225","68225",340903.875535156,6533425.8492533,340933.875535156,6533395.8492533,"282","211",1.19407724368329
"68226","68226",340903.875535156,6533395.8492533,340933.875535156,6533365.8492533,"283","211",0.773515462639775
"68527","68527",340933.875535156,6534025.8492533,340963.875535156,6533995.8492533,"262","212",2.58624831674553
"68528","68528",340933.875535156,6533995.8492533,340963.875535156,6533965.8492533,"263","212",3.20830828412887
"68529","68529",340933.875535156,6533965.8492533,340963.875535156,6533935.8492533,"264","212",1.24745230018519
"68530","68530",340933.875535156,6533935.8492533,340963.875535156,6533905.8492533,"265","212",1.81871707808749
"68531","68531",340933.875535156,6533905.8492533,340963.875535156,6533875.8492533,"266","212",2.25182464469457
"68532","68532",340933.875535156,6533875.8492533,340963.875535156,6533845.8492533,"267","212",2.24212748000192
"68533","68533",340933.875535156,6533845.8492533,340963.875535156,6533815.8492533,"268","212",1.64355883919276
"68534","68534",340933.875535156,6533815.8492533,340963.875535156,6533785.8492533,"269","212",1.06443998157058
"68535","68535",340933.875535156,6533785.8492533,340963.875535156,6533755.8492533,"270","212",0.804454791458712
"68536","68536",340933.875535156,6533755.8492533,340963.875535156,6533725.8492533,"271","212",0.966795187356301
"68537","68537",340933.875535156,6533725.8492533,340963.875535156,6533695.8492533,"272","212",1.229333019667
"68538","68538",340933.875535156,6533695.8492533,340963.875535156,6533665.8492533,"273","212",1.07348795515236
"68539","68539",340933.875535156,6533665.8492533,340963.875535156,6533635.8492533,"274","212",0.821239256742618
"68540","68540",340933.875535156,6533635.8492533,340963.875535156,6533605.8492533,"275","212",0.855580549582083
"68541","68541",340933.875535156,6533605.8492533,340963.875535156,6533575.8492533,"276","212",0.954603739464894
"68542","68542",340933.875535156,6533575.8492533,340963.875535156,6533545.8492533,"277","212",0.687536129831103
"68543","68543",340933.875535156,6533545.8492533,340963.875535156,6533515.8492533,"278","212",1.63875189571241
"68544","68544",340933.875535156,6533515.8492533,340963.875535156,6533485.8492533,"279","212",2.73936492839876
