id,left,top,right,bottom,ALS_20m_0mean
"116575",16174724.9785,-3673744.1298,16174744.9785,-3673764.1298,1.08027820480548
"116576",16174724.9785,-3673764.1298,16174744.9785,-3673784.1298,1.38219717577991
"116577",16174724.9785,-3673784.1298,16174744.9785,-3673804.1298,1.24467604050159
"116578",16174724.9785,-3673804.1298,16174744.9785,-3673824.1298,1.02594979953603
"116579",16174724.9785,-3673824.1298,16174744.9785,-3673844.1298,0.532716858816785
"116580",16174724.9785,-3673844.1298,16174744.9785,-3673864.1298,0.448415176219201
"116581",16174724.9785,-3673864.1298,16174744.9785,-3673884.1298,3.61353959943552
"116582",16174724.9785,-3673884.1298,16174744.9785,-3673904.1298,8.28775894489174
"116583",16174724.9785,-3673904.1298,16174744.9785,-3673924.1298,4.80492935468411
"116584",16174724.9785,-3673924.1298,16174744.9785,-3673944.1298,1.43260940254193
"116585",16174724.9785,-3673944.1298,16174744.9785,-3673964.1298,0.344524223994323
"116586",16174724.9785,-3673964.1298,16174744.9785,-3673984.1298,2.34067965188252
"116587",16174724.9785,-3673984.1298,16174744.9785,-3674004.1298,2.75138012059959
"116588",16174724.9785,-3674004.1298,16174744.9785,-3674024.1298,0.581768732530781
"116589",16174724.9785,-3674024.1298,16174744.9785,-3674044.1298,0.126439740049587
"116590",16174724.9785,-3674044.1298,16174744.9785,-3674064.1298,0.0274950369152819
"116591",16174724.9785,-3674064.1298,16174744.9785,-3674084.1298,0.0182488738256706
"116592",16174724.9785,-3674084.1298,16174744.9785,-3674104.1298,0.0461913203701557
"116593",16174724.9785,-3674104.1298,16174744.9785,-3674124.1298,0.101528164015239
"116594",16174724.9785,-3674124.1298,16174744.9785,-3674144.1298,0.136383102736259
"116595",16174724.9785,-3674144.1298,16174744.9785,-3674164.1298,0.194627800723936
"116596",16174724.9785,-3674164.1298,16174744.9785,-3674184.1298,0.583783774098517
"116597",16174724.9785,-3674184.1298,16174744.9785,-3674204.1298,0.921926518349285
"116598",16174724.9785,-3674204.1298,16174744.9785,-3674224.1298,0.763448703943858
"116599",16174724.9785,-3674224.1298,16174744.9785,-3674244.1298,0.611817209816468
"116600",16174724.9785,-3674244.1298,16174744.9785,-3674264.1298,1.16989384375023
"116601",16174724.9785,-3674264.1298,16174744.9785,-3674284.1298,1.87517292107957
"116602",16174724.9785,-3674284.1298,16174744.9785,-3674304.1298,1.63276737747927
"116603",16174724.9785,-3674304.1298,16174744.9785,-3674324.1298,3.68122856814806
"116604",16174724.9785,-3674324.1298,16174744.9785,-3674344.1298,3.01370526593307
"116605",16174724.9785,-3674344.1298,16174744.9785,-3674364.1298,2.97013800426372
"116606",16174724.9785,-3674364.1298,16174744.9785,-3674384.1298,3.03801030233208
"116607",16174724.9785,-3674384.1298,16174744.9785,-3674404.1298,1.60310755847038
"116608",16174724.9785,-3674404.1298,16174744.9785,-3674424.1298,1.86087076480965
"116609",16174724.9785,-3674424.1298,16174744.9785,-3674444.1298,2.98802933970402
"116610",16174724.9785,-3674444.1298,16174744.9785,-3674464.1298,2.73065307833191
"116611",16174724.9785,-3674464.1298,16174744.9785,-3674484.1298,2.28580985602065
"116612",16174724.9785,-3674484.1298,16174744.9785,-3674504.1298,2.84286575371622
"116613",16174724.9785,-3674504.1298,16174744.9785,-3674524.1298,4.1176512381393
"116614",16174724.9785,-3674524.1298,16174744.9785,-3674544.1298,4.39181432970033
"116615",16174724.9785,-3674544.1298,16174744.9785,-3674564.1298,4.86079904128765
"116616",16174724.9785,-3674564.1298,16174744.9785,-3674584.1298,4.13325040990656
"116631",16174724.9785,-3674864.1298,16174744.9785,-3674884.1298,4.83201521156478
"116632",16174724.9785,-3674884.1298,16174744.9785,-3674904.1298,3.97631594913977
"116633",16174724.9785,-3674904.1298,16174744.9785,-3674924.1298,3.7152723639923
"116634",16174724.9785,-3674924.1298,16174744.9785,-3674944.1298,3.01174075171451
"117136",16174744.9785,-3673744.1298,16174764.9785,-3673764.1298,0.509416600755918
"117137",16174744.9785,-3673764.1298,16174764.9785,-3673784.1298,0.724586001566274
"117138",16174744.9785,-3673784.1298,16174764.9785,-3673804.1298,1.04475323182052
"117139",16174744.9785,-3673804.1298,16174764.9785,-3673824.1298,1.1508587487682
"117140",16174744.9785,-3673824.1298,16174764.9785,-3673844.1298,0.440728251476145
"117141",16174744.9785,-3673844.1298,16174764.9785,-3673864.1298,0.121008949622217
"117142",16174744.9785,-3673864.1298,16174764.9785,-3673884.1298,2.54252192444385
"117143",16174744.9785,-3673884.1298,16174764.9785,-3673904.1298,7.0147749467629
"117144",16174744.9785,-3673904.1298,16174764.9785,-3673924.1298,3.02273039054524
"117145",16174744.9785,-3673924.1298,16174764.9785,-3673944.1298,0.947814742315909
"117146",16174744.9785,-3673944.1298,16174764.9785,-3673964.1298,0.107240231825122
"117147",16174744.9785,-3673964.1298,16174764.9785,-3673984.1298,0.172220047767612
"117148",16174744.9785,-3673984.1298,16174764.9785,-3674004.1298,0.199709299179706
"117149",16174744.9785,-3674004.1298,16174764.9785,-3674024.1298,0.0666271250011805
"117150",16174744.9785,-3674024.1298,16174764.9785,-3674044.1298,0.124444021850544
"117151",16174744.9785,-3674044.1298,16174764.9785,-3674064.1298,0.123396046464509
"117152",16174744.9785,-3674064.1298,16174764.9785,-3674084.1298,0.0389616820778156
"117153",16174744.9785,-3674084.1298,16174764.9785,-3674104.1298,0.100724254737229
"117154",16174744.9785,-3674104.1298,16174764.9785,-3674124.1298,0.106618974045811
"117155",16174744.9785,-3674124.1298,16174764.9785,-3674144.1298,0.181326992127768
"117156",16174744.9785,-3674144.1298,16174764.9785,-3674164.1298,0.619719514026792
"117157",16174744.9785,-3674164.1298,16174764.9785,-3674184.1298,1.64053783182642
"117158",16174744.9785,-3674184.1298,16174764.9785,-3674204.1298,3.36212378709692
"117159",16174744.9785,-3674204.1298,16174764.9785,-3674224.1298,3.04268508857673
"117160",16174744.9785,-3674224.1298,16174764.9785,-3674244.1298,1.89593320296392
"117161",16174744.9785,-3674244.1298,16174764.9785,-3674264.1298,1.62686573219014
"117162",16174744.9785,-3674264.1298,16174764.9785,-3674284.1298,2.31010030776031
"117163",16174744.9785,-3674284.1298,16174764.9785,-3674304.1298,4.29765357042764
"117164",16174744.9785,-3674304.1298,16174764.9785,-3674324.1298,4.9237406667293
"117165",16174744.9785,-3674324.1298,16174764.9785,-3674344.1298,3.28136692902981
"117166",16174744.9785,-3674344.1298,16174764.9785,-3674364.1298,2.45543368822141
"117167",16174744.9785,-3674364.1298,16174764.9785,-3674384.1298,2.22479872170114
"117168",16174744.9785,-3674384.1298,16174764.9785,-3674404.1298,2.68801278493565
"117169",16174744.9785,-3674404.1298,16174764.9785,-3674424.1298,4.20260294359973
"117170",16174744.9785,-3674424.1298,16174764.9785,-3674444.1298,4.21074617104452
"117171",16174744.9785,-3674444.1298,16174764.9785,-3674464.1298,4.65307814626612
"117172",16174744.9785,-3674464.1298,16174764.9785,-3674484.1298,5.06749648128796
"117173",16174744.9785,-3674484.1298,16174764.9785,-3674504.1298,3.94640236333255
"117174",16174744.9785,-3674504.1298,16174764.9785,-3674524.1298,2.7089183586279
"117175",16174744.9785,-3674524.1298,16174764.9785,-3674544.1298,2.79403184519874
"117176",16174744.9785,-3674544.1298,16174764.9785,-3674564.1298,3.35202482172862
"117177",16174744.9785,-3674564.1298,16174764.9785,-3674584.1298,3.44551397252128
"117178",16174744.9785,-3674584.1298,16174764.9785,-3674604.1298,4.26611511168941
"117192",16174744.9785,-3674864.1298,16174764.9785,-3674884.1298,4.95924443070607
"117193",16174744.9785,-3674884.1298,16174764.9785,-3674904.1298,5.35986603974061
"117194",16174744.9785,-3674904.1298,16174764.9785,-3674924.1298,4.04981323839965
"117195",16174744.9785,-3674924.1298,16174764.9785,-3674944.1298,3.32417402285656
"117196",16174744.9785,-3674944.1298,16174764.9785,-3674964.1298,3.51113674447343
"117697",16174764.9785,-3673744.1298,16174784.9785,-3673764.1298,0.181841854113169
"117698",16174764.9785,-3673764.1298,16174784.9785,-3673784.1298,0.274008500764055
"117699",16174764.9785,-3673784.1298,16174784.9785,-3673804.1298,0.475261542122146
"117700",16174764.9785,-3673804.1298,16174784.9785,-3673824.1298,0.563319491918381
"117701",16174764.9785,-3673824.1298,16174784.9785,-3673844.1298,0.507236632450014
"117702",16174764.9785,-3673844.1298,16174784.9785,-3673864.1298,0.329002012219842
"117703",16174764.9785,-3673864.1298,16174784.9785,-3673884.1298,0.895705666628658
"117704",16174764.9785,-3673884.1298,16174784.9785,-3673904.1298,2.20236865335847
"117705",16174764.9785,-3673904.1298,16174784.9785,-3673924.1298,0.699613078149794
"117706",16174764.9785,-3673924.1298,16174784.9785,-3673944.1298,0.0418092397757395
"117707",16174764.9785,-3673944.1298,16174784.9785,-3673964.1298,0.0967994039503652
"117708",16174764.9785,-3673964.1298,16174784.9785,-3673984.1298,0.0641061214701291
"117709",16174764.9785,-3673984.1298,16174784.9785,-3674004.1298,0.00443281680475653
"117710",16174764.9785,-3674004.1298,16174784.9785,-3674024.1298,0.0307652322586495
"117711",16174764.9785,-3674024.1298,16174784.9785,-3674044.1298,0.174622214756498
"117712",16174764.9785,-3674044.1298,16174784.9785,-3674064.1298,0.168253941495019
"117713",16174764.9785,-3674064.1298,16174784.9785,-3674084.1298,0.0522135544097838
"117714",16174764.9785,-3674084.1298,16174784.9785,-3674104.1298,0.0817779895930129
"117715",16174764.9785,-3674104.1298,16174784.9785,-3674124.1298,0.147576381085303
"117716",16174764.9785,-3674124.1298,16174784.9785,-3674144.1298,0.217839995542398
"117717",16174764.9785,-3674144.1298,16174784.9785,-3674164.1298,0.666916839881545
"117718",16174764.9785,-3674164.1298,16174784.9785,-3674184.1298,1.94276872993637
"117719",16174764.9785,-3674184.1298,16174784.9785,-3674204.1298,4.92564300867925
"117720",16174764.9785,-3674204.1298,16174784.9785,-3674224.1298,5.00099606020416
"117721",16174764.9785,-3674224.1298,16174784.9785,-3674244.1298,3.49829741250272
"117722",16174764.9785,-3674244.1298,16174784.9785,-3674264.1298,1.66175064398692
"117723",16174764.9785,-3674264.1298,16174784.9785,-3674284.1298,1.88401961790649
"117724",16174764.9785,-3674284.1298,16174784.9785,-3674304.1298,3.25703946426447
"117725",16174764.9785,-3674304.1298,16174784.9785,-3674324.1298,4.51122468792443
"117726",16174764.9785,-3674324.1298,16174784.9785,-3674344.1298,3.75625828313868
"117727",16174764.9785,-3674344.1298,16174784.9785,-3674364.1298,2.743452649628
"117728",16174764.9785,-3674364.1298,16174784.9785,-3674384.1298,2.51468770008397
"117729",16174764.9785,-3674384.1298,16174784.9785,-3674404.1298,2.4475771743054
"117730",16174764.9785,-3674404.1298,16174784.9785,-3674424.1298,4.17954740989698
"117731",16174764.9785,-3674424.1298,16174784.9785,-3674444.1298,4.57012013238052
"117732",16174764.9785,-3674444.1298,16174784.9785,-3674464.1298,4.20951092867381
"117733",16174764.9785,-3674464.1298,16174784.9785,-3674484.1298,5.09641916250466
"117734",16174764.9785,-3674484.1298,16174784.9785,-3674504.1298,3.55823595724565
"117735",16174764.9785,-3674504.1298,16174784.9785,-3674524.1298,2.31517131191936
"117736",16174764.9785,-3674524.1298,16174784.9785,-3674544.1298,2.2097729623472
"117737",16174764.9785,-3674544.1298,16174784.9785,-3674564.1298,2.12561470407589
"117738",16174764.9785,-3674564.1298,16174784.9785,-3674584.1298,3.61202019051567
"117739",16174764.9785,-3674584.1298,16174784.9785,-3674604.1298,5.17388577470223
"117740",16174764.9785,-3674604.1298,16174784.9785,-3674624.1298,4.297813108039
"117741",16174764.9785,-3674624.1298,16174784.9785,-3674644.1298,4.637310071425
"117751",16174764.9785,-3674824.1298,16174784.9785,-3674844.1298,0.116065292893087
"117752",16174764.9785,-3674844.1298,16174784.9785,-3674864.1298,0.410304287857928
"117753",16174764.9785,-3674864.1298,16174784.9785,-3674884.1298,1.87518250242657
"117754",16174764.9785,-3674884.1298,16174784.9785,-3674904.1298,3.85339298074338
"117755",16174764.9785,-3674904.1298,16174784.9785,-3674924.1298,3.62617488822033
"117756",16174764.9785,-3674924.1298,16174784.9785,-3674944.1298,2.03195440187936
"117757",16174764.9785,-3674944.1298,16174784.9785,-3674964.1298,2.76347450377806
"117758",16174764.9785,-3674964.1298,16174784.9785,-3674984.1298,3.32418914820185
"117759",16174764.9785,-3674984.1298,16174784.9785,-3675004.1298,
"117762",16174764.9785,-3675044.1298,16174784.9785,-3675064.1298,4.23795274098714
"117763",16174764.9785,-3675064.1298,16174784.9785,-3675084.1298,5.03073389946468
"117764",16174764.9785,-3675084.1298,16174784.9785,-3675104.1298,4.55982361626857
"117765",16174764.9785,-3675104.1298,16174784.9785,-3675124.1298,2.27456199752409
"117766",16174764.9785,-3675124.1298,16174784.9785,-3675144.1298,1.1736819404457
"117772",16174764.9785,-3675244.1298,16174784.9785,-3675264.1298,2.61309086099446
"117773",16174764.9785,-3675264.1298,16174784.9785,-3675284.1298,1.24486755656998
"117774",16174764.9785,-3675284.1298,16174784.9785,-3675304.1298,1.04521025859318
"117775",16174764.9785,-3675304.1298,16174784.9785,-3675324.1298,1.4189147858516
"118258",16174784.9785,-3673744.1298,16174804.9785,-3673764.1298,0.148264047919318
"118259",16174784.9785,-3673764.1298,16174804.9785,-3673784.1298,0.167975046338451
"118260",16174784.9785,-3673784.1298,16174804.9785,-3673804.1298,0.216675671253704
"118261",16174784.9785,-3673804.1298,16174804.9785,-3673824.1298,0.175736262853432
"118262",16174784.9785,-3673824.1298,16174804.9785,-3673844.1298,0.38075490474344
"118263",16174784.9785,-3673844.1298,16174804.9785,-3673864.1298,0.444154469243301
"118264",16174784.9785,-3673864.1298,16174804.9785,-3673884.1298,0.0899404142540913
"118265",16174784.9785,-3673884.1298,16174804.9785,-3673904.1298,0.0226260644146339
"118266",16174784.9785,-3673904.1298,16174804.9785,-3673924.1298,0.00782265856576108
"118267",16174784.9785,-3673924.1298,16174804.9785,-3673944.1298,0.019530370321217
"118268",16174784.9785,-3673944.1298,16174804.9785,-3673964.1298,0.183950981149321
"118269",16174784.9785,-3673964.1298,16174804.9785,-3673984.1298,0.145154640017997
"118270",16174784.9785,-3673984.1298,16174804.9785,-3674004.1298,0.0169640280094908
"118271",16174784.9785,-3674004.1298,16174804.9785,-3674024.1298,0.0131595055186546
"118272",16174784.9785,-3674024.1298,16174804.9785,-3674044.1298,0.0725461631927923
"118273",16174784.9785,-3674044.1298,16174804.9785,-3674064.1298,0.231709694389455
"118274",16174784.9785,-3674064.1298,16174804.9785,-3674084.1298,0.187694425108137
"118275",16174784.9785,-3674084.1298,16174804.9785,-3674104.1298,0.214036065313911
"118276",16174784.9785,-3674104.1298,16174804.9785,-3674124.1298,0.372641616961742
"118277",16174784.9785,-3674124.1298,16174804.9785,-3674144.1298,0.332512933681213
"118278",16174784.9785,-3674144.1298,16174804.9785,-3674164.1298,0.323168030977763
"118279",16174784.9785,-3674164.1298,16174804.9785,-3674184.1298,1.02132647723138
"118280",16174784.9785,-3674184.1298,16174804.9785,-3674204.1298,2.75436514543952
"118281",16174784.9785,-3674204.1298,16174804.9785,-3674224.1298,2.69921960145133
"118282",16174784.9785,-3674224.1298,16174804.9785,-3674244.1298,2.36442719892349
"118283",16174784.9785,-3674244.1298,16174804.9785,-3674264.1298,1.94775437656073
"118284",16174784.9785,-3674264.1298,16174804.9785,-3674284.1298,1.5213043602089
"118285",16174784.9785,-3674284.1298,16174804.9785,-3674304.1298,1.49362526678098
"118286",16174784.9785,-3674304.1298,16174804.9785,-3674324.1298,4.13957631138136
"118287",16174784.9785,-3674324.1298,16174804.9785,-3674344.1298,4.50124047198177
"118288",16174784.9785,-3674344.1298,16174804.9785,-3674364.1298,5.65270615358875
"118289",16174784.9785,-3674364.1298,16174804.9785,-3674384.1298,4.751981318151
"118290",16174784.9785,-3674384.1298,16174804.9785,-3674404.1298,1.4099297615198
"118291",16174784.9785,-3674404.1298,16174804.9785,-3674424.1298,2.45852501976058
"118292",16174784.9785,-3674424.1298,16174804.9785,-3674444.1298,3.97625051159094
"118293",16174784.9785,-3674444.1298,16174804.9785,-3674464.1298,4.04941563861564
"118294",16174784.9785,-3674464.1298,16174804.9785,-3674484.1298,3.30531888069251
"118295",16174784.9785,-3674484.1298,16174804.9785,-3674504.1298,3.20613051943211
"118296",16174784.9785,-3674504.1298,16174804.9785,-3674524.1298,4.10388095684541
"118297",16174784.9785,-3674524.1298,16174804.9785,-3674544.1298,2.93877467327464
"118298",16174784.9785,-3674544.1298,16174804.9785,-3674564.1298,1.44553907479457
"118299",16174784.9785,-3674564.1298,16174804.9785,-3674584.1298,1.72395662251847
"118300",16174784.9785,-3674584.1298,16174804.9785,-3674604.1298,3.32274741021051
"118301",16174784.9785,-3674604.1298,16174804.9785,-3674624.1298,3.65620459219164
"118302",16174784.9785,-3674624.1298,16174804.9785,-3674644.1298,3.61019360277168
"118303",16174784.9785,-3674644.1298,16174804.9785,-3674664.1298,2.51571967192655
"118304",16174784.9785,-3674664.1298,16174804.9785,-3674684.1298,3.03488839566708
"118305",16174784.9785,-3674684.1298,16174804.9785,-3674704.1298,3.72167690843344
"118306",16174784.9785,-3674704.1298,16174804.9785,-3674724.1298,5.14557756557724
"118307",16174784.9785,-3674724.1298,16174804.9785,-3674744.1298,6.42325897408713
"118308",16174784.9785,-3674744.1298,16174804.9785,-3674764.1298,7.1267153377533
"118309",16174784.9785,-3674764.1298,16174804.9785,-3674784.1298,7.50836133956909
"118310",16174784.9785,-3674784.1298,16174804.9785,-3674804.1298,2.52538784344991
"118311",16174784.9785,-3674804.1298,16174804.9785,-3674824.1298,2.35655984761184
"118312",16174784.9785,-3674824.1298,16174804.9785,-3674844.1298,0.944878606337458
"118313",16174784.9785,-3674844.1298,16174804.9785,-3674864.1298,0.534760711381612
"118314",16174784.9785,-3674864.1298,16174804.9785,-3674884.1298,0.382634339062738
"118315",16174784.9785,-3674884.1298,16174804.9785,-3674904.1298,0.935222367729823
"118316",16174784.9785,-3674904.1298,16174804.9785,-3674924.1298,0.98419694547157
"118317",16174784.9785,-3674924.1298,16174804.9785,-3674944.1298,1.33944663194181
"118318",16174784.9785,-3674944.1298,16174804.9785,-3674964.1298,3.06609577825856
"118319",16174784.9785,-3674964.1298,16174804.9785,-3674984.1298,3.39611435527475
"118320",16174784.9785,-3674984.1298,16174804.9785,-3675004.1298,3.53041829087326
"118321",16174784.9785,-3675004.1298,16174804.9785,-3675024.1298,4.91913995909136
"118322",16174784.9785,-3675024.1298,16174804.9785,-3675044.1298,4.99022621425997
"118323",16174784.9785,-3675044.1298,16174804.9785,-3675064.1298,4.45480020112049
"118324",16174784.9785,-3675064.1298,16174804.9785,-3675084.1298,5.93450780452889
"118325",16174784.9785,-3675084.1298,16174804.9785,-3675104.1298,6.64277922556008
"118326",16174784.9785,-3675104.1298,16174804.9785,-3675124.1298,3.44443268956188
