ID,Volume (L),DBH (cm),vol_opt_mean,Volume Standard Deviation (L),dbhqsm_mean (cm),DBH Standard Deviation (cm),Number of Models,Height (m),Surface Area (m^2),PatchDiam1,PatchDiam2Min,PatchDiam2Max,Processing Time,X,Y,Z,Lat,Long,Elevation
AM2_Mt_Grenfell_NP.0324,7987.76416,101.052082,8152.58,929.33,61.0,44.0,4,23.3962097,0.0,0.0,0.0,0.0,0.0,-15.686821937561035,58.47322463989258,261.90960693359375,-31.299867262966412,145.30558696559277,261.90989530459046
AM2_Mt_Grenfell_NP.0084,3118.5564,61.2974703,3135.9,80.68,60.0,1.0,4,16.63974,0.0,0.0,0.0,0.0,0.0,68.74341583251953,15.013482093811035,263.86590576171875,-31.30025921683228,145.30647376600987,263.866293608211
AM2_Mt_Grenfell_NP.0062,3035.47021,48.545408200000004,2430.64,847.83,41.0,28.999999999999996,4,16.0847778,0.0,0.0,0.0,0.0,0.0,-36.02743148803711,74.30824279785156,261.5752258300781,-31.29972444923934,145.30537332224986,261.57576206699014
AM2_Mt_Grenfell_NP.0097,2820.56177,37.598744,2828.85,42.88,37.0,2.0,4,13.571167,0.0,0.0,0.0,0.0,0.0,-18.087026596069336,13.289946556091309,261.355712890625,-31.30027476293149,145.3055617546456,261.3557524131611
AM2_Mt_Grenfell_NP.0541,2612.8457,51.2281597,2613.71,11.98,52.0,1.0,4,15.296875,0.0,0.0,0.0,0.0,0.0,23.116910934448242,17.847442626953125,262.5387268066406,-31.30023365961736,145.30599453446055,262.53879372868687
AM2_Mt_Grenfell_NP.0214,2528.62573,50.2408445,2526.42,23.56,50.0,0.0,4,15.9734497,0.0,0.0,0.0,0.0,0.0,31.851329803466797,16.970064163208008,262.76776123046875,-31.300241572337214,145.30608627520274,262.7678633509204
AM2_Mt_Grenfell_NP.0497,2426.69678,47.9899257,2417.35,20.77,48.0,0.0,4,16.5140076,0.0,0.0,0.0,0.0,0.0,-13.168161392211914,30.9976749420166,261.4317626953125,-31.300115060113058,145.30561341951355,261.43185189832
AM2_Mt_Grenfell_NP.0283,2345.54175,37.5877798,2354.79,64.0,47.0,14.000000000000002,4,12.8354187,0.0,0.0,0.0,0.0,0.0,59.49199676513672,-21.7842960357666,263.22576904296875,-31.300591089907318,145.3063765972921,263.22608358506113
AM2_Mt_Grenfell_NP.0393,2141.66528,64.1732633,2120.2,81.78,63.0,3.0,4,14.4649658,0.0,0.0,0.0,0.0,0.0,15.535163879394531,-0.940916121006012,262.1314697265625,-31.300403108611924,145.3059149009611,262.13148869760334
AM2_Mt_Grenfell_NP.0557,1782.72583,42.720472799999996,1802.33,25.1,43.0,0.0,4,13.26828,0.0,0.0,0.0,0.0,0.0,-0.36665570735931396,-22.02185821533203,261.2337951660156,-31.30059323402032,145.30574787814305,261.23383334558457
AM2_Mt_Grenfell_NP.0069,1781.39795,58.563423199999995,1803.74,105.13,60.0,3.0,4,9.17233276,0.0,0.0,0.0,0.0,0.0,-56.39641571044922,45.0079460144043,260.85760498046875,-31.299988702612993,145.30515937891985,260.85801351070404
