fid,ID,Volume..L.,DBH..cm.,vol_opt_mean,Volume.Standard.Deviation..L.,dbhqsm_mean..cm.,DBH.Standard.Deviation..cm.,Number.of.Models,Height..m.,Surface.Area..m.2.,PatchDiam1,PatchDiam2Min,PatchDiam2Max,Processing.Time,X,Y,Z,Lat,Long,Elevation,plot_id,tree_id
4743,AM2_Mt_Grenfell_NP_6.0232,69.03302,6.91808462,70.05,"3.05",6,"2",4,4.63580322,false,false,false,false,false,25.208381652832,-12.0703783035278,322.081176757812,-31.310556030492,145.3183703403,322.081237990409,AM2_Mt_Grenfell_NP_6,232
4744,AM2_Mt_Grenfell_NP_6.2341,68.390419,9.01427716,68.04,"2.57",8,"1",4,3.90460205,false,false,false,false,false,2.80168128013611,19.2410354614258,320.309692382812,-31.3102736417289,145.318134971165,320.309722133912,AM2_Mt_Grenfell_NP_6,2341
4745,AM2_Mt_Grenfell_NP_6.1750,68.0544357,7.85947368,68.6,"2.1",8,"0",4,4.75271606,false,false,false,false,false,-1.31998634338379,-2.32694101333618,320.560791015625,-31.3104681574034,145.318091675588,320.560791576281,AM2_Mt_Grenfell_NP_6,1750
4746,AM2_Mt_Grenfell_NP_6.0146,67.911026,9.56753939,67.91,"1.02",9,"0",4,4.79522705,false,false,false,false,false,-27.94362449646,19.2286376953125,318.452270507812,-31.3102737531581,145.31781201081,318.452360761352,AM2_Mt_Grenfell_NP_6,146
4747,AM2_Mt_Grenfell_NP_6.1479,67.600853,7.41845444,67.5,"0.74",7,"0",4,4.3704834,false,false,false,false,false,3.29715418815613,-26.2441864013672,321.0029296875,-31.3106838604532,145.318140175945,321.002984745428,AM2_Mt_Grenfell_NP_6,1479
4748,AM2_Mt_Grenfell_NP_6.0888,67.3142395,8.68487209,67.2,"2.17",9,"0",4,5.23309326,false,false,false,false,false,34.5147323608398,-26.9634056091309,322.938873291016,-31.310690346312,145.318468098442,322.939023806714,AM2_Mt_Grenfell_NP_6,888
4749,AM2_Mt_Grenfell_NP_6.0757,66.6450882,7.71372989,64.45,"5.24",7,"2",4,4.7492981,false,false,false,false,false,17.0108070373535,4.4533519744873,321.24609375,-31.3104070076818,145.318284229398,321.246117972769,AM2_Mt_Grenfell_NP_6,757
4750,AM2_Mt_Grenfell_NP_6.1972,66.3988953,11.5241133,67.35,"2.64",10,"1",4,4.61032104,false,false,false,false,false,0.545776307582855,-1.36091458797455,320.799835205078,-31.3104594450763,145.318111274301,320.799835372716,AM2_Mt_Grenfell_NP_6,1972
4751,AM2_Mt_Grenfell_NP_6.1571,66.3525696,7.58475587,67.05,"3.69",8,"0",4,4.46252441,false,false,false,false,false,-3.15194821357727,-30.7543601989746,320.740600585938,-31.3107245364807,145.318072431843,320.740675802343,AM2_Mt_Grenfell_NP_6,1571
4752,AM2_Mt_Grenfell_NP_6.0697,66.1947632,8.92670602,66.62,"4.41",8,"1",4,3.85577393,false,false,false,false,false,22.4692783355713,26.6779174804688,321.391204833984,-31.3102065703528,145.318341566804,321.391300388612,AM2_Mt_Grenfell_NP_6,697
4753,AM2_Mt_Grenfell_NP_6.0153,65.8262787,6.43066391,65.5,"0.86",6,"0",4,4.68588257,false,false,false,false,false,35.4416770935059,32.5951843261719,322.484771728516,-31.3101532038791,145.318477833372,322.484953722917,AM2_Mt_Grenfell_NP_6,153
4754,AM2_Mt_Grenfell_NP_6.1501,65.700264,7.48264566,66.33,"1.21",7,"1",4,5.05459595,false,false,false,false,false,16.9747219085693,-17.2227802276611,321.585205078125,-31.3106024987407,145.318283850705,321.585250990465,AM2_Mt_Grenfell_NP_6,1501
4755,AM2_Mt_Grenfell_NP_6.1282,65.4476547,7.91266486,66.09,"1.05",8,"1",4,4.89883423,false,false,false,false,false,12.6569128036499,-21.889066696167,321.402313232422,-31.3106445827509,145.318238494726,321.402363488451,AM2_Mt_Grenfell_NP_6,1282
4756,AM2_Mt_Grenfell_NP_6.0285,65.3987808,8.92733186,66.39,"2.45",11,"1",4,4.37600708,false,false,false,false,false,39.2228164672852,-23.7012462615967,323.101623535156,-31.3106609256492,145.31851755399,323.101788233034,AM2_Mt_Grenfell_NP_6,285
4757,AM2_Mt_Grenfell_NP_6.0692,65.3509369,11.1361086,64.82,"1.84",11,"1",4,4.12750244,false,false,false,false,false,-26.9401988983154,-22.9569606781006,319.172271728516,-31.3106542136218,145.317822550068,319.172370046377,AM2_Mt_Grenfell_NP_6,692
4758,AM2_Mt_Grenfell_NP_6.0580,65.284874,7.92865828,67.39,"2.55",8,"0",4,4.85534668,false,false,false,false,false,33.3760108947754,31.6877746582031,322.233367919922,-31.3101613876056,145.318456134915,322.233534189872,AM2_Mt_Grenfell_NP_6,580
4759,AM2_Mt_Grenfell_NP_6.0884,65.0679321,6.4687103,63.95,"1.99",7,"1",4,4.34735107,false,false,false,false,false,-18.5033073425293,-37.4543304443359,319.749084472656,-31.3107849615795,145.317911174475,319.749221692793,AM2_Mt_Grenfell_NP_6,884
4760,AM2_Mt_Grenfell_NP_6.0138,64.9955063,6.46923408,63.72,"1.58",7,"1",4,4.52920532,false,false,false,false,false,6.61844730377197,-17.5928363800049,321.036651611328,-31.3106058362937,145.318175064149,321.036679401994,AM2_Mt_Grenfell_NP_6,138
4761,AM2_Mt_Grenfell_NP_6.0541,64.9082031,10.0339547,64.83,"1.37",10,"0",4,6.52676392,false,false,false,false,false,-26.724422454834,15.8811321258545,318.599304199219,-31.3103039434352,145.317824817688,318.599379983731,AM2_Mt_Grenfell_NP_6,541
4762,AM2_Mt_Grenfell_NP_6.0143,64.8061066,6.30169809,64.11,"1.46",7,"1",4,4.50930786,false,false,false,false,false,18.2997913360596,26.3268070220947,321.246887207031,-31.3102097369891,145.318297768991,321.246967982501,AM2_Mt_Grenfell_NP_6,143
4763,AM2_Mt_Grenfell_NP_6.0206,64.651947,10.7932106,64.37,"0.74",10,"0",4,5.16937256,false,false,false,false,false,-31.0465908050537,-34.6374778747559,318.742706298828,-31.3107595569395,145.317779414415,318.742876213044,AM2_Mt_Grenfell_NP_6,206
4764,AM2_Mt_Grenfell_NP_6.0064,64.6489944,7.02186003,64.68,"1.28",7,"0",4,4.603302,false,false,false,false,false,31.2225322723389,-31.7021732330322,322.767303466797,-31.3107330840401,145.318433515952,322.767458913848,AM2_Mt_Grenfell_NP_6,64
4765,AM2_Mt_Grenfell_NP_6.0886,64.5980759,10.7743591,61.57,"4.75",12,"1",4,4.16186523,false,false,false,false,false,-26.960973739624,12.7757863998413,318.647430419922,-31.310331949701,145.317822332781,318.647500193678,AM2_Mt_Grenfell_NP_6,886
4766,AM2_Mt_Grenfell_NP_6.0490,64.1224518,7.15169758,63.69,"2.6",8,"2",4,4.79037476,false,false,false,false,false,7.89631748199463,-29.1048030853271,321.326568603516,-31.310709659532,145.318188487511,321.326640156098,AM2_Mt_Grenfell_NP_6,490
4767,AM2_Mt_Grenfell_NP_6.0495,63.9481544,7.27742836,63.06,"2.26",7,"0",4,4.92236328,false,false,false,false,false,12.9411163330078,-24.4488849639893,321.285827636719,-31.3106676690467,145.318241480154,321.285887797363,AM2_Mt_Grenfell_NP_6,495
4768,AM2_Mt_Grenfell_NP_6.0835,63.9431839,7.88625032,63.94,"1.16",8,"0",4,4.26516724,false,false,false,false,false,-6.50074434280396,-35.906852722168,320.567077636719,-31.3107710053887,145.318037254627,320.56718241889,AM2_Mt_Grenfell_NP_6,835
4769,AM2_Mt_Grenfell_NP_6.1149,63.7505302,11.4077196,68.78,"6.61",10,"3",4,4.81277466,false,false,false,false,false,24.4566078186035,17.6272716522217,321.854095458984,-31.3102881956079,145.318362442645,321.854166757315,AM2_Mt_Grenfell_NP_6,1149
4770,AM2_Mt_Grenfell_NP_6.1016,62.9476204,9.9471055,62.34,"1.4",10,"1",4,4.48614502,false,false,false,false,false,43.5025596618652,-16.9764518737793,323.331390380859,-31.3106002764419,145.318562509879,323.33156127762,AM2_Mt_Grenfell_NP_6,1016
4771,AM2_Mt_Grenfell_NP_6.0949,62.8960342,10.228695,63.97,"2.5",10,"0",4,5.02514648,false,false,false,false,false,38.9328918457031,14.1778192520142,322.657684326172,-31.3103193048891,145.318514507054,322.657818859443,AM2_Mt_Grenfell_NP_6,949
4772,AM2_Mt_Grenfell_NP_6.1949,62.5738297,6.51002526,63.34,"2.69",6,"1",4,3.88320923,false,false,false,false,false,-40.372631072998,17.3822154998779,317.413330078125,-31.3102904051489,145.317681451662,317.413481511176,AM2_Mt_Grenfell_NP_6,1949
4773,AM2_Mt_Grenfell_NP_6.0519,62.4674416,4.30045165,61.81,"8.69",6,"2",4,4.12609863,false,false,false,false,false,-38.2927398681641,-16.5718803405762,317.730621337891,-31.3105966280388,145.317703298355,317.73075779248,AM2_Mt_Grenfell_NP_6,519
4774,AM2_Mt_Grenfell_NP_6.2877,62.2384453,7.68589303,64.78,"4.14",7,"2",4,5.28411865,false,false,false,false,false,44.1739349365234,-11.67848777771,323.541473388672,-31.3105524955502,145.318569562029,323.541636948474,AM2_Mt_Grenfell_NP_6,2877
4775,AM2_Mt_Grenfell_NP_6.0946,62.1006393,6.50793239,65.62,"24.65",8,"3",4,4.58895874,false,false,false,false,false,3.53971409797669,-19.7577362060547,320.932220458984,-31.3106253609457,145.318142723874,320.932252163067,AM2_Mt_Grenfell_NP_6,946
4776,AM2_Mt_Grenfell_NP_6.0217,61.4812927,11.4826351,62.48,"1.17",11,"0",4,5.06472778,false,false,false,false,false,-35.0686569213867,3.96572184562683,318.143646240234,-31.3104114050622,145.317737166211,318.143743794411,AM2_Mt_Grenfell_NP_6,217
4777,AM2_Mt_Grenfell_NP_6.2901,61.3805695,9.12851468,61.32,"1.76",9,"0",4,4.99179077,false,false,false,false,false,32.8834648132324,-7.27049398422241,322.60498046875,-31.3105127414662,145.318450962295,322.605069315061,AM2_Mt_Grenfell_NP_6,2901
4778,AM2_Mt_Grenfell_NP_6.0105,61.3185196,7.56039098,59.7,"10.85",6,"2",4,3.46572876,false,false,false,false,false,-45.3616180419922,-22.2564353942871,317.312103271484,-31.3106478952619,145.317629043624,317.312303409912,AM2_Mt_Grenfell_NP_6,105
4779,AM2_Mt_Grenfell_NP_6.0501,61.0571404,8.03095102,61.98,"3.52",8,"0",4,6.15490723,false,false,false,false,false,-62.7837066650391,7.61012268066406,315.480041503906,-31.3103785360041,145.317446036323,315.480354773812,AM2_Mt_Grenfell_NP_6,501
4780,AM2_Mt_Grenfell_NP_6.1678,60.9476471,4.41088229,63.01,"3.35",7,"3",4,4.56561279,false,false,false,false,false,8.13657474517822,14.3474588394165,320.715362548828,-31.3103177755399,145.318191010929,320.715383934788,AM2_Mt_Grenfell_NP_6,1678
4781,AM2_Mt_Grenfell_NP_6.0759,60.9219208,5.92426509,60.76,"0.29",6,"1",4,3.96478271,false,false,false,false,false,30.034969329834,-22.3111000061035,322.620178222656,-31.3106483885956,145.318421041013,322.620288050734,AM2_Mt_Grenfell_NP_6,759
4782,AM2_Mt_Grenfell_NP_6.0269,60.5623589,11.7352292,59.75,"1.47",11,"1",4,4.48681641,false,false,false,false,false,12.7130661010742,-42.9067001342773,321.774719238281,-31.3108341349637,145.318239084844,321.774876786396,AM2_Mt_Grenfell_NP_6,269
4783,AM2_Mt_Grenfell_NP_6.0141,60.4435539,9.82231572,59.69,"1.34",10,"1",4,4.33355713,false,false,false,false,false,59.429615020752,-13.0602121353149,324.393920898438,-31.3105649562422,145.318729813827,324.394210931845,AM2_Mt_Grenfell_NP_6,141
4784,AM2_Mt_Grenfell_NP_6.1021,60.4381447,8.22983161,60.78,"0.85",8,"0",4,4.59518433,false,false,false,false,false,-2.88696551322937,-51.0135726928711,320.810272216797,-31.3109072487401,145.318075215276,320.810477686115,AM2_Mt_Grenfell_NP_6,1021
4785,AM2_Mt_Grenfell_NP_6.0492,60.3073578,8.39629471,57.45,"4.49",8,"1",4,4.95343018,false,false,false,false,false,12.2045841217041,-49.7828788757324,321.874450683594,-31.3108961493158,145.318233743609,321.874657401815,AM2_Mt_Grenfell_NP_6,492
4786,AM2_Mt_Grenfell_NP_6.0200,60.0869102,7.5275287,59.63,"1.84",8,"1",4,4.4859314,false,false,false,false,false,39.5046195983887,-7.41683101654053,323.010101318359,-31.3105140610291,145.318520513529,323.010227871127,AM2_Mt_Grenfell_NP_6,200
4787,AM2_Mt_Grenfell_NP_6.0753,59.828598,9.41367224,59.73,"0.43",9,"0",4,4.25454712,false,false,false,false,false,16.8669872283936,-37.1216430664062,321.847717285156,-31.3107819610774,145.318282719344,321.847848019563,AM2_Mt_Grenfell_NP_6,753
4788,AM2_Mt_Grenfell_NP_6.1781,59.6636314,7.85699487,59.12,"4.98",7,"2",4,3.76348877,false,false,false,false,false,2.86328434944153,49.1996307373047,320.994720458984,-31.3100034534011,145.318135618178,320.994911610149,AM2_Mt_Grenfell_NP_6,1781
4789,AM2_Mt_Grenfell_NP_6.0761,59.0358543,12.7787709,59.45,"1.19",11,"2",4,5.37417603,false,false,false,false,false,-30.4258003234863,39.7587699890137,318.514526367188,-31.3100885973995,145.317785937721,318.514723278582,AM2_Mt_Grenfell_NP_6,761
4790,AM2_Mt_Grenfell_NP_6.1996,59.0176849,13.1787404,61.7,"3.36",9,"4",4,4.59680176,false,false,false,false,false,9.71042919158936,-40.1700401306152,321.60205078125,-31.3108094538229,145.318207543811,321.602185164578,AM2_Mt_Grenfell_NP_6,1996
4791,AM2_Mt_Grenfell_NP_6.2036,59.010994,6.47038221,57.94,"5.52",7,"2",4,4.38168335,false,false,false,false,false,22.4793605804443,-24.3547325134277,322.116333007812,-31.3106668197378,145.318341673832,322.116419265978,AM2_Mt_Grenfell_NP_6,2036
4792,AM2_Mt_Grenfell_NP_6.1515,58.9583893,6.79475591,59.66,"2.05",7,"0",4,4.60598755,false,false,false,false,false,-5.26001405715942,-52.563663482666,320.813812255859,-31.3109212285736,145.318050287708,320.81403187383,AM2_Mt_Grenfell_NP_6,1515
4793,AM2_Mt_Grenfell_NP_6.2193,57.7785492,5.89506105,57.1,"1.43",7,"1",4,5.09197998,false,false,false,false,false,7.88730001449585,-8.39199638366699,321.021911621094,-31.310522856442,145.318188392628,321.021922036074,AM2_Mt_Grenfell_NP_6,2193
4794,AM2_Mt_Grenfell_NP_6.0974,57.420723,7.43653253,56.78,"4.36",6,"1",4,4.394104,false,false,false,false,false,13.667366027832,-42.1528091430664,321.788665771484,-31.3108273358178,145.318249109216,321.788820246235,AM2_Mt_Grenfell_NP_6,974
4795,AM2_Mt_Grenfell_NP_6.1862,57.2412224,8.34994838,46.32,"22.3",8,"3",4,5.66976929,false,false,false,false,false,-41.381477355957,11.9994297027588,317.351837158203,-31.3103389510058,145.317670854127,317.351982604712,AM2_Mt_Grenfell_NP_6,1862
4796,AM2_Mt_Grenfell_NP_6.1302,57.2247925,12.3796076,56.58,"2.35",10,"1",4,4.63259888,false,false,false,false,false,30.320930480957,-17.5093879699707,322.768981933594,-31.3106050832762,145.318424044714,322.769078063779,AM2_Mt_Grenfell_NP_6,1302
4797,AM2_Mt_Grenfell_NP_6.0616,57.2228355,4.51177321,55.44,"3.13",5,"1",4,4.66595459,false,false,false,false,false,54.9233207702637,-11.9180660247803,324.196960449219,-31.3105546557709,145.318682477855,324.197207880206,AM2_Mt_Grenfell_NP_6,616
4798,AM2_Mt_Grenfell_NP_6.0270,57.2167778,7.94107541,57.39,"1.25",8,"1",4,4.30706787,false,false,false,false,false,-8.66576099395752,-43.7316513061523,320.444000244141,-31.3108415750899,145.318014512289,320.444156641141,AM2_Mt_Grenfell_NP_6,270
4799,AM2_Mt_Grenfell_NP_6.0548,56.9746857,6.81715533,57.29,"2",7,"1",4,4.67578125,false,false,false,false,false,-34.5611419677734,-13.6712789535522,318.175689697266,-31.3105704684077,145.31774249674,318.175797955133,AM2_Mt_Grenfell_NP_6,548
4800,AM2_Mt_Grenfell_NP_6.0872,56.9665298,4.21518609,61.02,"5.97",5,"1",4,4.51766968,false,false,false,false,false,29.2544364929199,-34.1162719726562,322.689849853516,-31.3107548561806,145.318412842315,322.690008484758,AM2_Mt_Grenfell_NP_6,872
4801,AM2_Mt_Grenfell_NP_6.0451,56.628334,8.72151852,56.87,"1.34",8,"1",4,3.46612549,false,false,false,false,false,-5.29712867736816,16.4158840179443,320.122802734375,-31.3102991209833,145.318049898199,320.122826140374,AM2_Mt_Grenfell_NP_6,451
4802,AM2_Mt_Grenfell_NP_6.0113,56.5688972,8.27191994,56.64,"3.37",8,"0",4,5.49783325,false,false,false,false,false,-67.1632537841797,7.90943479537964,315.174041748047,-31.3103758363402,145.317400031811,315.17439995613,AM2_Mt_Grenfell_NP_6,113
4803,AM2_Mt_Grenfell_NP_6.0205,56.458004,12.6328304,56.53,"1.34",10,"2",4,4.53903198,false,false,false,false,false,30.2037620544434,-17.1179676055908,322.693725585938,-31.3106015531695,145.318422813921,322.693820093758,AM2_Mt_Grenfell_NP_6,205
4804,AM2_Mt_Grenfell_NP_6.1281,56.3031578,10.6156923,56.06,"1.82",10,"1",4,4.87030029,false,false,false,false,false,17.3221130371094,-18.0305652618408,321.810577392578,-31.3106097839201,145.318287499852,321.810626479797,AM2_Mt_Grenfell_NP_6,1281
4805,AM2_Mt_Grenfell_NP_6.1412,56.1685143,6.97104335,55.57,"3.12",7,"1",4,3.79806519,false,false,false,false,false,-9.52040195465088,-47.4623413085938,320.418792724609,-31.310875221153,145.318005534729,320.418977116235,AM2_Mt_Grenfell_NP_6,1412
4806,AM2_Mt_Grenfell_NP_6.0860,56.1239929,8.71710256,56.44,"0.94",9,"0",4,4.58062744,false,false,false,false,false,15.2065601348877,-15.0641555786133,321.473602294922,-31.3105830307276,145.318265277177,321.473638265394,AM2_Mt_Grenfell_NP_6,860
4807,AM2_Mt_Grenfell_NP_6.1400,55.8608513,8.2317315,54.99,"2.83",8,"0",4,6.13528442,false,false,false,false,false,-58.4031829833984,3.85202431678772,316.009185791016,-31.3104124295206,145.31749205091,316.009454094805,AM2_Mt_Grenfell_NP_6,1400
