fid,id,left,top,right,bottom,ALS_20m_1mean
"121701","121701",16174904.9785,-3675284.1298,16174924.9785,-3675304.1298,3.14733481077744
"121700","121700",16174904.9785,-3675264.1298,16174924.9785,-3675284.1298,3.41934363678989
"121699","121699",16174904.9785,-3675244.1298,16174924.9785,-3675264.1298,4.70444000312437
"121698","121698",16174904.9785,-3675224.1298,16174924.9785,-3675244.1298,3.74482598804001
"121697","121697",16174904.9785,-3675204.1298,16174924.9785,-3675224.1298,2.42943535763159
"121696","121696",16174904.9785,-3675184.1298,16174924.9785,-3675204.1298,4.77571071905968
"121695","121695",16174904.9785,-3675164.1298,16174924.9785,-3675184.1298,4.3025814768358
"121694","121694",16174904.9785,-3675144.1298,16174924.9785,-3675164.1298,3.7872256593354
"121693","121693",16174904.9785,-3675124.1298,16174924.9785,-3675144.1298,4.09227965079853
"121692","121692",16174904.9785,-3675104.1298,16174924.9785,-3675124.1298,1.635201885634
"121691","121691",16174904.9785,-3675084.1298,16174924.9785,-3675104.1298,0.456508464783121
"121690","121690",16174904.9785,-3675064.1298,16174924.9785,-3675084.1298,0.424675954387993
"121689","121689",16174904.9785,-3675044.1298,16174924.9785,-3675064.1298,1.57600769814232
"121688","121688",16174904.9785,-3675024.1298,16174924.9785,-3675044.1298,2.88885431900506
"121687","121687",16174904.9785,-3675004.1298,16174924.9785,-3675024.1298,3.79012573996427
"121723","121723",16174904.9785,-3675724.1298,16174924.9785,-3675744.1298,0.793573035001755
"121724","121724",16174904.9785,-3675744.1298,16174924.9785,-3675764.1298,0.664357692808718
"121725","121725",16174904.9785,-3675764.1298,16174924.9785,-3675784.1298,1.10465287285693
"121726","121726",16174904.9785,-3675784.1298,16174924.9785,-3675804.1298,2.10995466630537
"121727","121727",16174904.9785,-3675804.1298,16174924.9785,-3675824.1298,4.0653141040157
"121728","121728",16174904.9785,-3675824.1298,16174924.9785,-3675844.1298,2.95624901092642
"121729","121729",16174904.9785,-3675844.1298,16174924.9785,-3675864.1298,3.22375564661992
"121730","121730",16174904.9785,-3675864.1298,16174924.9785,-3675884.1298,1.84489137463031
"122283","122283",16174924.9785,-3675704.1298,16174944.9785,-3675724.1298,1.48345157934654
"122282","122282",16174924.9785,-3675684.1298,16174944.9785,-3675704.1298,1.08905595895222
"122281","122281",16174924.9785,-3675664.1298,16174944.9785,-3675684.1298,0.886764697317786
"122280","122280",16174924.9785,-3675644.1298,16174944.9785,-3675664.1298,1.77087049261695
"122279","122279",16174924.9785,-3675624.1298,16174944.9785,-3675644.1298,2.64384997464537
"122278","122278",16174924.9785,-3675604.1298,16174944.9785,-3675624.1298,3.47134981404642
"122277","122277",16174924.9785,-3675584.1298,16174944.9785,-3675604.1298,3.37145982519703
"122276","122276",16174924.9785,-3675564.1298,16174944.9785,-3675584.1298,2.50925361712774
"122275","122275",16174924.9785,-3675544.1298,16174944.9785,-3675564.1298,3.97387375629834
"122274","122274",16174924.9785,-3675524.1298,16174944.9785,-3675544.1298,3.90219003522498
"122273","122273",16174924.9785,-3675504.1298,16174944.9785,-3675524.1298,4.24191236948926
"122272","122272",16174924.9785,-3675484.1298,16174944.9785,-3675504.1298,3.93086780043976
"122271","122271",16174924.9785,-3675464.1298,16174944.9785,-3675484.1298,3.91219086144666
"122270","122270",16174924.9785,-3675444.1298,16174944.9785,-3675464.1298,3.92088720044519
"122269","122269",16174924.9785,-3675424.1298,16174944.9785,-3675444.1298,4.97458790250393
"122268","122268",16174924.9785,-3675404.1298,16174944.9785,-3675424.1298,3.2819576556866
"122267","122267",16174924.9785,-3675384.1298,16174944.9785,-3675404.1298,2.08674380278526
"122266","122266",16174924.9785,-3675364.1298,16174944.9785,-3675384.1298,2.50777114814321
"122265","122265",16174924.9785,-3675344.1298,16174944.9785,-3675364.1298,1.74089188600494
"122264","122264",16174924.9785,-3675324.1298,16174944.9785,-3675344.1298,2.8090148287211
"122263","122263",16174924.9785,-3675304.1298,16174944.9785,-3675324.1298,3.38393835704081
"122262","122262",16174924.9785,-3675284.1298,16174944.9785,-3675304.1298,1.98809040174501
"122261","122261",16174924.9785,-3675264.1298,16174944.9785,-3675284.1298,2.01352186761572
"122260","122260",16174924.9785,-3675244.1298,16174944.9785,-3675264.1298,2.53171670099185
"122259","122259",16174924.9785,-3675224.1298,16174944.9785,-3675244.1298,2.16403331348986
"122258","122258",16174924.9785,-3675204.1298,16174944.9785,-3675224.1298,1.19437671133817
"122257","122257",16174924.9785,-3675184.1298,16174944.9785,-3675204.1298,1.78327173773509
"122256","122256",16174924.9785,-3675164.1298,16174944.9785,-3675184.1298,2.04195406677809
"122255","122255",16174924.9785,-3675144.1298,16174944.9785,-3675164.1298,1.34446552696648
"122254","122254",16174924.9785,-3675124.1298,16174944.9785,-3675144.1298,1.29333857026686
"122253","122253",16174924.9785,-3675104.1298,16174944.9785,-3675124.1298,1.2848393712623
"122252","122252",16174924.9785,-3675084.1298,16174944.9785,-3675104.1298,0.917648360133171
"122251","122251",16174924.9785,-3675064.1298,16174944.9785,-3675084.1298,1.99213322979247
"122250","122250",16174924.9785,-3675044.1298,16174944.9785,-3675064.1298,3.40185678727074
"122249","122249",16174924.9785,-3675024.1298,16174944.9785,-3675044.1298,3.17187134591405
"122248","122248",16174924.9785,-3675004.1298,16174944.9785,-3675024.1298,4.802008380544
"122284","122284",16174924.9785,-3675724.1298,16174944.9785,-3675744.1298,1.27191768023017
"122285","122285",16174924.9785,-3675744.1298,16174944.9785,-3675764.1298,0.804578198683568
"122286","122286",16174924.9785,-3675764.1298,16174944.9785,-3675784.1298,1.45263731407584
"122287","122287",16174924.9785,-3675784.1298,16174944.9785,-3675804.1298,2.38389057114593
"122288","122288",16174924.9785,-3675804.1298,16174944.9785,-3675824.1298,4.41137564820535
"122289","122289",16174924.9785,-3675824.1298,16174944.9785,-3675844.1298,3.51096966635783
"122290","122290",16174924.9785,-3675844.1298,16174944.9785,-3675864.1298,1.68188902225255
"122291","122291",16174924.9785,-3675864.1298,16174944.9785,-3675884.1298,0.62219647680549
"122292","122292",16174924.9785,-3675884.1298,16174944.9785,-3675904.1298,0.312665628773521
"122293","122293",16174924.9785,-3675904.1298,16174944.9785,-3675924.1298,0.344156481817152
"122297","122297",16174924.9785,-3675984.1298,16174944.9785,-3676004.1298,2.32096143821617
"122298","122298",16174924.9785,-3676004.1298,16174944.9785,-3676024.1298,1.65568555067033
"121670","121670",16174904.9785,-3674664.1298,16174924.9785,-3674684.1298,4.10870163704697
"121669","121669",16174904.9785,-3674644.1298,16174924.9785,-3674664.1298,5.77820558201554
"121668","121668",16174904.9785,-3674624.1298,16174924.9785,-3674644.1298,4.89249776622345
"121667","121667",16174904.9785,-3674604.1298,16174924.9785,-3674624.1298,3.00127165503449
"121666","121666",16174904.9785,-3674584.1298,16174924.9785,-3674604.1298,1.6664635233613
"121665","121665",16174904.9785,-3674564.1298,16174924.9785,-3674584.1298,2.50872446233055
"121664","121664",16174904.9785,-3674544.1298,16174924.9785,-3674564.1298,3.62670318796375
"121663","121663",16174904.9785,-3674524.1298,16174924.9785,-3674544.1298,2.8607024540179
"121662","121662",16174904.9785,-3674504.1298,16174924.9785,-3674524.1298,4.2209776955792
"121661","121661",16174904.9785,-3674484.1298,16174924.9785,-3674504.1298,4.53220104594717
"121660","121660",16174904.9785,-3674464.1298,16174924.9785,-3674484.1298,3.99350070810847
"121659","121659",16174904.9785,-3674444.1298,16174924.9785,-3674464.1298,4.38733198667437
"121658","121658",16174904.9785,-3674424.1298,16174924.9785,-3674444.1298,2.5062024560749
"121657","121657",16174904.9785,-3674404.1298,16174924.9785,-3674424.1298,0.474994103857368
"121656","121656",16174904.9785,-3674384.1298,16174924.9785,-3674404.1298,0.265013968629333
"121655","121655",16174904.9785,-3674364.1298,16174924.9785,-3674384.1298,0.103674115966973
"121654","121654",16174904.9785,-3674344.1298,16174924.9785,-3674364.1298,0.0610361982156036
"121653","121653",16174904.9785,-3674324.1298,16174924.9785,-3674344.1298,0.908480089884863
"121652","121652",16174904.9785,-3674304.1298,16174924.9785,-3674324.1298,2.0474126800373
"121651","121651",16174904.9785,-3674284.1298,16174924.9785,-3674304.1298,0.542869720759065
"121650","121650",16174904.9785,-3674264.1298,16174924.9785,-3674284.1298,0.161987558204649
"121649","121649",16174904.9785,-3674244.1298,16174924.9785,-3674264.1298,0.398562314313722
"121648","121648",16174904.9785,-3674224.1298,16174924.9785,-3674244.1298,0.269697153137053
"121647","121647",16174904.9785,-3674204.1298,16174924.9785,-3674224.1298,0.464358384444796
"121646","121646",16174904.9785,-3674184.1298,16174924.9785,-3674204.1298,0.33198464944511
"121645","121645",16174904.9785,-3674164.1298,16174924.9785,-3674184.1298,0.0480930993200527
"121644","121644",16174904.9785,-3674144.1298,16174924.9785,-3674164.1298,0.012023182303914
"121643","121643",16174904.9785,-3674124.1298,16174924.9785,-3674144.1298,0.0253303866411318
"121642","121642",16174904.9785,-3674104.1298,16174924.9785,-3674124.1298,0.103390263504412
"121641","121641",16174904.9785,-3674084.1298,16174924.9785,-3674104.1298,0.183370739705956
"121640","121640",16174904.9785,-3674064.1298,16174924.9785,-3674084.1298,0.0787138416058026
"121639","121639",16174904.9785,-3674044.1298,16174924.9785,-3674064.1298,0.0294178859406173
"121638","121638",16174904.9785,-3674024.1298,16174924.9785,-3674044.1298,0.0176023642594351
"121637","121637",16174904.9785,-3674004.1298,16174924.9785,-3674024.1298,0.0319632277939405
"121636","121636",16174904.9785,-3673984.1298,16174924.9785,-3674004.1298,0.331455054654656
"121671","121671",16174904.9785,-3674684.1298,16174924.9785,-3674704.1298,5.38411081173769
"121672","121672",16174904.9785,-3674704.1298,16174924.9785,-3674724.1298,4.59196883089402
"121673","121673",16174904.9785,-3674724.1298,16174924.9785,-3674744.1298,3.31403362394093
"121674","121674",16174904.9785,-3674744.1298,16174924.9785,-3674764.1298,3.39242874895413
"121675","121675",16174904.9785,-3674764.1298,16174924.9785,-3674784.1298,4.80791154572656
"121676","121676",16174904.9785,-3674784.1298,16174924.9785,-3674804.1298,5.85162552211524
"121677","121677",16174904.9785,-3674804.1298,16174924.9785,-3674824.1298,4.82266751143339
"121678","121678",16174904.9785,-3674824.1298,16174924.9785,-3674844.1298,3.19534231696574
"121679","121679",16174904.9785,-3674844.1298,16174924.9785,-3674864.1298,2.03582353363494
"121680","121680",16174904.9785,-3674864.1298,16174924.9785,-3674884.1298,3.3664135462685
"121681","121681",16174904.9785,-3674884.1298,16174924.9785,-3674904.1298,4.11830861880496
"121682","121682",16174904.9785,-3674904.1298,16174924.9785,-3674924.1298,3.56834604684505
"121683","121683",16174904.9785,-3674924.1298,16174924.9785,-3674944.1298,5.1864576382588
"121684","121684",16174904.9785,-3674944.1298,16174924.9785,-3674964.1298,5.51455751890565
"121685","121685",16174904.9785,-3674964.1298,16174924.9785,-3674984.1298,3.86249501572146
"121686","121686",16174904.9785,-3674984.1298,16174924.9785,-3675004.1298,3.97113002818813
"122231","122231",16174924.9785,-3674664.1298,16174944.9785,-3674684.1298,2.38386920271915
"122230","122230",16174924.9785,-3674644.1298,16174944.9785,-3674664.1298,3.162530482121
"122229","122229",16174924.9785,-3674624.1298,16174944.9785,-3674644.1298,4.66399938542985
"122228","122228",16174924.9785,-3674604.1298,16174944.9785,-3674624.1298,3.56596424457354
"122227","122227",16174924.9785,-3674584.1298,16174944.9785,-3674604.1298,2.85664649281947
"122226","122226",16174924.9785,-3674564.1298,16174944.9785,-3674584.1298,3.09024852070674
"122225","122225",16174924.9785,-3674544.1298,16174944.9785,-3674564.1298,4.17390042749656
"122224","122224",16174924.9785,-3674524.1298,16174944.9785,-3674544.1298,2.34948544434955
"122223","122223",16174924.9785,-3674504.1298,16174944.9785,-3674524.1298,2.86416079490655
"122222","122222",16174924.9785,-3674484.1298,16174944.9785,-3674504.1298,4.1807048135175
"122221","122221",16174924.9785,-3674464.1298,16174944.9785,-3674484.1298,2.66929746769542
"122220","122220",16174924.9785,-3674444.1298,16174944.9785,-3674464.1298,1.15590842244556
"122219","122219",16174924.9785,-3674424.1298,16174944.9785,-3674444.1298,1.09157402154295
"122218","122218",16174924.9785,-3674404.1298,16174944.9785,-3674424.1298,1.39595672946907
"122217","122217",16174924.9785,-3674384.1298,16174944.9785,-3674404.1298,0.483999145328359
"122216","122216",16174924.9785,-3674364.1298,16174944.9785,-3674384.1298,0.0420411690925087
"122215","122215",16174924.9785,-3674344.1298,16174944.9785,-3674364.1298,0.0727746757943413
"122214","122214",16174924.9785,-3674324.1298,16174944.9785,-3674344.1298,2.30265229550177
"122213","122213",16174924.9785,-3674304.1298,16174944.9785,-3674324.1298,5.20713704931522
"122212","122212",16174924.9785,-3674284.1298,16174944.9785,-3674304.1298,1.20068329603588
"122211","122211",16174924.9785,-3674264.1298,16174944.9785,-3674284.1298,0.259579694329623
"122210","122210",16174924.9785,-3674244.1298,16174944.9785,-3674264.1298,0.624726250639028
"122209","122209",16174924.9785,-3674224.1298,16174944.9785,-3674244.1298,0.361998761473255
"122208","122208",16174924.9785,-3674204.1298,16174944.9785,-3674224.1298,0.288139228456507
"122207","122207",16174924.9785,-3674184.1298,16174944.9785,-3674204.1298,0.155351485077206
"122206","122206",16174924.9785,-3674164.1298,16174944.9785,-3674184.1298,0.0251301651935548
"122205","122205",16174924.9785,-3674144.1298,16174944.9785,-3674164.1298,0.0386071868069693
"122204","122204",16174924.9785,-3674124.1298,16174944.9785,-3674144.1298,0.0871011338922307
"122203","122203",16174924.9785,-3674104.1298,16174944.9785,-3674124.1298,0.134309290129787
"122202","122202",16174924.9785,-3674084.1298,16174944.9785,-3674104.1298,0.158448605037363
"122201","122201",16174924.9785,-3674064.1298,16174944.9785,-3674084.1298,0.115004105905403
"122200","122200",16174924.9785,-3674044.1298,16174944.9785,-3674064.1298,0.405681220350016
"122199","122199",16174924.9785,-3674024.1298,16174944.9785,-3674044.1298,0.793693960415318
"122198","122198",16174924.9785,-3674004.1298,16174944.9785,-3674024.1298,1.34686640347274
"122197","122197",16174924.9785,-3673984.1298,16174944.9785,-3674004.1298,1.2491640644436
"122232","122232",16174924.9785,-3674684.1298,16174944.9785,-3674704.1298,4.23031186303522
"122233","122233",16174924.9785,-3674704.1298,16174944.9785,-3674724.1298,5.9877346126115
"122234","122234",16174924.9785,-3674724.1298,16174944.9785,-3674744.1298,3.38839989417033
"122235","122235",16174924.9785,-3674744.1298,16174944.9785,-3674764.1298,3.31209006013286
"122236","122236",16174924.9785,-3674764.1298,16174944.9785,-3674784.1298,3.50026603597571
"122237","122237",16174924.9785,-3674784.1298,16174944.9785,-3674804.1298,4.31865530888103
"122238","122238",16174924.9785,-3674804.1298,16174944.9785,-3674824.1298,3.9876532834518
"122239","122239",16174924.9785,-3674824.1298,16174944.9785,-3674844.1298,4.27506209668172
"122240","122240",16174924.9785,-3674844.1298,16174944.9785,-3674864.1298,3.29721445783089
"122241","122241",16174924.9785,-3674864.1298,16174944.9785,-3674884.1298,3.82602179315809
"122242","122242",16174924.9785,-3674884.1298,16174944.9785,-3674904.1298,3.52196637522445
"122243","122243",16174924.9785,-3674904.1298,16174944.9785,-3674924.1298,3.49530763748365
"122244","122244",16174924.9785,-3674924.1298,16174944.9785,-3674944.1298,5.80062955689966
"122245","122245",16174924.9785,-3674944.1298,16174944.9785,-3674964.1298,5.46270765280112
"122246","122246",16174924.9785,-3674964.1298,16174944.9785,-3674984.1298,4.78941120620017
"122247","122247",16174924.9785,-3674984.1298,16174944.9785,-3675004.1298,5.26890694544866
"121624","121624",16174904.9785,-3673744.1298,16174924.9785,-3673764.1298,0.198474437966589
"121625","121625",16174904.9785,-3673764.1298,16174924.9785,-3673784.1298,0.227666377318355
"121626","121626",16174904.9785,-3673784.1298,16174924.9785,-3673804.1298,0.358120648899882
"121627","121627",16174904.9785,-3673804.1298,16174924.9785,-3673824.1298,0.856129339960674
"121628","121628",16174904.9785,-3673824.1298,16174924.9785,-3673844.1298,0.729717165963917
"121629","121629",16174904.9785,-3673844.1298,16174924.9785,-3673864.1298,1.13637356410424
"121630","121630",16174904.9785,-3673864.1298,16174924.9785,-3673884.1298,1.18294931528688
"121631","121631",16174904.9785,-3673884.1298,16174924.9785,-3673904.1298,0.659958503831792
"121632","121632",16174904.9785,-3673904.1298,16174924.9785,-3673924.1298,0.333541765036978
"121633","121633",16174904.9785,-3673924.1298,16174924.9785,-3673944.1298,0.0968009667316495
"121634","121634",16174904.9785,-3673944.1298,16174924.9785,-3673964.1298,0.122356613553137
"121635","121635",16174904.9785,-3673964.1298,16174924.9785,-3673984.1298,0.295971828317031
"122185","122185",16174924.9785,-3673744.1298,16174944.9785,-3673764.1298,1.07790665723645
"122186","122186",16174924.9785,-3673764.1298,16174944.9785,-3673784.1298,0.751203891364706
"122187","122187",16174924.9785,-3673784.1298,16174944.9785,-3673804.1298,0.699170620744616
"122188","122188",16174924.9785,-3673804.1298,16174944.9785,-3673824.1298,1.8751341521587
"122189","122189",16174924.9785,-3673824.1298,16174944.9785,-3673844.1298,1.67846401824671
"122190","122190",16174924.9785,-3673844.1298,16174944.9785,-3673864.1298,2.06404457418328
"122191","122191",16174924.9785,-3673864.1298,16174944.9785,-3673884.1298,2.34139687359127
"122192","122192",16174924.9785,-3673884.1298,16174944.9785,-3673904.1298,1.71255688106912
"122193","122193",16174924.9785,-3673904.1298,16174944.9785,-3673924.1298,1.07618118105875
"122194","122194",16174924.9785,-3673924.1298,16174944.9785,-3673944.1298,0.695189492222329
"122195","122195",16174924.9785,-3673944.1298,16174944.9785,-3673964.1298,0.153022316483818
"122196","122196",16174924.9785,-3673964.1298,16174944.9785,-3673984.1298,0.623427009847883
"122844","122844",16174944.9785,-3675704.1298,16174964.9785,-3675724.1298,2.39391504275279
"122843","122843",16174944.9785,-3675684.1298,16174964.9785,-3675704.1298,4.28093936461891
"122842","122842",16174944.9785,-3675664.1298,16174964.9785,-3675684.1298,2.01814990455621
"122841","122841",16174944.9785,-3675644.1298,16174964.9785,-3675664.1298,4.64191331129173
"122840","122840",16174944.9785,-3675624.1298,16174964.9785,-3675644.1298,5.45698454851162
"122839","122839",16174944.9785,-3675604.1298,16174964.9785,-3675624.1298,3.56346200659201
"122838","122838",16174944.9785,-3675584.1298,16174964.9785,-3675604.1298,3.51930698867126
"122837","122837",16174944.9785,-3675564.1298,16174964.9785,-3675584.1298,3.41498231660949
"122836","122836",16174944.9785,-3675544.1298,16174964.9785,-3675564.1298,3.52730541461951
"122835","122835",16174944.9785,-3675524.1298,16174964.9785,-3675544.1298,3.28107946658957
"122834","122834",16174944.9785,-3675504.1298,16174964.9785,-3675524.1298,2.70271972075041
"122833","122833",16174944.9785,-3675484.1298,16174964.9785,-3675504.1298,3.46309516231048
"122832","122832",16174944.9785,-3675464.1298,16174964.9785,-3675484.1298,6.707798738693
"122831","122831",16174944.9785,-3675444.1298,16174964.9785,-3675464.1298,4.3763885287437
"122830","122830",16174944.9785,-3675424.1298,16174964.9785,-3675444.1298,3.88161141039996
"122829","122829",16174944.9785,-3675404.1298,16174964.9785,-3675424.1298,4.80499470987891
"122828","122828",16174944.9785,-3675384.1298,16174964.9785,-3675404.1298,5.23636130203649
"122827","122827",16174944.9785,-3675364.1298,16174964.9785,-3675384.1298,4.92102000898627
"122826","122826",16174944.9785,-3675344.1298,16174964.9785,-3675364.1298,3.19231121527716
"122825","122825",16174944.9785,-3675324.1298,16174964.9785,-3675344.1298,4.68706120466575
"122824","122824",16174944.9785,-3675304.1298,16174964.9785,-3675324.1298,3.407969486734
"122823","122823",16174944.9785,-3675284.1298,16174964.9785,-3675304.1298,1.65811127709527
"122822","122822",16174944.9785,-3675264.1298,16174964.9785,-3675284.1298,1.22057794914653
"122821","122821",16174944.9785,-3675244.1298,16174964.9785,-3675264.1298,0.707737343877325
"122820","122820",16174944.9785,-3675224.1298,16174964.9785,-3675244.1298,2.15406854705489
"122819","122819",16174944.9785,-3675204.1298,16174964.9785,-3675224.1298,2.75474729925139
"122818","122818",16174944.9785,-3675184.1298,16174964.9785,-3675204.1298,0.49654369942831
"122817","122817",16174944.9785,-3675164.1298,16174964.9785,-3675184.1298,0.211988390268933
"122816","122816",16174944.9785,-3675144.1298,16174964.9785,-3675164.1298,1.1621242128698
"122815","122815",16174944.9785,-3675124.1298,16174964.9785,-3675144.1298,4.33445011590463
"122814","122814",16174944.9785,-3675104.1298,16174964.9785,-3675124.1298,4.22975531625666
"122813","122813",16174944.9785,-3675084.1298,16174964.9785,-3675104.1298,1.74715152132368
"122812","122812",16174944.9785,-3675064.1298,16174964.9785,-3675084.1298,2.90103044284771
"122811","122811",16174944.9785,-3675044.1298,16174964.9785,-3675064.1298,2.82309091439362
"122810","122810",16174944.9785,-3675024.1298,16174964.9785,-3675044.1298,1.04225470993209
"122809","122809",16174944.9785,-3675004.1298,16174964.9785,-3675024.1298,3.63100833050739
"122845","122845",16174944.9785,-3675724.1298,16174964.9785,-3675744.1298,1.28675021504448
"122846","122846",16174944.9785,-3675744.1298,16174964.9785,-3675764.1298,1.72806102608492
"122847","122847",16174944.9785,-3675764.1298,16174964.9785,-3675784.1298,4.48201963130166
"122848","122848",16174944.9785,-3675784.1298,16174964.9785,-3675804.1298,4.1891846575219
"122849","122849",16174944.9785,-3675804.1298,16174964.9785,-3675824.1298,4.73759315129382
"122850","122850",16174944.9785,-3675824.1298,16174964.9785,-3675844.1298,4.32753271384117
"122851","122851",16174944.9785,-3675844.1298,16174964.9785,-3675864.1298,2.62852286352976
"122852","122852",16174944.9785,-3675864.1298,16174964.9785,-3675884.1298,2.016512086275
"122853","122853",16174944.9785,-3675884.1298,16174964.9785,-3675904.1298,0.677417934247864
"122854","122854",16174944.9785,-3675904.1298,16174964.9785,-3675924.1298,0.415287580320564
"122855","122855",16174944.9785,-3675924.1298,16174964.9785,-3675944.1298,0.652464710792591
"122856","122856",16174944.9785,-3675944.1298,16174964.9785,-3675964.1298,2.90595041346971
"122857","122857",16174944.9785,-3675964.1298,16174964.9785,-3675984.1298,3.72080286042993
"122858","122858",16174944.9785,-3675984.1298,16174964.9785,-3676004.1298,2.32051321006301
"122859","122859",16174944.9785,-3676004.1298,16174964.9785,-3676024.1298,2.11625928111121
"122746","122746",16174944.9785,-3673744.1298,16174964.9785,-3673764.1298,1.80702459755217
"122747","122747",16174944.9785,-3673764.1298,16174964.9785,-3673784.1298,1.45020273335463
"122748","122748",16174944.9785,-3673784.1298,16174964.9785,-3673804.1298,1.60322435002729
"122749","122749",16174944.9785,-3673804.1298,16174964.9785,-3673824.1298,2.04837741549701
"122750","122750",16174944.9785,-3673824.1298,16174964.9785,-3673844.1298,1.75482764469196
"122751","122751",16174944.9785,-3673844.1298,16174964.9785,-3673864.1298,2.40279784573312
"122752","122752",16174944.9785,-3673864.1298,16174964.9785,-3673884.1298,3.38540356447274
"122753","122753",16174944.9785,-3673884.1298,16174964.9785,-3673904.1298,2.56237207119723
"122754","122754",16174944.9785,-3673904.1298,16174964.9785,-3673924.1298,1.15897650448685
"122755","122755",16174944.9785,-3673924.1298,16174964.9785,-3673944.1298,1.3247355436641
"122756","122756",16174944.9785,-3673944.1298,16174964.9785,-3673964.1298,0.639717471083769
"122757","122757",16174944.9785,-3673964.1298,16174964.9785,-3673984.1298,0.927496318766609
"122792","122792",16174944.9785,-3674664.1298,16174964.9785,-3674684.1298,1.17267762949538
"122791","122791",16174944.9785,-3674644.1298,16174964.9785,-3674664.1298,1.77744652793501
"122790","122790",16174944.9785,-3674624.1298,16174964.9785,-3674644.1298,3.27873808504587
"122789","122789",16174944.9785,-3674604.1298,16174964.9785,-3674624.1298,4.52526060141897
"122788","122788",16174944.9785,-3674584.1298,16174964.9785,-3674604.1298,4.67066446522187
"122787","122787",16174944.9785,-3674564.1298,16174964.9785,-3674584.1298,4.4074393393747
"122786","122786",16174944.9785,-3674544.1298,16174964.9785,-3674564.1298,3.16560078171663
"122785","122785",16174944.9785,-3674524.1298,16174964.9785,-3674544.1298,0.961037566497566
"122784","122784",16174944.9785,-3674504.1298,16174964.9785,-3674524.1298,0.742690941302785
"122783","122783",16174944.9785,-3674484.1298,16174964.9785,-3674504.1298,1.05956452646826
"122782","122782",16174944.9785,-3674464.1298,16174964.9785,-3674484.1298,0.658832188923879
"122781","122781",16174944.9785,-3674444.1298,16174964.9785,-3674464.1298,1.71962989884564
"122780","122780",16174944.9785,-3674424.1298,16174964.9785,-3674444.1298,4.23328353693654
"122779","122779",16174944.9785,-3674404.1298,16174964.9785,-3674424.1298,4.16650099636244
"122778","122778",16174944.9785,-3674384.1298,16174964.9785,-3674404.1298,1.36879900751542
"122777","122777",16174944.9785,-3674364.1298,16174964.9785,-3674384.1298,0.880488040005295
"122776","122776",16174944.9785,-3674344.1298,16174964.9785,-3674364.1298,1.07131584239376
"122775","122775",16174944.9785,-3674324.1298,16174964.9785,-3674344.1298,2.31911272136574
"122774","122774",16174944.9785,-3674304.1298,16174964.9785,-3674324.1298,2.83107597129098
"122773","122773",16174944.9785,-3674284.1298,16174964.9785,-3674304.1298,1.63667795304464
"122772","122772",16174944.9785,-3674264.1298,16174964.9785,-3674284.1298,1.32100076329688
"122771","122771",16174944.9785,-3674244.1298,16174964.9785,-3674264.1298,0.734023020786144
"122770","122770",16174944.9785,-3674224.1298,16174964.9785,-3674244.1298,0.288727914532367
"122769","122769",16174944.9785,-3674204.1298,16174964.9785,-3674224.1298,0.253312133506326
"122768","122768",16174944.9785,-3674184.1298,16174964.9785,-3674204.1298,0.198823176101296
"122767","122767",16174944.9785,-3674164.1298,16174964.9785,-3674184.1298,0.167574857637711
"122766","122766",16174944.9785,-3674144.1298,16174964.9785,-3674164.1298,0.0453844292057503
"122765","122765",16174944.9785,-3674124.1298,16174964.9785,-3674144.1298,0.0942225155636514
"122764","122764",16174944.9785,-3674104.1298,16174964.9785,-3674124.1298,0.0314385053792371
"122763","122763",16174944.9785,-3674084.1298,16174964.9785,-3674104.1298,0.0426061417223486
"122762","122762",16174944.9785,-3674064.1298,16174964.9785,-3674084.1298,0.263648618423755
"122761","122761",16174944.9785,-3674044.1298,16174964.9785,-3674064.1298,2.01099196184671
"122760","122760",16174944.9785,-3674024.1298,16174964.9785,-3674044.1298,3.28697073612588
"122759","122759",16174944.9785,-3674004.1298,16174964.9785,-3674024.1298,4.50316398098395
"122758","122758",16174944.9785,-3673984.1298,16174964.9785,-3674004.1298,2.33845810343609
"122793","122793",16174944.9785,-3674684.1298,16174964.9785,-3674704.1298,1.99022089664942
"122794","122794",16174944.9785,-3674704.1298,16174964.9785,-3674724.1298,5.87362315987764
"122795","122795",16174944.9785,-3674724.1298,16174964.9785,-3674744.1298,4.93955471375652
"122796","122796",16174944.9785,-3674744.1298,16174964.9785,-3674764.1298,5.63846322386769
"122797","122797",16174944.9785,-3674764.1298,16174964.9785,-3674784.1298,3.20203163848616
"122798","122798",16174944.9785,-3674784.1298,16174964.9785,-3674804.1298,3.56721738834887
"122799","122799",16174944.9785,-3674804.1298,16174964.9785,-3674824.1298,4.66931421637123
"122800","122800",16174944.9785,-3674824.1298,16174964.9785,-3674844.1298,4.51403732785208
"122801","122801",16174944.9785,-3674844.1298,16174964.9785,-3674864.1298,4.78707691748662
"122802","122802",16174944.9785,-3674864.1298,16174964.9785,-3674884.1298,3.81676869682005
"122803","122803",16174944.9785,-3674884.1298,16174964.9785,-3674904.1298,2.56406435916993
"122804","122804",16174944.9785,-3674904.1298,16174964.9785,-3674924.1298,3.948930424299
"122805","122805",16174944.9785,-3674924.1298,16174964.9785,-3674944.1298,5.16054233217734
"122806","122806",16174944.9785,-3674944.1298,16174964.9785,-3674964.1298,5.16995230202393
"122807","122807",16174944.9785,-3674964.1298,16174964.9785,-3674984.1298,5.33354166882261
