id,left,top,right,bottom,row_index,col_index,CNN_30m_1mean
41140,338383.875535156,6534535.8492533,338413.875535156,6534505.8492533,245,127,4.39790053243358
41141,338383.875535156,6534505.8492533,338413.875535156,6534475.8492533,246,127,4.20619016285841
41142,338383.875535156,6534475.8492533,338413.875535156,6534445.8492533,247,127,4.20842907835704
41143,338383.875535156,6534445.8492533,338413.875535156,6534415.8492533,248,127,4.16344483390474
41144,338383.875535156,6534415.8492533,338413.875535156,6534385.8492533,249,127,3.54607606717905
41145,338383.875535156,6534385.8492533,338413.875535156,6534355.8492533,250,127,4.26692018532228
41146,338383.875535156,6534355.8492533,338413.875535156,6534325.8492533,251,127,4.21969213959878
41147,338383.875535156,6534325.8492533,338413.875535156,6534295.8492533,252,127,5.01379074317054
41148,338383.875535156,6534295.8492533,338413.875535156,6534265.8492533,253,127,4.284784769057
41415,338413.875535156,6535945.8492533,338443.875535156,6535915.8492533,198,128,0.861865280829754
41416,338413.875535156,6535915.8492533,338443.875535156,6535885.8492533,199,128,1.24922919628342
41417,338413.875535156,6535885.8492533,338443.875535156,6535855.8492533,200,128,1.05036106069993
41418,338413.875535156,6535855.8492533,338443.875535156,6535825.8492533,201,128,0.638592431777968
41419,338413.875535156,6535825.8492533,338443.875535156,6535795.8492533,202,128,1.00650791351388
41420,338413.875535156,6535795.8492533,338443.875535156,6535765.8492533,203,128,1.23809005963321
41421,338413.875535156,6535765.8492533,338443.875535156,6535735.8492533,204,128,2.29709921130062
41422,338413.875535156,6535735.8492533,338443.875535156,6535705.8492533,205,128,2.23006372903196
41423,338413.875535156,6535705.8492533,338443.875535156,6535675.8492533,206,128,3.50001763356107
41424,338413.875535156,6535675.8492533,338443.875535156,6535645.8492533,207,128,3.99355551725838
41425,338413.875535156,6535645.8492533,338443.875535156,6535615.8492533,208,128,4.46566659226709
41426,338413.875535156,6535615.8492533,338443.875535156,6535585.8492533,209,128,3.31393503989437
41427,338413.875535156,6535585.8492533,338443.875535156,6535555.8492533,210,128,4.01015138798866
41428,338413.875535156,6535555.8492533,338443.875535156,6535525.8492533,211,128,4.3495207277264
41429,338413.875535156,6535525.8492533,338443.875535156,6535495.8492533,212,128,2.87878651345729
41430,338413.875535156,6535495.8492533,338443.875535156,6535465.8492533,213,128,3.15433690069285
41431,338413.875535156,6535465.8492533,338443.875535156,6535435.8492533,214,128,2.25890132161074
41432,338413.875535156,6535435.8492533,338443.875535156,6535405.8492533,215,128,2.31449182503592
41433,338413.875535156,6535405.8492533,338443.875535156,6535375.8492533,216,128,3.25528642416581
41434,338413.875535156,6535375.8492533,338443.875535156,6535345.8492533,217,128,3.15161875601738
41435,338413.875535156,6535345.8492533,338443.875535156,6535315.8492533,218,128,3.57655653237914
41436,338413.875535156,6535315.8492533,338443.875535156,6535285.8492533,219,128,4.15892632091016
41437,338413.875535156,6535285.8492533,338443.875535156,6535255.8492533,220,128,3.81002903062091
41438,338413.875535156,6535255.8492533,338443.875535156,6535225.8492533,221,128,4.24405195866862
41439,338413.875535156,6535225.8492533,338443.875535156,6535195.8492533,222,128,3.14605675751243
41440,338413.875535156,6535195.8492533,338443.875535156,6535165.8492533,223,128,2.79958832933226
41441,338413.875535156,6535165.8492533,338443.875535156,6535135.8492533,224,128,2.81565807303406
41442,338413.875535156,6535135.8492533,338443.875535156,6535105.8492533,225,128,2.99162973383215
41443,338413.875535156,6535105.8492533,338443.875535156,6535075.8492533,226,128,3.92121357760629
41444,338413.875535156,6535075.8492533,338443.875535156,6535045.8492533,227,128,2.68180767491436
41445,338413.875535156,6535045.8492533,338443.875535156,6535015.8492533,228,128,1.38969533609797
