fid,id,left,top,right,bottom,CNN_10m_1mean
"500322","500322",16175034.9785,-3675114.1298,16175044.9785,-3675124.1298,4.50787832260132
"500321","500321",16175034.9785,-3675104.1298,16175044.9785,-3675114.1298,4.3813916015625
"500320","500320",16175034.9785,-3675094.1298,16175044.9785,-3675104.1298,4.02522764205933
"500319","500319",16175034.9785,-3675084.1298,16175044.9785,-3675094.1298,3.41721987962723
"500318","500318",16175034.9785,-3675074.1298,16175044.9785,-3675084.1298,2.98867375135422
"500317","500317",16175034.9785,-3675064.1298,16175044.9785,-3675074.1298,2.88572301387787
"500316","500316",16175034.9785,-3675054.1298,16175044.9785,-3675064.1298,2.96354011297226
"500315","500315",16175034.9785,-3675044.1298,16175044.9785,-3675054.1298,2.87830551862717
"500314","500314",16175034.9785,-3675034.1298,16175044.9785,-3675044.1298,2.84706647872925
"500313","500313",16175034.9785,-3675024.1298,16175044.9785,-3675034.1298,2.86010425806046
"500312","500312",16175034.9785,-3675014.1298,16175044.9785,-3675024.1298,3.32688057899475
"500311","500311",16175034.9785,-3675004.1298,16175044.9785,-3675014.1298,3.88876442909241
"500346","500346",16175034.9785,-3675354.1298,16175044.9785,-3675364.1298,0.41884942561388
"500347","500347",16175034.9785,-3675364.1298,16175044.9785,-3675374.1298,0.597316927909851
"500348","500348",16175034.9785,-3675374.1298,16175044.9785,-3675384.1298,0.912324281930923
"500349","500349",16175034.9785,-3675384.1298,16175044.9785,-3675394.1298,1.2485405677557
"500350","500350",16175034.9785,-3675394.1298,16175044.9785,-3675404.1298,1.69049569249153
"500351","500351",16175034.9785,-3675404.1298,16175044.9785,-3675414.1298,2.54292835831642
"500352","500352",16175034.9785,-3675414.1298,16175044.9785,-3675424.1298,3.39886833190918
"500353","500353",16175034.9785,-3675424.1298,16175044.9785,-3675434.1298,2.94327000141144
"500354","500354",16175034.9785,-3675434.1298,16175044.9785,-3675444.1298,1.80162726044655
"500355","500355",16175034.9785,-3675444.1298,16175044.9785,-3675454.1298,1.75091438531876
"500356","500356",16175034.9785,-3675454.1298,16175044.9785,-3675464.1298,3.32518585681915
"500357","500357",16175034.9785,-3675464.1298,16175044.9785,-3675474.1298,5.84389347553253
"500358","500358",16175034.9785,-3675474.1298,16175044.9785,-3675484.1298,6.55179889202118
"500359","500359",16175034.9785,-3675484.1298,16175044.9785,-3675494.1298,4.36159934520721
"500360","500360",16175034.9785,-3675494.1298,16175044.9785,-3675504.1298,1.71186438500881
"500361","500361",16175034.9785,-3675504.1298,16175044.9785,-3675514.1298,0.450144827365875
"500294","500294",16175034.9785,-3674834.1298,16175044.9785,-3674844.1298,5.36459539890289
"500293","500293",16175034.9785,-3674824.1298,16175044.9785,-3674834.1298,5.08563949584961
"500292","500292",16175034.9785,-3674814.1298,16175044.9785,-3674824.1298,5.04976153373718
"500291","500291",16175034.9785,-3674804.1298,16175044.9785,-3674814.1298,4.51665119886398
"500290","500290",16175034.9785,-3674794.1298,16175044.9785,-3674804.1298,3.06969157457352
"500289","500289",16175034.9785,-3674784.1298,16175044.9785,-3674794.1298,2.33787107467651
"500288","500288",16175034.9785,-3674774.1298,16175044.9785,-3674784.1298,2.72103981733322
"500287","500287",16175034.9785,-3674764.1298,16175044.9785,-3674774.1298,3.45461910963058
"500286","500286",16175034.9785,-3674754.1298,16175044.9785,-3674764.1298,3.47791410207748
"500285","500285",16175034.9785,-3674744.1298,16175044.9785,-3674754.1298,3.29429395914078
"500284","500284",16175034.9785,-3674734.1298,16175044.9785,-3674744.1298,3.8073467373848
"500283","500283",16175034.9785,-3674724.1298,16175044.9785,-3674734.1298,4.82313606739044
"500282","500282",16175034.9785,-3674714.1298,16175044.9785,-3674724.1298,4.97711468696594
"500281","500281",16175034.9785,-3674704.1298,16175044.9785,-3674714.1298,3.91857174873352
"500280","500280",16175034.9785,-3674694.1298,16175044.9785,-3674704.1298,3.3952286696434
"500279","500279",16175034.9785,-3674684.1298,16175044.9785,-3674694.1298,3.84472372055054
"500278","500278",16175034.9785,-3674674.1298,16175044.9785,-3674684.1298,4.52247705936432
"500277","500277",16175034.9785,-3674664.1298,16175044.9785,-3674674.1298,4.5494601559639
"500276","500276",16175034.9785,-3674654.1298,16175044.9785,-3674664.1298,3.70813769340515
"500275","500275",16175034.9785,-3674644.1298,16175044.9785,-3674654.1298,2.87380827903748
"500274","500274",16175034.9785,-3674634.1298,16175044.9785,-3674644.1298,2.34763587832451
"500273","500273",16175034.9785,-3674624.1298,16175044.9785,-3674634.1298,2.37574975013733
"500272","500272",16175034.9785,-3674614.1298,16175044.9785,-3674624.1298,2.60157885313034
"500271","500271",16175034.9785,-3674604.1298,16175044.9785,-3674614.1298,3.31270584821701
"500270","500270",16175034.9785,-3674594.1298,16175044.9785,-3674604.1298,3.80675269842148
"500269","500269",16175034.9785,-3674584.1298,16175044.9785,-3674594.1298,3.3342155623436
"500268","500268",16175034.9785,-3674574.1298,16175044.9785,-3674584.1298,2.41993559598923
"500267","500267",16175034.9785,-3674564.1298,16175044.9785,-3674574.1298,1.97225805640221
"500266","500266",16175034.9785,-3674554.1298,16175044.9785,-3674564.1298,1.40755332589149
"500265","500265",16175034.9785,-3674544.1298,16175044.9785,-3674554.1298,1.02104928016663
"500264","500264",16175034.9785,-3674534.1298,16175044.9785,-3674544.1298,1.22372609615326
"500263","500263",16175034.9785,-3674524.1298,16175044.9785,-3674534.1298,1.93108631491661
"500262","500262",16175034.9785,-3674514.1298,16175044.9785,-3674524.1298,2.89566708922386
"500261","500261",16175034.9785,-3674504.1298,16175044.9785,-3674514.1298,3.77715967416763
"500260","500260",16175034.9785,-3674494.1298,16175044.9785,-3674504.1298,3.80906288385391
"500295","500295",16175034.9785,-3674844.1298,16175044.9785,-3674854.1298,5.04858282327652
"500296","500296",16175034.9785,-3674854.1298,16175044.9785,-3674864.1298,4.0553252530098
"500297","500297",16175034.9785,-3674864.1298,16175044.9785,-3674874.1298,3.66198603153229
"500298","500298",16175034.9785,-3674874.1298,16175044.9785,-3674884.1298,3.48295680046082
"500299","500299",16175034.9785,-3674884.1298,16175044.9785,-3674894.1298,2.68378750085831
"500300","500300",16175034.9785,-3674894.1298,16175044.9785,-3674904.1298,1.76042615175247
"500301","500301",16175034.9785,-3674904.1298,16175044.9785,-3674914.1298,1.86244320392609
"500302","500302",16175034.9785,-3674914.1298,16175044.9785,-3674924.1298,2.73758360505104
"500303","500303",16175034.9785,-3674924.1298,16175044.9785,-3674934.1298,3.47204651355743
"500304","500304",16175034.9785,-3674934.1298,16175044.9785,-3674944.1298,3.9648255443573
"500305","500305",16175034.9785,-3674944.1298,16175044.9785,-3674954.1298,4.97561678886414
"500306","500306",16175034.9785,-3674954.1298,16175044.9785,-3674964.1298,5.59784659862518
"500307","500307",16175034.9785,-3674964.1298,16175044.9785,-3674974.1298,5.39947865009308
"500308","500308",16175034.9785,-3674974.1298,16175044.9785,-3674984.1298,4.37744999170303
"500309","500309",16175034.9785,-3674984.1298,16175044.9785,-3674994.1298,3.86455762624741
"500310","500310",16175034.9785,-3674994.1298,16175044.9785,-3675004.1298,4.12228387832642
"500243","500243",16175034.9785,-3674324.1298,16175044.9785,-3674334.1298,3.34108443975449
"500242","500242",16175034.9785,-3674314.1298,16175044.9785,-3674324.1298,2.94694501638412
"500241","500241",16175034.9785,-3674304.1298,16175044.9785,-3674314.1298,2.77947571516037
"500240","500240",16175034.9785,-3674294.1298,16175044.9785,-3674304.1298,2.30879945039749
"500239","500239",16175034.9785,-3674284.1298,16175044.9785,-3674294.1298,1.98349646687508
"500238","500238",16175034.9785,-3674274.1298,16175044.9785,-3674284.1298,2.07302047848701
"500237","500237",16175034.9785,-3674264.1298,16175044.9785,-3674274.1298,2.52922029495239
"500236","500236",16175034.9785,-3674254.1298,16175044.9785,-3674264.1298,2.77904769420624
"500235","500235",16175034.9785,-3674244.1298,16175044.9785,-3674254.1298,2.46320170283318
"500234","500234",16175034.9785,-3674234.1298,16175044.9785,-3674244.1298,1.82108710408211
"500233","500233",16175034.9785,-3674224.1298,16175044.9785,-3674234.1298,1.40808213353157
"500232","500232",16175034.9785,-3674214.1298,16175044.9785,-3674224.1298,1.33494723916054
"500231","500231",16175034.9785,-3674204.1298,16175044.9785,-3674214.1298,1.35557625055313
"500230","500230",16175034.9785,-3674194.1298,16175044.9785,-3674204.1298,1.64685157895088
"500229","500229",16175034.9785,-3674184.1298,16175044.9785,-3674194.1298,2.07882221579552
"500228","500228",16175034.9785,-3674174.1298,16175044.9785,-3674184.1298,2.12579156398773
"500227","500227",16175034.9785,-3674164.1298,16175044.9785,-3674174.1298,1.73755460739136
"500226","500226",16175034.9785,-3674154.1298,16175044.9785,-3674164.1298,1.31488905668259
"500225","500225",16175034.9785,-3674144.1298,16175044.9785,-3674154.1298,1.11418021798134
"500224","500224",16175034.9785,-3674134.1298,16175044.9785,-3674144.1298,1.45601389169693
"500223","500223",16175034.9785,-3674124.1298,16175044.9785,-3674134.1298,2.30603032469749
"500222","500222",16175034.9785,-3674114.1298,16175044.9785,-3674124.1298,3.20297631502151
"500221","500221",16175034.9785,-3674104.1298,16175044.9785,-3674114.1298,3.8369186258316
"500220","500220",16175034.9785,-3674094.1298,16175044.9785,-3674104.1298,3.26623539209366
"500219","500219",16175034.9785,-3674084.1298,16175044.9785,-3674094.1298,1.95279661178589
"500218","500218",16175034.9785,-3674074.1298,16175044.9785,-3674084.1298,0.710710793435574
"500217","500217",16175034.9785,-3674064.1298,16175044.9785,-3674074.1298,0.374356085658073
"500216","500216",16175034.9785,-3674054.1298,16175044.9785,-3674064.1298,0.823906925022602
"500215","500215",16175034.9785,-3674044.1298,16175044.9785,-3674054.1298,1.32652666330338
"500214","500214",16175034.9785,-3674034.1298,16175044.9785,-3674044.1298,1.73826681137085
"500213","500213",16175034.9785,-3674024.1298,16175044.9785,-3674034.1298,1.97963546156883
"500212","500212",16175034.9785,-3674014.1298,16175044.9785,-3674024.1298,2.05959998726845
"500211","500211",16175034.9785,-3674004.1298,16175044.9785,-3674014.1298,1.61265846729279
"500210","500210",16175034.9785,-3673994.1298,16175044.9785,-3674004.1298,1.34545049667358
"500209","500209",16175034.9785,-3673984.1298,16175044.9785,-3673994.1298,1.42959514975548
"500244","500244",16175034.9785,-3674334.1298,16175044.9785,-3674344.1298,4.25796684265137
"500245","500245",16175034.9785,-3674344.1298,16175044.9785,-3674354.1298,4.82589517116547
"500246","500246",16175034.9785,-3674354.1298,16175044.9785,-3674364.1298,3.85524829149246
"500247","500247",16175034.9785,-3674364.1298,16175044.9785,-3674374.1298,2.84576307296753
"500248","500248",16175034.9785,-3674374.1298,16175044.9785,-3674384.1298,3.53530905246735
"500249","500249",16175034.9785,-3674384.1298,16175044.9785,-3674394.1298,4.79867608785629
"500250","500250",16175034.9785,-3674394.1298,16175044.9785,-3674404.1298,5.28906434059143
"500251","500251",16175034.9785,-3674404.1298,16175044.9785,-3674414.1298,4.9602360200882
"500252","500252",16175034.9785,-3674414.1298,16175044.9785,-3674424.1298,4.95175478458405
"500253","500253",16175034.9785,-3674424.1298,16175044.9785,-3674434.1298,5.3011646938324
"500254","500254",16175034.9785,-3674434.1298,16175044.9785,-3674444.1298,5.07065155029297
"500255","500255",16175034.9785,-3674444.1298,16175044.9785,-3674454.1298,4.42065132141113
"500256","500256",16175034.9785,-3674454.1298,16175044.9785,-3674464.1298,3.62114887475967
"500257","500257",16175034.9785,-3674464.1298,16175044.9785,-3674474.1298,2.82271030664444
"500258","500258",16175034.9785,-3674474.1298,16175044.9785,-3674484.1298,2.61069541454315
"500259","500259",16175034.9785,-3674484.1298,16175044.9785,-3674494.1298,3.10163333415985
"500192","500192",16175034.9785,-3673814.1298,16175044.9785,-3673824.1298,2.78819494485855
"500191","500191",16175034.9785,-3673804.1298,16175044.9785,-3673814.1298,2.56179691553116
"500190","500190",16175034.9785,-3673794.1298,16175044.9785,-3673804.1298,2.65742784976959
"500189","500189",16175034.9785,-3673784.1298,16175044.9785,-3673794.1298,2.62485827922821
"500188","500188",16175034.9785,-3673774.1298,16175044.9785,-3673784.1298,2.33013196468353
"500187","500187",16175034.9785,-3673764.1298,16175044.9785,-3673774.1298,2.28131705522537
"500186","500186",16175034.9785,-3673754.1298,16175044.9785,-3673764.1298,2.65205062627792
"500185","500185",16175034.9785,-3673744.1298,16175044.9785,-3673754.1298,3.02715451717377
"500193","500193",16175034.9785,-3673824.1298,16175044.9785,-3673834.1298,3.34115985631943
"500194","500194",16175034.9785,-3673834.1298,16175044.9785,-3673844.1298,4.02925062656403
"500195","500195",16175034.9785,-3673844.1298,16175044.9785,-3673854.1298,4.02186940193176
"500196","500196",16175034.9785,-3673854.1298,16175044.9785,-3673864.1298,3.57169347047806
"500197","500197",16175034.9785,-3673864.1298,16175044.9785,-3673874.1298,3.50495043516159
"500198","500198",16175034.9785,-3673874.1298,16175044.9785,-3673884.1298,3.32772734642029
"500199","500199",16175034.9785,-3673884.1298,16175044.9785,-3673894.1298,2.56124472618103
"500200","500200",16175034.9785,-3673894.1298,16175044.9785,-3673904.1298,2.00373501420021
"500201","500201",16175034.9785,-3673904.1298,16175044.9785,-3673914.1298,2.00174489021301
"500202","500202",16175034.9785,-3673914.1298,16175044.9785,-3673924.1298,1.63791286349297
"500203","500203",16175034.9785,-3673924.1298,16175044.9785,-3673934.1298,1.59746446371078
"500204","500204",16175034.9785,-3673934.1298,16175044.9785,-3673944.1298,2.24828321576118
"500205","500205",16175034.9785,-3673944.1298,16175044.9785,-3673954.1298,2.38346672534943
"500206","500206",16175034.9785,-3673954.1298,16175044.9785,-3673964.1298,1.49049176752567
"500207","500207",16175034.9785,-3673964.1298,16175044.9785,-3673974.1298,1.01353755712509
"500208","500208",16175034.9785,-3673974.1298,16175044.9785,-3673984.1298,1.24906003177166
"501519","501519",16175044.9785,-3675864.1298,16175054.9785,-3675874.1298,0.463594892024994
"501518","501518",16175044.9785,-3675854.1298,16175054.9785,-3675864.1298,0.641828710138798
"501517","501517",16175044.9785,-3675844.1298,16175054.9785,-3675854.1298,0.957881343960762
"501516","501516",16175044.9785,-3675834.1298,16175054.9785,-3675844.1298,0.955022597908974
"501515","501515",16175044.9785,-3675824.1298,16175054.9785,-3675834.1298,0.700700597465038
"501514","501514",16175044.9785,-3675814.1298,16175054.9785,-3675824.1298,0.79326008617878
"501513","501513",16175044.9785,-3675804.1298,16175054.9785,-3675814.1298,1.1242794829607
"501512","501512",16175044.9785,-3675794.1298,16175054.9785,-3675804.1298,1.15691672503948
"501511","501511",16175044.9785,-3675784.1298,16175054.9785,-3675794.1298,0.887866951823235
"501510","501510",16175044.9785,-3675774.1298,16175054.9785,-3675784.1298,0.846978006362915
"501509","501509",16175044.9785,-3675764.1298,16175054.9785,-3675774.1298,1.09702863156795
"501508","501508",16175044.9785,-3675754.1298,16175054.9785,-3675764.1298,2.13130036234856
"501507","501507",16175044.9785,-3675744.1298,16175054.9785,-3675754.1298,3.24540647268295
"501506","501506",16175044.9785,-3675734.1298,16175054.9785,-3675744.1298,3.06821917057037
"501505","501505",16175044.9785,-3675724.1298,16175054.9785,-3675734.1298,2.25127354502678
"501504","501504",16175044.9785,-3675714.1298,16175054.9785,-3675724.1298,2.63278646945953
"501503","501503",16175044.9785,-3675704.1298,16175054.9785,-3675714.1298,3.52030010223389
"501502","501502",16175044.9785,-3675694.1298,16175054.9785,-3675704.1298,3.25805155992508
"501501","501501",16175044.9785,-3675684.1298,16175054.9785,-3675694.1298,1.92270696640015
"501500","501500",16175044.9785,-3675674.1298,16175054.9785,-3675684.1298,1.36166058659554
"501499","501499",16175044.9785,-3675664.1298,16175054.9785,-3675674.1298,1.81348572492599
"501498","501498",16175044.9785,-3675654.1298,16175054.9785,-3675664.1298,2.81197946190834
"501497","501497",16175044.9785,-3675644.1298,16175054.9785,-3675654.1298,3.84009877681732
"501496","501496",16175044.9785,-3675634.1298,16175054.9785,-3675644.1298,4.85474633216858
"501495","501495",16175044.9785,-3675624.1298,16175054.9785,-3675634.1298,5.11282589912415
"501494","501494",16175044.9785,-3675614.1298,16175054.9785,-3675624.1298,5.01277105808258
"501493","501493",16175044.9785,-3675604.1298,16175054.9785,-3675614.1298,4.79424367904663
"501492","501492",16175044.9785,-3675594.1298,16175054.9785,-3675604.1298,4.90448587417603
"501491","501491",16175044.9785,-3675584.1298,16175054.9785,-3675594.1298,4.76020534992218
"501490","501490",16175044.9785,-3675574.1298,16175054.9785,-3675584.1298,4.41191091537476
