fid,id,left,top,right,bottom,row_index,col_index,ALS_30m_46mean
"40550","40550",338323.875535156,6532915.8492533,338353.875535156,6532885.8492533,"299","125",1.60256748025616
"40551","40551",338323.875535156,6532885.8492533,338353.875535156,6532855.8492533,"300","125",4.30159832284245
"40828","40828",338353.875535156,6534235.8492533,338383.875535156,6534205.8492533,"255","126",0.227335262849058
"40829","40829",338353.875535156,6534205.8492533,338383.875535156,6534175.8492533,"256","126",0.285880411511316
"40830","40830",338353.875535156,6534175.8492533,338383.875535156,6534145.8492533,"257","126",0.249644349519577
"40831","40831",338353.875535156,6534145.8492533,338383.875535156,6534115.8492533,"258","126",0.575325121282496
"40832","40832",338353.875535156,6534115.8492533,338383.875535156,6534085.8492533,"259","126",0.282316636624617
"40833","40833",338353.875535156,6534085.8492533,338383.875535156,6534055.8492533,"260","126",0.411608962718811
"40834","40834",338353.875535156,6534055.8492533,338383.875535156,6534025.8492533,"261","126",1.4880067546914
"40835","40835",338353.875535156,6534025.8492533,338383.875535156,6533995.8492533,"262","126",0.196741369702698
"40836","40836",338353.875535156,6533995.8492533,338383.875535156,6533965.8492533,"263","126",0.47259622051691
"40837","40837",338353.875535156,6533965.8492533,338383.875535156,6533935.8492533,"264","126",0.766074257426792
"40838","40838",338353.875535156,6533935.8492533,338383.875535156,6533905.8492533,"265","126",1.08267885090576
"40839","40839",338353.875535156,6533905.8492533,338383.875535156,6533875.8492533,"266","126",0.833087669370903
"40840","40840",338353.875535156,6533875.8492533,338383.875535156,6533845.8492533,"267","126",1.22088113649852
"40841","40841",338353.875535156,6533845.8492533,338383.875535156,6533815.8492533,"268","126",1.31462604065736
"40842","40842",338353.875535156,6533815.8492533,338383.875535156,6533785.8492533,"269","126",1.46968223480715
"40843","40843",338353.875535156,6533785.8492533,338383.875535156,6533755.8492533,"270","126",2.18526312659184
"40844","40844",338353.875535156,6533755.8492533,338383.875535156,6533725.8492533,"271","126",0.808616609374682
"40845","40845",338353.875535156,6533725.8492533,338383.875535156,6533695.8492533,"272","126",0.399744116322448
"40846","40846",338353.875535156,6533695.8492533,338383.875535156,6533665.8492533,"273","126",0.618574720650083
"40847","40847",338353.875535156,6533665.8492533,338383.875535156,6533635.8492533,"274","126",1.14698455827932
"40848","40848",338353.875535156,6533635.8492533,338383.875535156,6533605.8492533,"275","126",6.04179722385274
"40849","40849",338353.875535156,6533605.8492533,338383.875535156,6533575.8492533,"276","126",3.38684770693382
"40850","40850",338353.875535156,6533575.8492533,338383.875535156,6533545.8492533,"277","126",2.2019080855449
"40851","40851",338353.875535156,6533545.8492533,338383.875535156,6533515.8492533,"278","126",2.49026585174931
"40852","40852",338353.875535156,6533515.8492533,338383.875535156,6533485.8492533,"279","126",2.03290362351471
"40853","40853",338353.875535156,6533485.8492533,338383.875535156,6533455.8492533,"280","126",2.94736026740736
"40854","40854",338353.875535156,6533455.8492533,338383.875535156,6533425.8492533,"281","126",3.11460687789652
"40855","40855",338353.875535156,6533425.8492533,338383.875535156,6533395.8492533,"282","126",4.67259986056222
"40856","40856",338353.875535156,6533395.8492533,338383.875535156,6533365.8492533,"283","126",2.7968419715431
"40857","40857",338353.875535156,6533365.8492533,338383.875535156,6533335.8492533,"284","126",3.8827106775509
"40858","40858",338353.875535156,6533335.8492533,338383.875535156,6533305.8492533,"285","126",4.10911152806547
"40859","40859",338353.875535156,6533305.8492533,338383.875535156,6533275.8492533,"286","126",4.43154962354236
"40860","40860",338353.875535156,6533275.8492533,338383.875535156,6533245.8492533,"287","126",2.80874710349573
"40861","40861",338353.875535156,6533245.8492533,338383.875535156,6533215.8492533,"288","126",4.05290762543678
"40862","40862",338353.875535156,6533215.8492533,338383.875535156,6533185.8492533,"289","126",4.49591737546855
"40863","40863",338353.875535156,6533185.8492533,338383.875535156,6533155.8492533,"290","126",0.647510577467167
"40864","40864",338353.875535156,6533155.8492533,338383.875535156,6533125.8492533,"291","126",0.888428618980106
"40865","40865",338353.875535156,6533125.8492533,338383.875535156,6533095.8492533,"292","126",1.91235886691319
"40866","40866",338353.875535156,6533095.8492533,338383.875535156,6533065.8492533,"293","126",4.84370879749457
"40867","40867",338353.875535156,6533065.8492533,338383.875535156,6533035.8492533,"294","126",3.95013055973583
"40868","40868",338353.875535156,6533035.8492533,338383.875535156,6533005.8492533,"295","126",4.53299126128356
"40869","40869",338353.875535156,6533005.8492533,338383.875535156,6532975.8492533,"296","126",1.898538960384
"40870","40870",338353.875535156,6532975.8492533,338383.875535156,6532945.8492533,"297","126",3.78426730679141
"40871","40871",338353.875535156,6532945.8492533,338383.875535156,6532915.8492533,"298","126",2.36127013737957
"40872","40872",338353.875535156,6532915.8492533,338383.875535156,6532885.8492533,"299","126",1.74913420687119
"40873","40873",338353.875535156,6532885.8492533,338383.875535156,6532855.8492533,"300","126",3.4463577918089
"40874","40874",338353.875535156,6532855.8492533,338383.875535156,6532825.8492533,"301","126",3.75203116524947
"40875","40875",338353.875535156,6532825.8492533,338383.875535156,6532795.8492533,"302","126",3.12170252795502
"40876","40876",338353.875535156,6532795.8492533,338383.875535156,6532765.8492533,"303","126",4.10289022322181
"40877","40877",338353.875535156,6532765.8492533,338383.875535156,6532735.8492533,"304","126",3.83567931023197
"40878","40878",338353.875535156,6532735.8492533,338383.875535156,6532705.8492533,"305","126",6.38382725456591
"41150","41150",338383.875535156,6534235.8492533,338413.875535156,6534205.8492533,"255","127",0.316934122112782
"41151","41151",338383.875535156,6534205.8492533,338413.875535156,6534175.8492533,"256","127",0.318596324589
"41152","41152",338383.875535156,6534175.8492533,338413.875535156,6534145.8492533,"257","127",0.910514881003958
"41153","41153",338383.875535156,6534145.8492533,338413.875535156,6534115.8492533,"258","127",1.1150859359538
"41154","41154",338383.875535156,6534115.8492533,338413.875535156,6534085.8492533,"259","127",0.820137053236702
"41155","41155",338383.875535156,6534085.8492533,338413.875535156,6534055.8492533,"260","127",0.273165417575122
"41156","41156",338383.875535156,6534055.8492533,338413.875535156,6534025.8492533,"261","127",0.344919997278873
"41157","41157",338383.875535156,6534025.8492533,338413.875535156,6533995.8492533,"262","127",0.308642969785271
"41158","41158",338383.875535156,6533995.8492533,338413.875535156,6533965.8492533,"263","127",0.0789654481566292
"41159","41159",338383.875535156,6533965.8492533,338413.875535156,6533935.8492533,"264","127",0.167218016580446
"41160","41160",338383.875535156,6533935.8492533,338413.875535156,6533905.8492533,"265","127",0.246591543715654
"41161","41161",338383.875535156,6533905.8492533,338413.875535156,6533875.8492533,"266","127",0.0923892221273208
"41162","41162",338383.875535156,6533875.8492533,338413.875535156,6533845.8492533,"267","127",0.123829897544411
"41163","41163",338383.875535156,6533845.8492533,338413.875535156,6533815.8492533,"268","127",0.420652904667788
"41164","41164",338383.875535156,6533815.8492533,338413.875535156,6533785.8492533,"269","127",0.445635217333006
"41165","41165",338383.875535156,6533785.8492533,338413.875535156,6533755.8492533,"270","127",0.394864438540406
"41166","41166",338383.875535156,6533755.8492533,338413.875535156,6533725.8492533,"271","127",1.24478957280517
"41167","41167",338383.875535156,6533725.8492533,338413.875535156,6533695.8492533,"272","127",0.263983678774805
"41168","41168",338383.875535156,6533695.8492533,338413.875535156,6533665.8492533,"273","127",0.312764202376
"41169","41169",338383.875535156,6533665.8492533,338413.875535156,6533635.8492533,"274","127",1.35368961082151
"41170","41170",338383.875535156,6533635.8492533,338413.875535156,6533605.8492533,"275","127",4.82638288723098
"41171","41171",338383.875535156,6533605.8492533,338413.875535156,6533575.8492533,"276","127",4.21104500293732
"41172","41172",338383.875535156,6533575.8492533,338413.875535156,6533545.8492533,"277","127",3.16004676411549
"41173","41173",338383.875535156,6533545.8492533,338413.875535156,6533515.8492533,"278","127",2.51371244192123
"41174","41174",338383.875535156,6533515.8492533,338413.875535156,6533485.8492533,"279","127",1.44388354422318
"41175","41175",338383.875535156,6533485.8492533,338413.875535156,6533455.8492533,"280","127",3.88257204416725
"41176","41176",338383.875535156,6533455.8492533,338413.875535156,6533425.8492533,"281","127",4.99323572781351
"41177","41177",338383.875535156,6533425.8492533,338413.875535156,6533395.8492533,"282","127",4.37674977521102
"41178","41178",338383.875535156,6533395.8492533,338413.875535156,6533365.8492533,"283","127",3.33891196231047
"41179","41179",338383.875535156,6533365.8492533,338413.875535156,6533335.8492533,"284","127",4.94124973336856
"41180","41180",338383.875535156,6533335.8492533,338413.875535156,6533305.8492533,"285","127",4.45310346113311
"41181","41181",338383.875535156,6533305.8492533,338413.875535156,6533275.8492533,"286","127",3.25671055575212
"41182","41182",338383.875535156,6533275.8492533,338413.875535156,6533245.8492533,"287","127",3.21887417329682
"41183","41183",338383.875535156,6533245.8492533,338413.875535156,6533215.8492533,"288","127",3.35235868324836
"41184","41184",338383.875535156,6533215.8492533,338413.875535156,6533185.8492533,"289","127",5.24411387185256
"41185","41185",338383.875535156,6533185.8492533,338413.875535156,6533155.8492533,"290","127",3.33746568211251
"41186","41186",338383.875535156,6533155.8492533,338413.875535156,6533125.8492533,"291","127",1.54749866353814
"41187","41187",338383.875535156,6533125.8492533,338413.875535156,6533095.8492533,"292","127",0.629339847229585
"41188","41188",338383.875535156,6533095.8492533,338413.875535156,6533065.8492533,"293","127",2.71746111800894
"41189","41189",338383.875535156,6533065.8492533,338413.875535156,6533035.8492533,"294","127",4.76548381616672
"41190","41190",338383.875535156,6533035.8492533,338413.875535156,6533005.8492533,"295","127",4.23267971025573
