"ID","Volume..L.","DBH..cm.","vol_opt_mean","Volume.Standard.Deviation..L.","dbhqsm_mean..cm.","DBH.Standard.Deviation..cm.","Number.of.Models","Height..m.","Surface.Area..m.2.","PatchDiam1","PatchDiam2Min","PatchDiam2Max","Processing.Time","X","Y","Z","Lat","Long","Elevation","plot_id","tree_id"
"AM1_MT_Grenfell_1.0152",3468.79004,25.3198653,3078.99,773.18,39,13,4,13.3304749,0,0,0,0,0,-73.4424438476562,9.16933441162109,262.242065429688,-31.3025770804088,145.307154789386,262.242494481616,"AM1_MT_Grenfell_1","0152"
"AM1_MT_Grenfell_1.0309",3208.11157,47.159034,3190.5,37.49,47,1,4,14.8596802,0,0,0,0,0,-13.6359195709229,27.4807910919189,261.898345947266,-31.3024119349073,145.307782974525,261.898419944569,"AM1_MT_Grenfell_1","0309"
"AM1_MT_Grenfell_1.0986",2905.12305,30.2436322,2909.69,156.81,31,1,4,10.3665771,0,0,0,0,0,14.5668048858643,33.3622360229492,263.589202880859,-31.3023588912814,145.308079204547,263.589307098649,"AM1_MT_Grenfell_1","0986"
"AM1_MT_Grenfell_1.0249",2740.05078,50.197947,2753.05,36.44,50,0,4,14.6005554,0,0,0,0,0,-32.2576026916504,19.4218235015869,263.838165283203,-31.3024846169733,145.307587379649,263.838276464492,"AM1_MT_Grenfell_1","0249"
"AM1_MT_Grenfell_1.0170",2666.29565,39.7756726,2813.38,216.12,49,8,4,15.6912537,0,0,0,0,0,-25.6862182617188,58.6350936889649,262.860137939453,-31.3021309597233,145.307656403843,262.860460203141,"AM1_MT_Grenfell_1","0170"
"AM1_MT_Grenfell_1.0984",2544.54517,32.6074928,2489.15,122.19,31,1,4,9.76495361,0,0,0,0,0,2.86166572570801,63.2971382141113,262.973663330078,-31.3020889138762,145.307956258461,262.973979299888,"AM1_MT_Grenfell_1","0984"
"AM1_MT_Grenfell_1.0985",2482.20068,24.4995803,2726.51,587.72,24,11,4,10.7495422,0,0,0,0,0,42.8584251403809,15.9045276641846,265.192779541016,-31.3025163385106,145.308376368812,265.192943308502,"AM1_MT_Grenfell_1","0985"
"AM1_MT_Grenfell_1.0153",2013.69714,12.2142769,1946.76,216.78,15,6,4,13.9101257,0,0,0,0,0,15.4878787994385,77.6369934082031,262.887298583984,-31.3019595852052,145.308088878464,262.887791758403,"AM1_MT_Grenfell_1","0153"
"AM1_MT_Grenfell_1.0975",1926.01196,26.6166985,1919.78,38.05,27,0,4,11.855011,0,0,0,0,0,-4.50727272033691,-66.4348678588867,265.844055175781,-31.3032589429952,145.307878857789,265.844404132105,"AM1_MT_Grenfell_1","0975"
"AM1_MT_Grenfell_1.0290",1698.24353,40.636915,1729.78,72.46,39,2,4,13.047821,0,0,0,0,0,-61.4532928466797,-10.703784942627,263.532562255859,-31.3027563131578,145.307280717759,263.532867043279,"AM1_MT_Grenfell_1","0290"
"AM1_MT_Grenfell_1.0316",1571.38855,37.7938896,1574.58,7.87,39,1,4,11.7252808,0,0,0,0,0,3.83103656768799,-53.9909744262695,266.13037109375,-31.3031467138213,145.307966440738,266.130601666868,"AM1_MT_Grenfell_1","0316"
"AM1_MT_Grenfell_1.0162",1385.62048,21.1017922,1382.65,31.75,21,0,4,10.1932068,0,0,0,0,0,27.4820175170898,21.9981365203857,264.531982421875,-31.3024613818208,145.308214860938,264.53207965754,"AM1_MT_Grenfell_1","0162"
"AM1_MT_Grenfell_1.0046",1371.84705,30.0872386,1419.36,78.11,46,10,4,11.7037964,0,0,0,0,0,78.3845596313477,-11.7679271697998,268.849487304688,-31.3027659093566,145.308749523051,268.849979401566,"AM1_MT_Grenfell_1","0046"
"AM1_MT_Grenfell_1.0973",1320.30835,21.6728032,1318.77,31.28,28,17,4,8.12457275,0,0,0,0,0,61.3465270996094,15.1310214996338,265.748626708984,-31.3025233138043,145.308570560553,265.748939472251,"AM1_MT_Grenfell_1","0973"
"AM1_MT_Grenfell_1.0177",1272.87524,38.5054439,1250.49,38.95,37,5,4,13.0606384,0,0,0,0,0,-45.0792922973633,44.9156494140625,262.331115722656,-31.3022546922871,145.30745270672,262.331433654763,"AM1_MT_Grenfell_1","0177"
"AM1_MT_Grenfell_1.0132",1094.08923,35.2793187,1093.36,14.47,35,1,4,11.2324524,0,0,0,0,0,-31.7088813781738,-66.3661422729492,264.601196289062,-31.3032583228659,145.307593140519,264.601621680893,"AM1_MT_Grenfell_1","0132"
"AM1_MT_Grenfell_1.0747",1089.16565,19.4079831,1110.88,40.66,19,0,4,11.5375061,0,0,0,0,0,-2.44212794303894,8.65341281890869,264.82763671875,-31.3025817357584,145.307900549605,264.827643077821,"AM1_MT_Grenfell_1","0747"
"AM1_MT_Grenfell_1.0963",1086.01709,23.4101862,1086.49,16.8,23,0,4,10.4692688,0,0,0,0,0,47.7894325256348,-10.0264177322388,267.394165039062,-31.3027502046928,145.308428163241,267.394351816736,"AM1_MT_Grenfell_1","0963"
"AM1_MT_Grenfell_1.0037",1064.97107,41.1575973,1093.24,35.73,42,1,4,13.4048157,0,0,0,0,0,-41.2401428222656,46.7717552185059,262.218322753906,-31.3022379525381,145.307493031611,262.218628125265,"AM1_MT_Grenfell_1","0037"
"AM1_MT_Grenfell_1.0458",1053.60657,33.2170844,1052.61,8.27,33,0,4,11.4464111,0,0,0,0,0,1.07007694244385,22.5444488525391,263.337005615234,-31.3024564550158,145.307937440439,263.337045704946,"AM1_MT_Grenfell_1","0458"
"AM1_MT_Grenfell_1.0967",1017.09875,37.1599823,1011.33,35.54,36,1,4,9.37368774,0,0,0,0,0,-7.52968502044678,-46.3635292053223,265.653747558594,-31.3030779233308,145.307847111463,265.653921176679,"AM1_MT_Grenfell_1","0967"
"AM1_MT_Grenfell_1.0492",977.03363,36.8130416,976.07,16.57,25,9,4,10.1637573,0,0,0,0,0,69.3843002319336,-12.736608505249,268.443756103516,-31.3027746462879,145.308654987786,268.444145910442,"AM1_MT_Grenfell_1","0492"
"AM1_MT_Grenfell_1.0547",887.572998,24.136284,890.06,21.55,23,1,4,9.15026855,0,0,0,0,0,-25.5744800567627,28.3345031738281,261.872375488281,-31.3024042352294,145.307657576676,261.872489899397,"AM1_MT_Grenfell_1","0547"
"AM1_MT_Grenfell_1.0219",877.74231,24.5327428,866.49,14.46,22,2,4,10.2368164,0,0,0,0,0,15.0971031188965,43.8776054382324,262.624725341797,-31.3022640550119,145.308084774449,262.624894715846,"AM1_MT_Grenfell_1","0219"
"AM1_MT_Grenfell_1.0108",862.203613,34.2544556,852.34,25.68,33,8,4,10.0798035,0,0,0,0,0,20.010986328125,19.9424018859863,264.108581542969,-31.3024799222545,145.308136388258,264.108644205146,"AM1_MT_Grenfell_1","0108"
"AM1_MT_Grenfell_1.0951",826.752258,29.3611765,813.39,19.78,30,0,4,9.93560791,0,0,0,0,0,-8.62523651123047,41.366512298584,262.809020996094,-31.3022867021842,145.30783560487,262.809161498211,"AM1_MT_Grenfell_1","0951"
"AM1_MT_Grenfell_1.0243",790.519714,29.4330031,791.03,13.09,30,0,4,10.8740234,0,0,0,0,0,38.8920631408691,-9.5596113204956,267.060455322266,-31.3027459949893,145.308334708578,267.060580977239,"AM1_MT_Grenfell_1","0243"
"AM1_MT_Grenfell_1.0228",747.4198,29.8207134,738.9,59.82,21,6,4,8.8293457,0,0,0,0,0,9.62743759155273,11.7303533554077,264.167419433594,-31.3025539853501,145.308027323649,264.167437520809,"AM1_MT_Grenfell_1","0228"
"AM1_MT_Grenfell_1.0120",738.26239,30.3779155,717.12,44.98,30,0,4,10.0944824,0,0,0,0,0,0.48353436589241,41.4531593322754,262.732452392578,-31.3022859207576,145.30793127962,262.732587652281,"AM1_MT_Grenfell_1","0120"
"AM1_MT_Grenfell_1.0627",736.998718,32.3468983,729.31,20.47,33,0,4,9.87078857,0,0,0,0,0,-13.1798038482666,17.3317584991455,264.005340576172,-31.3025034672642,145.307787765294,264.005377821624,"AM1_MT_Grenfell_1","0627"
"AM1_MT_Grenfell_1.0193",710.11438,20.8580554,710.62,1.89,21,0,4,10.4448853,0,0,0,0,0,-0.313618540763855,-34.9923553466797,265.940948486328,-31.3029753688384,145.307922906634,265.941044862382,"AM1_MT_Grenfell_1","0193"
"AM1_MT_Grenfell_1.0082",699.259766,36.5009993,704.18,47.46,35,1,4,8.09561157,0,0,0,0,0,36.3596038818359,54.7053375244141,263.811492919922,-31.3021664012732,145.308308106422,263.811831993051,"AM1_MT_Grenfell_1","0082"
"AM1_MT_Grenfell_1.0212",673.508118,29.6770275,670.62,9.59,29,0,4,9.1416626,0,0,0,0,0,-43.1650276184082,4.39647722244263,263.981811523438,-31.3026201274734,145.307472811724,263.981958968565,"AM1_MT_Grenfell_1","0212"
"AM1_MT_Grenfell_1.0071",670.938232,38.9887959,670.02,24.08,32,13,4,12.1992188,0,0,0,0,0,41.930591583252,-52.2091598510742,267.935150146484,-31.3031306430859,145.308366625882,267.935502374545,"AM1_MT_Grenfell_1","0071"
"AM1_MT_Grenfell_1.0981",668.697266,27.3091853,664.38,9.15,27,0,4,9.73498535,0,0,0,0,0,-17.7792701721191,-14.6681909561157,265.076049804688,-31.3027920688659,145.307739453769,265.076091494411,"AM1_MT_Grenfell_1","0981"
"AM1_MT_Grenfell_1.0954",663.43634,32.3863238,659.94,11.46,33,0,4,9.82470703,0,0,0,0,0,-33.4388809204102,-20.8560829162598,264.484069824219,-31.3028478759927,145.307574970656,264.484191629104,"AM1_MT_Grenfell_1","0954"
"AM1_MT_Grenfell_1.0281",638.52063,33.8284791,630.48,15.46,35,1,4,7.76672363,0,0,0,0,0,-42.3828964233398,53.9215507507324,262.034820556641,-31.3021734697636,145.307481028897,262.035190074705,"AM1_MT_Grenfell_1","0281"
"AM1_MT_Grenfell_1.0080",636.225281,29.7026396,627.94,29.96,30,0,4,8.9659729,0,0,0,0,0,10.9452037811279,-33.6893653869629,266.216156005859,-31.3029636173502,145.308041165415,266.216254714876,"AM1_MT_Grenfell_1","0080"
"AM1_MT_Grenfell_1.0085",625.088989,33.1143826,605.65,25.51,33,0,4,9.99853516,0,0,0,0,0,-43.431453704834,-34.071346282959,264.146148681641,-31.302967061706,145.307470011625,264.14638777636,"AM1_MT_Grenfell_1","0085"
"AM1_MT_Grenfell_1.0401",624.28418,25.7117361,628.04,10.04,26,0,4,8.67752075,0,0,0,0,0,-32.9249382019043,-45.7571678161621,264.317413330078,-31.3030724543157,145.307580368099,264.317663013935,"AM1_MT_Grenfell_1","0401"
"AM1_MT_Grenfell_1.0086",608.346252,29.4984311,617.43,39.74,30,0,4,12.8540955,0,0,0,0,0,-72.6136474609375,-6.85773992538452,263.204132080078,-31.3027216257405,145.307163493698,263.204548733309,"AM1_MT_Grenfell_1","0086"
"AM1_MT_Grenfell_1.0299",598.003174,31.8242639,604.36,13.92,30,3,4,8.91339111,0,0,0,0,0,21.0256481170654,-0.118114963173866,266.408813476562,-31.3026608443639,145.308147046207,266.408848099411,"AM1_MT_Grenfell_1","0299"
"AM1_MT_Grenfell_1.0291",592.802124,33.9596838,614.37,29.85,34,0,4,8.55935669,0,0,0,0,0,20.5793056488037,73.8308029174805,263.500152587891,-31.3019939125353,145.308142356571,263.500614769757,"AM1_MT_Grenfell_1","0291"
"AM1_MT_Grenfell_1.0142",576.234863,9.15243626,562.39,26.77,10,3,4,8.03134155,0,0,0,0,0,46.8609733581543,-25.2730236053467,267.848449707031,-31.302887710984,145.30841841173,267.848671958782,"AM1_MT_Grenfell_1","0142"
"AM1_MT_Grenfell_1.0969",570.433289,27.7831763,571.92,9.84,28,1,4,8.00152588,0,0,0,0,0,16.2398357391357,-23.6727905273438,266.555358886719,-31.3028732796575,145.308096778228,266.555423647165,"AM1_MT_Grenfell_1","0969"
"AM1_MT_Grenfell_1.0976",569.587708,26.260519,569.94,2.38,26,0,4,9.04830933,0,0,0,0,0,-27.6030006408691,-5.45739269256592,264.352325439453,-31.3027089981923,145.307636269088,264.352387455292,"AM1_MT_Grenfell_1","0976"
"AM1_MT_Grenfell_1.0222",563.773438,32.087189,562.32,23.44,32,1,4,8.97271729,0,0,0,0,0,25.4690418243408,-46.4710998535156,267.185791015625,-31.3030788931351,145.308193719077,267.186011782847,"AM1_MT_Grenfell_1","0222"
"AM1_MT_Grenfell_1.0008",557.432739,27.3704261,570.75,24.51,29,2,4,9.63256836,0,0,0,0,0,23.8576622009277,51.7613754272461,263.191680908203,-31.3021929526088,145.308176791496,263.191936353222,"AM1_MT_Grenfell_1","0008"
"AM1_MT_Grenfell_1.0239",551.178101,25.7720441,556.74,7.62,28,2,4,10.242981,0,0,0,0,0,-56.1519165039062,-7.83172750473022,263.694976806641,-31.3027304108621,145.307336401663,263.695228573866,"AM1_MT_Grenfell_1","0239"
"AM1_MT_Grenfell_1.0176",548.536316,29.3860316,507.72,53.64,26,4,4,8.62789917,0,0,0,0,0,-71.0561599731445,25.6572360992432,262.313201904297,-31.3024283791484,145.307179855181,262.313649144024,"AM1_MT_Grenfell_1","0176"
"AM1_MT_Grenfell_1.0137",546.071594,31.957984,535.72,37.05,32,1,4,8.37261963,0,0,0,0,0,-66.8674163818359,-29.677526473999,263.51708984375,-31.3029274335685,145.307223848506,263.517509344965,"AM1_MT_Grenfell_1","0137"
"AM1_MT_Grenfell_1.0437",534.819946,19.8766455,541.56,9.96,26,4,4,7.34954834,0,0,0,0,0,31.6599750518799,-34.6652145385742,267.482666015625,-31.3029724179101,145.308258746181,267.482839095406,"AM1_MT_Grenfell_1","0437"
"AM1_MT_Grenfell_1.0477",533.402405,27.6429683,537.94,13.22,27,1,4,9.72851562,0,0,0,0,0,-31.6585903167725,33.0987243652344,262.321716308594,-31.3023612674461,145.307593671792,262.321881026961,"AM1_MT_Grenfell_1","0477"
"AM1_MT_Grenfell_1.0497",529.91687,30.1812142,529.25,9.67,31,1,4,8.28424072,0,0,0,0,0,-11.6589670181274,-1.89977419376373,264.993103027344,-31.3026769129515,145.307803739361,264.993113956414,"AM1_MT_Grenfell_1","0497"
"AM1_MT_Grenfell_1.0486",528.920227,27.3801923,523.64,8.52,28,0,4,8.76742554,0,0,0,0,0,-46.981014251709,-9.08245944976807,263.887725830078,-31.3027416913887,145.307432729409,263.887905188836,"AM1_MT_Grenfell_1","0486"
"AM1_MT_Grenfell_1.0640",517.881409,28.3917665,518.26,8.92,29,1,4,9.25732422,0,0,0,0,0,23.8853302001953,16.9705390930176,264.528045654297,-31.3025067248781,145.308177082888,264.528113001958,"AM1_MT_Grenfell_1","0640"
"AM1_MT_Grenfell_1.0183",513.070984,25.4004389,513.42,3.69,26,0,4,10.1074524,0,0,0,0,0,-50.1244277954102,17.0446128845215,263.273376464844,-31.3025060559558,145.307399713404,263.273596103303,"AM1_MT_Grenfell_1","0183"
"AM1_MT_Grenfell_1.0971",502.034302,17.1099335,532.76,49.97,19,1,4,5.39614868,0,0,0,0,0,-22.5131702423096,-37.6889610290527,264.935516357422,-31.3029996888588,145.307689730075,264.935667847283,"AM1_MT_Grenfell_1","0971"
"AM1_MT_Grenfell_1.0112",495.573914,28.5119295,496.94,4.15,29,0,4,9.31069946,0,0,0,0,0,-60.3945388793945,-12.2118835449219,263.609100341797,-31.3027699144779,145.307291838442,263.609397745691,"AM1_MT_Grenfell_1","0112"
"AM1_MT_Grenfell_1.0083",486.152466,20.6156328,486.17,5.04,21,0,4,6.57739258,0,0,0,0,0,42.3800621032715,35.9362983703613,264.472503662109,-31.3023356756465,145.308371343476,264.472745967098,"AM1_MT_Grenfell_1","0083"
"AM1_MT_Grenfell_1.0136",483.86972,27.8147638,482.89,6.52,28,0,4,9.72479248,0,0,0,0,0,43.0228271484375,-21.5805282592773,267.607452392578,-31.3028544092214,145.308378097069,267.607634010725,"AM1_MT_Grenfell_1","0136"
"AM1_MT_Grenfell_1.0349",476.915741,28.0849546,480.99,5.98,28,0,4,8.84994507,0,0,0,0,0,-65.3606872558594,-21.7966957092285,263.544219970703,-31.3028563578808,145.307239675187,263.544591940939,"AM1_MT_Grenfell_1","0349"
"AM1_MT_Grenfell_1.0164",474.773499,28.7021518,481.13,8.25,28,0,4,8.38931274,0,0,0,0,0,-42.2137756347656,-9.14296054840088,264.107849121094,-31.3027422372168,145.30748280275,264.107995263301,"AM1_MT_Grenfell_1","0164"
"AM1_MT_Grenfell_1.0255",472.746735,19.8029652,467.52,13.3,19,1,4,8.66540527,0,0,0,0,0,-24.4010219573975,-52.4818458557129,264.81298828125,-31.3031331031214,145.307669900355,264.813251690008,"AM1_MT_Grenfell_1","0255"
"AM1_MT_Grenfell_1.0066",463.594116,27.6157111,449.09,18.1,28,0,4,9.42803955,0,0,0,0,0,76.2583389282227,-16.9441833496094,268.986267089844,-31.3028125931646,145.308727190397,268.986745133996,"AM1_MT_Grenfell_1","0066"
"AM1_MT_Grenfell_1.0358",450.156281,28.048858,444.94,12.74,28,0,4,9.04766846,0,0,0,0,0,-41.430362701416,-13.9813718795776,264.141662597656,-31.3027858739887,145.307491031234,264.141812413,"AM1_MT_Grenfell_1","0358"
"AM1_MT_Grenfell_1.0070",448.440369,28.5512686,444.19,11.37,29,0,4,8.85379028,0,0,0,0,0,-29.7759628295898,-72.5168991088867,264.692718505859,-31.3033137954465,145.307613443117,264.693201824091,"AM1_MT_Grenfell_1","0070"
"AM1_MT_Grenfell_1.0113",447.633301,26.0114521,444.33,14.62,24,4,4,8.07629395,0,0,0,0,0,71.3956069946289,-2.79146027565002,267.802764892578,-31.3026849527616,145.308676113173,267.803164721467,"AM1_MT_Grenfell_1","0113"
"AM1_MT_Grenfell_1.0974",445.125519,24.9581426,449.97,17.01,27,2,4,7.67694092,0,0,0,0,0,23.1501770019531,4.82708597183228,265.47607421875,-31.3026162444722,145.308169361373,265.47611802537,"AM1_MT_Grenfell_1","0974"
"AM1_MT_Grenfell_1.0053",443.328094,30.3899914,430.68,18.98,28,4,4,11.2462158,0,0,0,0,0,60.3907241821289,-41.3799819946289,269.014099121094,-31.3030329759059,145.308560524266,269.014519515447,"AM1_MT_Grenfell_1","0053"
"AM1_MT_Grenfell_1.0961",442.774445,12.2893505,443.25,54.88,12,0,4,8.98550415,0,0,0,0,0,30.0375289916992,16.9796390533447,264.896942138672,-31.3025066426737,145.308241703145,264.897035491653,"AM1_MT_Grenfell_1","0961"
"AM1_MT_Grenfell_1.0271",433.700134,19.0083966,434.15,16.39,25,8,4,9.72579956,0,0,0,0,0,-30.5777568817139,-74.3101959228516,264.751068115234,-31.3033299688317,145.307605021264,264.751575945877,"AM1_MT_Grenfell_1","0271"
"AM1_MT_Grenfell_1.0893",413.729248,17.3753217,411.47,4.72,17,0,4,7.97735596,0,0,0,0,0,31.9262752532959,-3.85931849479675,266.588562011719,-31.3026945853318,145.308261542369,266.588643011637,"AM1_MT_Grenfell_1","0893"
"AM1_MT_Grenfell_1.0115",411.975189,25.5729109,417.14,10.56,26,0,4,10.5913696,0,0,0,0,0,48.9587783813477,-4.29287242889404,266.9248046875,-31.3026984948799,145.308440445373,266.924993865192,"AM1_MT_Grenfell_1","0115"
"AM1_MT_Grenfell_1.0979",408.116516,21.0353047,404.71,11.2,22,1,4,9.24591064,0,0,0,0,0,-49.2142486572266,-9.22688484191894,263.800567626953,-31.3027429938437,145.307409272318,263.800764015876,"AM1_MT_Grenfell_1","0979"
"AM1_MT_Grenfell_1.0028",405.543304,28.4171045,401.76,23.3,31,2,4,9.46826172,0,0,0,0,0,-85.7473754882812,0.193603113293648,262.576293945312,-31.3026580300676,145.30702554236,262.576869794168,"AM1_MT_Grenfell_1","0028"
"AM1_MT_Grenfell_1.0282",397.387207,17.5065339,350.19,124.43,17,7,4,6.64746094,0,0,0,0,0,37.8122138977051,48.0627212524414,263.979614257812,-31.3022263097844,145.308323364254,263.979908041656,"AM1_MT_Grenfell_1","0282"
"AM1_MT_Grenfell_1.0098",396.473145,30.2744448,398.8,16.66,33,1,4,7.22860718,0,0,0,0,0,22.5211753845215,52.2050819396973,263.126159667969,-31.302188950922,145.3081627536,263.126413887367,"AM1_MT_Grenfell_1","0098"
"AM1_MT_Grenfell_1.0197",393.411987,25.2171218,399.31,10.93,25,0,4,8.34863281,0,0,0,0,0,47.1590995788574,-5.52280330657959,266.985504150391,-31.30270958747,145.308421542277,266.985680728219,"AM1_MT_Grenfell_1","0197"
"AM1_MT_Grenfell_1.0172",390.873962,27.4813563,391.63,3.65,23,8,4,8.73995972,0,0,0,0,0,-55.735294342041,-9.22105503082275,263.794586181641,-31.3027429409718,145.307340777641,263.794836164452,"AM1_MT_Grenfell_1","0172"
"AM1_MT_Grenfell_1.0469",387.812653,22.0824242,384.85,4.57,22,0,4,8.5062561,0,0,0,0,0,-7.64981603622437,-0.221201285719872,265.066223144531,-31.3026617742454,145.307845849992,265.066227730364,"AM1_MT_Grenfell_1","0469"
"AM1_MT_Grenfell_1.0574",387.146912,22.824131,365.15,46.55,19,4,4,8.62194824,0,0,0,0,0,-22.0790100097656,-44.7379684448242,265.245513916016,-31.3030632625416,145.307694290203,265.245709619485,"AM1_MT_Grenfell_1","0574"
"AM1_MT_Grenfell_1.0278",384.192505,26.1601985,377.53,10.52,26,0,4,8.87219238,0,0,0,0,0,4.38439083099365,-5.11738729476929,265.643981933594,-31.3027059320556,145.307972252781,265.643985498697,"AM1_MT_Grenfell_1","0278"
"AM1_MT_Grenfell_1.0097",383.128143,24.1482154,389.36,9.01,24,1,4,11.8153076,0,0,0,0,0,-69.701286315918,8.21940898895264,262.661682128906,-31.3025856478496,145.307194085058,262.662067938596,"AM1_MT_Grenfell_1","0097"
"AM1_MT_Grenfell_1.0365",381.659729,19.0182537,382.96,2.69,19,0,4,8.39907837,0,0,0,0,0,-5.94822931289673,5.09635496139526,265.213287353516,-31.3026138161982,145.307863722851,265.213292168453,"AM1_MT_Grenfell_1","0365"
"AM1_MT_Grenfell_1.0127",381.262726,24.0925863,379.41,6.35,24,0,4,9.34765625,0,0,0,0,0,4.01590538024902,-4.29811668395996,265.710540771484,-31.3026985432069,145.307968382343,265.710543487221,"AM1_MT_Grenfell_1","0127"
"AM1_MT_Grenfell_1.0363",378.699921,22.5470871,372.06,8.08,23,0,4,9.09274292,0,0,0,0,0,-20.8764839172363,15.8809728622437,264.218994140625,-31.3025165515268,145.307706922367,264.219048122875,"AM1_MT_Grenfell_1","0363"
"AM1_MT_Grenfell_1.0364",378.071716,20.7454115,377.66,1.22,21,0,4,9.61392212,0,0,0,0,0,-44.4719734191895,-16.5582256317139,264.076232910156,-31.3028091140491,145.307459083136,264.076409382746,"AM1_MT_Grenfell_1","0364"
"AM1_MT_Grenfell_1.0440",376.977509,25.447911,377.49,5.97,25,1,4,9.79510498,0,0,0,0,0,-50.2236404418945,7.72018671035767,263.55810546875,-31.302590151258,145.307398670868,263.558307710104,"AM1_MT_Grenfell_1","0440"
"AM1_MT_Grenfell_1.0094",372.128937,24.1411015,371.02,14.23,25,1,4,8.70498657,0,0,0,0,0,35.1788215637207,35.6098289489746,264.148590087891,-31.3023386202379,145.308295704645,264.148786812089,"AM1_MT_Grenfell_1","0094"
"AM1_MT_Grenfell_1.0305",359.791687,24.5645329,359.55,1.86,24,0,4,9.57763672,0,0,0,0,0,-40.0699005126953,-25.5060234069824,264.195037841797,-31.3028898127511,145.307505320578,264.195214790292,"AM1_MT_Grenfell_1","0305"
"AM1_MT_Grenfell_1.0150",359.461456,24.1253108,358.09,2.67,25,1,4,9.81417847,0,0,0,0,0,-66.2638626098633,9.28809642791748,262.986083984375,-31.3025760097562,145.307230190552,262.986434663646,"AM1_MT_Grenfell_1","0150"
"AM1_MT_Grenfell_1.0279",358.315033,7.25567043,358.1,7.67,13,6,4,7.86962891,0,0,0,0,0,-43.1955795288086,-31.5568981170654,264.090881347656,-31.3029443843712,145.307472489272,264.091105853207,"AM1_MT_Grenfell_1","0279"
"AM1_MT_Grenfell_1.0895",357.639191,23.3106628,366.78,12.16,23,0,4,8.71566772,0,0,0,0,0,-10.324517250061,-8.15454769134521,265.114013671875,-31.3027333236104,145.307817755858,265.114027252421,"AM1_MT_Grenfell_1","0895"
"AM1_MT_Grenfell_1.0752",356.047943,20.1808646,352.76,8.12,20,4,4,8.03311157,0,0,0,0,0,-20.3634548187256,-1.9322030544281,264.733825683594,-31.3026772053024,145.307712310678,264.733858452179,"AM1_MT_Grenfell_1","0752"
"AM1_MT_Grenfell_1.0980",345.674408,17.4906969,349.81,12.21,18,0,4,7.50494385,0,0,0,0,0,-4.09821510314941,5.20346975326538,265.335571289062,-31.3026128501585,145.307883154693,265.335574734025,"AM1_MT_Grenfell_1","0980"
"AM1_MT_Grenfell_1.0960",343.748077,22.7862909,342.42,4.09,23,0,4,7.65112305,0,0,0,0,0,15.3310232162476,-19.4873962402344,266.3251953125,-31.3028355323878,145.308087232326,266.325243608095,"AM1_MT_Grenfell_1","0960"
"AM1_MT_Grenfell_1.0117",340.010895,23.6379415,338.31,4.47,23,0,4,9.96884155,0,0,0,0,0,-19.8358745574951,15.9051122665405,264.093383789062,-31.3025163338333,145.307717852517,264.093434513547,"AM1_MT_Grenfell_1","0117"
"AM1_MT_Grenfell_1.0023",339.803223,31.2059373,353.71,20.77,26,4,4,8.97442627,0,0,0,0,0,-85.9797515869141,4.99836540222168,262.351409912109,-31.3026146967677,145.307023101949,262.35199084878,"AM1_MT_Grenfell_1","0023"
"AM1_MT_Grenfell_1.0982",339.438904,21.7792064,338.44,6.26,22,0,4,7.65893555,0,0,0,0,0,6.09983682632446,-40.9543800354004,266.149719238281,-31.3030291392001,145.307990271399,266.149854158051,"AM1_MT_Grenfell_1","0982"
"AM1_MT_Grenfell_1.0124",336.658264,24.0456223,336.77,2.6,24,0,4,9.48980713,0,0,0,0,0,-62.0181541442871,8.58060264587402,262.978363037109,-31.302582390748,145.307274785802,262.97867006436,"AM1_MT_Grenfell_1","0124"
"AM1_MT_Grenfell_1.0060",335.69281,27.8585076,326.26,22.74,26,3,4,7.00436401,0,0,0,0,0,-45.3403472900391,-30.512731552124,264.085327148438,-31.3029349671433,145.307449961416,264.085561425425,"AM1_MT_Grenfell_1","0060"
"AM1_MT_Grenfell_1.0920",328.926239,24.6263385,326.72,2.88,24,2,4,8.4619751,0,0,0,0,0,23.8798999786377,-31.8131980895996,267.013763427734,-31.302946696318,145.308177026919,267.013887741603,"AM1_MT_Grenfell_1","0920"
"AM1_MT_Grenfell_1.0200",325.783569,25.9722561,312.78,36.19,26,0,4,7.86016846,0,0,0,0,0,-60.697624206543,-18.2566413879395,263.790710449219,-31.3028244310237,145.307288654595,263.791025222279,"AM1_MT_Grenfell_1","0200"
"AM1_MT_Grenfell_1.0156",323.978699,14.9877608,320.91,17.02,22,5,4,5.79333496,0,0,0,0,0,35.1930160522461,33.5527191162109,264.093444824219,-31.3023571729322,145.308295853813,264.093630428426,"AM1_MT_Grenfell_1","0156"
"AM1_MT_Grenfell_1.0199",320.80014,22.3059922,319.64,6.07,22,0,4,7.746521,0,0,0,0,0,68.3434371948242,-35.297477722168,269.263061523438,-31.3029781185077,145.308644056396,269.263525391929,"AM1_MT_Grenfell_1","0199"
"AM1_MT_Grenfell_1.0227",317.122833,20.3374043,315.53,4.52,20,0,4,6.17495728,0,0,0,0,0,27.8159503936768,1.18328821659088,265.929321289062,-31.3026491071081,145.308218368951,265.929381994531,"AM1_MT_Grenfell_1","0227"
"AM1_MT_Grenfell_1.0043",315.823395,19.2838445,331.8,23.5,21,2,4,8.02770996,0,0,0,0,0,7.01703310012817,-79.3066864013672,266.434844970703,-31.3033750314452,145.307999905585,266.435343838297,"AM1_MT_Grenfell_1","0043"
