ALS,CNN
0.750425279140472,0.747079074382782
3.22002410888672,2.56719636917114
2.8768515586853,3.68330430984497
4.4469313621521,3.9134042263031
3.55884695053101,3.00001955032349
4.83378267288208,2.75580835342407
3.80065822601318,3.53147339820862
1.35066711902618,1.83289933204651
0.916336953639984,1.32838821411133
4.34597730636597,3.63631653785706
1.47319793701172,1.96363663673401
2.7652587890625,3.02186489105225
1.65800356864929,1.60183095932007
1.7267165184021,2.56359958648682
0.125131234526634,0.411694347858429
1.43523049354553,1.48997628688812
1.57015240192413,1.86215543746948
2.28612947463989,2.79588794708252
0.793973505496979,1.03371834754944
3.90096354484558,4.36049699783325
1.81976687908173,1.8068368434906
2.23748135566711,2.54846334457397
4.75097417831421,5.3844838142395
0.349499732255936,0.782936930656433
2.79636859893799,2.85527920722961
0.21513444185257,0.4623863697052
2.42314410209656,2.1386182308197
1.37227761745453,1.21738743782043
1.99164462089539,2.1713981628418
0.285496413707733,0.724623084068298
5.32168912887573,4.71976184844971
3.16391062736511,3.16267418861389
0.66150438785553,1.38967728614807
1.06220257282257,1.17856073379517
2.85170722007751,3.31602001190186
2.37946557998657,2.27605223655701
0.165879786014557,0.463381975889206
3.80835819244385,3.1946873664856
4.71618413925171,3.35389709472656
0.564890205860138,0.541603982448578
5.49510812759399,4.62472772598267
0.387963235378265,0.632425129413605
4.11012649536133,4.3491792678833
1.82090353965759,1.68589162826538
0.731824457645416,0.998201906681061
3.78730225563049,3.34980702400208
5.58745574951172,4.67597627639771
0.701705157756805,0.792346358299255
1.91058647632599,1.98703217506409
3.7931752204895,3.61460065841675
2.83407354354858,2.6801335811615
3.0842170715332,2.65514707565308
0.138097032904625,0.442484438419342
2.69186210632324,3.08578419685364
1.25156354904175,1.39231705665588
1.24414837360382,1.4363386631012
5.99840116500854,3.67048597335815
2.32383632659912,2.07130789756775
3.62699508666992,3.4062922000885
0.479892134666443,0.65041047334671
0.753666639328003,0.93903249502182
0.563462376594543,0.683945119380951
0.600261569023132,0.674680888652802
2.18937492370605,2.40953755378723
2.00494384765625,1.45182776451111
1.37117207050323,1.28154230117798
3.07446527481079,3.48598504066467
2.62059950828552,2.70061326026917
3.24058699607849,4.39647960662842
5.2761549949646,3.75169682502747
4.73304080963135,4.31783151626587
8.57050228118896,6.67464447021484
3.43966245651245,3.427570104599
2.47035241127014,1.92036557197571
2.79244828224182,3.13044834136963
4.25358295440674,4.31862640380859
0.574148714542389,0.624186635017395
2.00514721870422,1.89593482017517
0.582961559295654,1.29987549781799
2.69767475128174,1.94424247741699
6.5762734413147,5.4712553024292
0.213500812649727,0.530168354511261
2.12583112716675,2.96619772911072
1.57826149463654,1.32639575004578
3.11090850830078,2.92983984947205
4.66106510162354,3.9573438167572
0.0386941395699978,3.55205035209656
4.01864433288574,4.77408266067505
1.57931709289551,1.61065769195557
3.8464035987854,3.6144425868988
3.73802518844604,3.12665247917175
3.58815932273865,3.79204154014587
1.93934786319733,1.71026825904846
1.48115015029907,2.27225518226624
5.13878726959229,4.73852491378784
3.20602440834045,3.34288740158081
1.83125245571136,2.12692332267761
2.22933053970337,1.97320413589478
3.42933225631714,3.04390668869019
2.7031569480896,3.39036726951599
2.75736522674561,3.06232523918152
2.43226552009583,2.48518896102905
3.59626197814941,4.28419303894043
5.97344636917114,5.2887716293335
2.14208817481995,2.25091981887817
0.629582643508911,0.869010210037231
0.916235566139221,0.959795892238617
5.21117830276489,3.42411875724792
0.00127729726955295,0.474568456411362
0.115789234638214,0.357813894748688
0.958614110946655,1.17977118492126
0.257460564374924,0.505817055702209
1.91679894924164,1.76127076148987
1.04010605812073,1.06565761566162
3.67371368408203,3.61728048324585
1.70949053764343,1.94216990470886
3.64528250694275,2.67541027069092
2.60993552207947,2.23728322982788
1.94460308551788,1.96439719200134
3.00728440284729,2.34456086158752
4.737708568573,3.88133096694946
2.02558970451355,1.84228658676147
0.125058948993683,0.429756313562393
3.34019303321838,2.10971450805664
8.27120018005371,6.6393723487854
2.65025401115417,2.53021144866943
3.74484395980835,3.81557655334473
4.89352416992188,4.35211133956909
1.12396049499512,1.4113609790802
0.702165424823761,0.751144170761108
0.695169925689697,0.754733204841614
3.06244468688965,2.47259306907654
2.52710175514221,2.1080219745636
0.278113424777985,0.578612387180328
2.1907045841217,2.10698556900024
2.37018465995789,2.1348934173584
1.57610845565796,1.67410087585449
1.88172936439514,2.08230447769165
2.23194217681885,1.73647260665894
2.85421633720398,2.74291729927063
0.0213935915380716,0.297356605529785
1.80473864078522,2.0263204574585
1.09391784667969,1.37523770332336
3.74431109428406,2.95474076271057
0.937012195587158,1.48415756225586
1.6940621137619,1.57775616645813
3.08819055557251,3.0272274017334
0.030880656093359,0.267105162143707
0.0344492755830288,0.297352194786072
5.45429039001465,5.4169602394104
2.6782500743866,3.12250542640686
2.68373513221741,2.60138607025146
1.87879574298859,2.4520275592804
2.06412053108215,1.96846866607666
2.33989381790161,2.52049851417542
2.86807584762573,2.30049753189087
2.72004413604736,2.44677686691284
0.514816284179688,0.779822111129761
3.40603613853455,3.2988395690918
1.60306251049042,1.4999635219574
3.77133011817932,3.58674931526184
0.260252892971039,0.413749098777771
0.157017454504967,0.441481679677963
0.216884195804596,0.474135726690292
0.0293251946568489,0.292390316724777
3.02020287513733,2.906662940979
1.44035756587982,1.98226189613342
2.14089822769165,1.89647197723389
0.164781659841537,0.418375670909882
1.92410051822662,1.7127788066864
3.06976914405823,2.41495776176453
2.06640124320984,2.33535718917847
3.58257532119751,3.91873002052307
1.62625312805176,1.62616634368896
3.4338047504425,2.64419460296631
4.05030059814453,3.43284177780151
1.09875619411469,1.70668411254883
1.15567862987518,1.11069273948669
3.3279230594635,2.87700939178467
6.5044150352478,5.45909595489502
2.81439733505249,3.12404608726501
1.07865929603577,1.06465792655945
1.94169008731842,2.58564186096191
1.76247596740723,2.06059122085571
3.79189562797546,3.61016821861267
3.14372992515564,4.02600908279419
