fid,id,left,top,right,bottom,CNN_20m_1mean
"117722","117722",16174764.9785,-3674244.1298,16174784.9785,-3674264.1298,1.80239653468132
"117721","117721",16174764.9785,-3674224.1298,16174784.9785,-3674244.1298,3.56614976108074
"117720","117720",16174764.9785,-3674204.1298,16174784.9785,-3674224.1298,5.13005849123001
"117719","117719",16174764.9785,-3674184.1298,16174784.9785,-3674204.1298,5.31247814059258
"117718","117718",16174764.9785,-3674164.1298,16174784.9785,-3674184.1298,2.47621110379696
"117717","117717",16174764.9785,-3674144.1298,16174784.9785,-3674164.1298,0.964201954081655
"117716","117716",16174764.9785,-3674124.1298,16174784.9785,-3674144.1298,0.285597702246159
"117715","117715",16174764.9785,-3674104.1298,16174784.9785,-3674124.1298,0.181248493772
"117714","117714",16174764.9785,-3674084.1298,16174784.9785,-3674104.1298,0.104398112185299
"117713","117713",16174764.9785,-3674064.1298,16174784.9785,-3674084.1298,0.0549232106376439
"117712","117712",16174764.9785,-3674044.1298,16174784.9785,-3674064.1298,0.116025686664507
"117711","117711",16174764.9785,-3674024.1298,16174784.9785,-3674044.1298,0.150879635810852
"117710","117710",16174764.9785,-3674004.1298,16174784.9785,-3674024.1298,0.0586442140536383
"117709","117709",16174764.9785,-3673984.1298,16174784.9785,-3674004.1298,0.0343175370141398
"117751","117751",16174764.9785,-3674824.1298,16174784.9785,-3674844.1298,0.149033493955027
"117752","117752",16174764.9785,-3674844.1298,16174784.9785,-3674864.1298,0.574556112699842
"117753","117753",16174764.9785,-3674864.1298,16174784.9785,-3674884.1298,2.23719554029405
"117754","117754",16174764.9785,-3674884.1298,16174784.9785,-3674904.1298,4.34859058439732
"117755","117755",16174764.9785,-3674904.1298,16174784.9785,-3674924.1298,3.56195700019598
"117756","117756",16174764.9785,-3674924.1298,16174784.9785,-3674944.1298,2.49923561513424
"117757","117757",16174764.9785,-3674944.1298,16174784.9785,-3674964.1298,3.64098252246254
"117758","117758",16174764.9785,-3674964.1298,16174784.9785,-3674984.1298,4.91479193170865
"117759","117759",16174764.9785,-3674984.1298,16174784.9785,-3675004.1298,4.21417353338479
"112648","112648",16174584.9785,-3673744.1298,16174604.9785,-3673764.1298,0.767606399953365
"113209","113209",16174604.9785,-3673744.1298,16174624.9785,-3673764.1298,0.801214091073383
"113210","113210",16174604.9785,-3673764.1298,16174624.9785,-3673784.1298,0.870894162213966
"113211","113211",16174604.9785,-3673784.1298,16174624.9785,-3673804.1298,0.912130025930183
"113770","113770",16174624.9785,-3673744.1298,16174644.9785,-3673764.1298,1.08587318794294
"113771","113771",16174624.9785,-3673764.1298,16174644.9785,-3673784.1298,0.785076351463795
"113772","113772",16174624.9785,-3673784.1298,16174644.9785,-3673804.1298,1.05673142124836
"113773","113773",16174624.9785,-3673804.1298,16174644.9785,-3673824.1298,0.710231611132622
"113774","113774",16174624.9785,-3673824.1298,16174644.9785,-3673844.1298,0.310681766438707
"114331","114331",16174644.9785,-3673744.1298,16174664.9785,-3673764.1298,1.19858195917173
"114332","114332",16174644.9785,-3673764.1298,16174664.9785,-3673784.1298,0.614224018231034
"114333","114333",16174644.9785,-3673784.1298,16174664.9785,-3673804.1298,0.939976783841848
"114334","114334",16174644.9785,-3673804.1298,16174664.9785,-3673824.1298,0.544844718873501
"114335","114335",16174644.9785,-3673824.1298,16174664.9785,-3673844.1298,0.542885780721516
"114336","114336",16174644.9785,-3673844.1298,16174664.9785,-3673864.1298,0.847838153701802
"114337","114337",16174644.9785,-3673864.1298,16174664.9785,-3673884.1298,0.938026890868232
"114342","114342",16174644.9785,-3673964.1298,16174664.9785,-3673984.1298,1.13228832547729
"114892","114892",16174664.9785,-3673744.1298,16174684.9785,-3673764.1298,0.219218113544312
"114893","114893",16174664.9785,-3673764.1298,16174684.9785,-3673784.1298,0.45392717121169
"114894","114894",16174664.9785,-3673784.1298,16174684.9785,-3673804.1298,1.15082184955478
"114895","114895",16174664.9785,-3673804.1298,16174684.9785,-3673824.1298,1.04280947491527
"114896","114896",16174664.9785,-3673824.1298,16174684.9785,-3673844.1298,0.556912254542112
"114897","114897",16174664.9785,-3673844.1298,16174684.9785,-3673864.1298,1.40831198036671
"114898","114898",16174664.9785,-3673864.1298,16174684.9785,-3673884.1298,0.905016674041748
"114899","114899",16174664.9785,-3673884.1298,16174684.9785,-3673904.1298,0.47816979194033
"114900","114900",16174664.9785,-3673904.1298,16174684.9785,-3673924.1298,1.02767804328431
"114901","114901",16174664.9785,-3673924.1298,16174684.9785,-3673944.1298,2.04080287456512
"114902","114902",16174664.9785,-3673944.1298,16174684.9785,-3673964.1298,2.26586090880919
"114903","114903",16174664.9785,-3673964.1298,16174684.9785,-3673984.1298,3.23512195125975
"114906","114906",16174664.9785,-3674024.1298,16174684.9785,-3674044.1298,2.54733864466349
"114905","114905",16174664.9785,-3674004.1298,16174684.9785,-3674024.1298,4.01435430250435
"114904","114904",16174664.9785,-3673984.1298,16174684.9785,-3674004.1298,3.47718197315723
"115488","115488",16174684.9785,-3674444.1298,16174704.9785,-3674464.1298,1.16736290761115
"115487","115487",16174684.9785,-3674424.1298,16174704.9785,-3674444.1298,2.92182470079678
"115486","115486",16174684.9785,-3674404.1298,16174704.9785,-3674424.1298,4.32901501505157
"115485","115485",16174684.9785,-3674384.1298,16174704.9785,-3674404.1298,1.65122169926322
"115484","115484",16174684.9785,-3674364.1298,16174704.9785,-3674384.1298,0.869800691721869
"115483","115483",16174684.9785,-3674344.1298,16174704.9785,-3674364.1298,0.826113589594018
"115478","115478",16174684.9785,-3674244.1298,16174704.9785,-3674264.1298,4.02910780906677
"115477","115477",16174684.9785,-3674224.1298,16174704.9785,-3674244.1298,3.09581361876594
"115476","115476",16174684.9785,-3674204.1298,16174704.9785,-3674224.1298,2.03593674798807
"115475","115475",16174684.9785,-3674184.1298,16174704.9785,-3674204.1298,1.10887453607891
"115474","115474",16174684.9785,-3674164.1298,16174704.9785,-3674184.1298,0.444530747830868
"115472","115472",16174684.9785,-3674124.1298,16174704.9785,-3674144.1298,0.445969257503748
"115471","115471",16174684.9785,-3674104.1298,16174704.9785,-3674124.1298,0.217906577975158
"115470","115470",16174684.9785,-3674084.1298,16174704.9785,-3674104.1298,0.194040002318116
"115469","115469",16174684.9785,-3674064.1298,16174704.9785,-3674084.1298,0.353263553671057
"115468","115468",16174684.9785,-3674044.1298,16174704.9785,-3674064.1298,0.428673742184272
"115467","115467",16174684.9785,-3674024.1298,16174704.9785,-3674044.1298,1.06943259395969
"115466","115466",16174684.9785,-3674004.1298,16174704.9785,-3674024.1298,3.31347788721323
"115465","115465",16174684.9785,-3673984.1298,16174704.9785,-3674004.1298,5.00955865502358
"115511","115511",16174684.9785,-3674904.1298,16174704.9785,-3674924.1298,4.81676987681234
"116051","116051",16174704.9785,-3674484.1298,16174724.9785,-3674504.1298,2.64782005229799
"116050","116050",16174704.9785,-3674464.1298,16174724.9785,-3674484.1298,2.17507845734897
"116049","116049",16174704.9785,-3674444.1298,16174724.9785,-3674464.1298,1.81611003666899
"116048","116048",16174704.9785,-3674424.1298,16174724.9785,-3674444.1298,1.6995433434844
"116047","116047",16174704.9785,-3674404.1298,16174724.9785,-3674424.1298,1.92964540868998
"116046","116046",16174704.9785,-3674384.1298,16174724.9785,-3674404.1298,1.35664060726762
"116045","116045",16174704.9785,-3674364.1298,16174724.9785,-3674384.1298,1.62209725305438
"116044","116044",16174704.9785,-3674344.1298,16174724.9785,-3674364.1298,1.21051175328298
"116043","116043",16174704.9785,-3674324.1298,16174724.9785,-3674344.1298,0.980064236987246
"116042","116042",16174704.9785,-3674304.1298,16174724.9785,-3674324.1298,1.75567058569878
"116041","116041",16174704.9785,-3674284.1298,16174724.9785,-3674304.1298,1.72288645344016
"116040","116040",16174704.9785,-3674264.1298,16174724.9785,-3674284.1298,1.41017105077442
"116039","116039",16174704.9785,-3674244.1298,16174724.9785,-3674264.1298,2.44906896623698
"116038","116038",16174704.9785,-3674224.1298,16174724.9785,-3674244.1298,2.11543251723051
"116037","116037",16174704.9785,-3674204.1298,16174724.9785,-3674224.1298,1.80495356142521
"116036","116036",16174704.9785,-3674184.1298,16174724.9785,-3674204.1298,1.06508780062199
"116035","116035",16174704.9785,-3674164.1298,16174724.9785,-3674184.1298,0.512151197344065
"116034","116034",16174704.9785,-3674144.1298,16174724.9785,-3674164.1298,0.579154039965943
"116033","116033",16174704.9785,-3674124.1298,16174724.9785,-3674144.1298,0.507369994439862
"116032","116032",16174704.9785,-3674104.1298,16174724.9785,-3674124.1298,0.248676589988172
"116031","116031",16174704.9785,-3674084.1298,16174724.9785,-3674104.1298,0.164296323675662
"116030","116030",16174704.9785,-3674064.1298,16174724.9785,-3674084.1298,0.120366671190131
"116029","116029",16174704.9785,-3674044.1298,16174724.9785,-3674064.1298,0.0974879883229733
"116028","116028",16174704.9785,-3674024.1298,16174724.9785,-3674044.1298,0.307100667767227
"116027","116027",16174704.9785,-3674004.1298,16174724.9785,-3674024.1298,1.30094682350755
"116026","116026",16174704.9785,-3673984.1298,16174724.9785,-3674004.1298,4.75231791317463
"116071","116071",16174704.9785,-3674884.1298,16174724.9785,-3674904.1298,4.03893801487914
"116072","116072",16174704.9785,-3674904.1298,16174724.9785,-3674924.1298,4.21564095504439
"116073","116073",16174704.9785,-3674924.1298,16174724.9785,-3674944.1298,3.87908426920573
"115453","115453",16174684.9785,-3673744.1298,16174704.9785,-3673764.1298,0.279816143282435
"115454","115454",16174684.9785,-3673764.1298,16174704.9785,-3673784.1298,1.14808673866093
"115455","115455",16174684.9785,-3673784.1298,16174704.9785,-3673804.1298,1.94821897149086
"115456","115456",16174684.9785,-3673804.1298,16174704.9785,-3673824.1298,1.46386729121208
"115457","115457",16174684.9785,-3673824.1298,16174704.9785,-3673844.1298,0.577235818728805
"115458","115458",16174684.9785,-3673844.1298,16174704.9785,-3673864.1298,0.570003457739949
"115459","115459",16174684.9785,-3673864.1298,16174704.9785,-3673884.1298,1.02953488126397
"115460","115460",16174684.9785,-3673884.1298,16174704.9785,-3673904.1298,1.89204563640058
"115461","115461",16174684.9785,-3673904.1298,16174704.9785,-3673924.1298,2.12138630136847
"115462","115462",16174684.9785,-3673924.1298,16174704.9785,-3673944.1298,3.49960367232561
"115463","115463",16174684.9785,-3673944.1298,16174704.9785,-3673964.1298,4.41297908306122
"115464","115464",16174684.9785,-3673964.1298,16174704.9785,-3673984.1298,5.32937557458878
"116014","116014",16174704.9785,-3673744.1298,16174724.9785,-3673764.1298,0.869102162800052
"116015","116015",16174704.9785,-3673764.1298,16174724.9785,-3673784.1298,1.23465247318149
"116016","116016",16174704.9785,-3673784.1298,16174724.9785,-3673804.1298,1.30101205259562
"116017","116017",16174704.9785,-3673804.1298,16174724.9785,-3673824.1298,0.92632988974452
"116018","116018",16174704.9785,-3673824.1298,16174724.9785,-3673844.1298,0.548983736410737
"116019","116019",16174704.9785,-3673844.1298,16174724.9785,-3673864.1298,0.749776636809111
"116020","116020",16174704.9785,-3673864.1298,16174724.9785,-3673884.1298,3.32260828122497
"116021","116021",16174704.9785,-3673884.1298,16174724.9785,-3673904.1298,5.94020308792591
"116022","116022",16174704.9785,-3673904.1298,16174724.9785,-3673924.1298,3.7863862401247
"116023","116023",16174704.9785,-3673924.1298,16174724.9785,-3673944.1298,2.54765998244286
"116024","116024",16174704.9785,-3673944.1298,16174724.9785,-3673964.1298,2.7448456569016
"116025","116025",16174704.9785,-3673964.1298,16174724.9785,-3673984.1298,4.60429036021233
"116575","116575",16174724.9785,-3673744.1298,16174744.9785,-3673764.1298,1.32273925271901
"116576","116576",16174724.9785,-3673764.1298,16174744.9785,-3673784.1298,1.71223377615213
"116577","116577",16174724.9785,-3673784.1298,16174744.9785,-3673804.1298,1.77864170610905
"116578","116578",16174724.9785,-3673804.1298,16174744.9785,-3673824.1298,1.51941238924861
"116579","116579",16174724.9785,-3673824.1298,16174744.9785,-3673844.1298,0.59990751311183
"116580","116580",16174724.9785,-3673844.1298,16174744.9785,-3673864.1298,0.52383913366124
"116581","116581",16174724.9785,-3673864.1298,16174744.9785,-3673884.1298,2.89073960915208
"116582","116582",16174724.9785,-3673884.1298,16174744.9785,-3673904.1298,6.11308768630028
"116583","116583",16174724.9785,-3673904.1298,16174744.9785,-3673924.1298,3.63624158352613
"116584","116584",16174724.9785,-3673924.1298,16174744.9785,-3673944.1298,1.45665733620524
"116585","116585",16174724.9785,-3673944.1298,16174744.9785,-3673964.1298,0.461449010781944
"116586","116586",16174724.9785,-3673964.1298,16174744.9785,-3673984.1298,2.76776712544262
"116616","116616",16174724.9785,-3674564.1298,16174744.9785,-3674584.1298,5.30070463816325
"116615","116615",16174724.9785,-3674544.1298,16174744.9785,-3674564.1298,5.60911607114892
"116614","116614",16174724.9785,-3674524.1298,16174744.9785,-3674544.1298,4.65764765704379
"116613","116613",16174724.9785,-3674504.1298,16174744.9785,-3674524.1298,4.36644507657497
"116612","116612",16174724.9785,-3674484.1298,16174744.9785,-3674504.1298,3.50366144069082
"116611","116611",16174724.9785,-3674464.1298,16174744.9785,-3674484.1298,2.69458019167185
"116610","116610",16174724.9785,-3674444.1298,16174744.9785,-3674464.1298,3.21713912785053
"116609","116609",16174724.9785,-3674424.1298,16174744.9785,-3674444.1298,3.35368639349937
"116608","116608",16174724.9785,-3674404.1298,16174744.9785,-3674424.1298,1.85919365718961
"116607","116607",16174724.9785,-3674384.1298,16174744.9785,-3674404.1298,1.41081430882215
"116606","116606",16174724.9785,-3674364.1298,16174744.9785,-3674384.1298,2.83019797563553
"116605","116605",16174724.9785,-3674344.1298,16174744.9785,-3674364.1298,2.97740229427814
"116604","116604",16174724.9785,-3674324.1298,16174744.9785,-3674344.1298,3.17920860499144
"116603","116603",16174724.9785,-3674304.1298,16174744.9785,-3674324.1298,4.35712076723576
"116602","116602",16174724.9785,-3674284.1298,16174744.9785,-3674304.1298,1.81194872945547
"116601","116601",16174724.9785,-3674264.1298,16174744.9785,-3674284.1298,1.85110711604357
"116600","116600",16174724.9785,-3674244.1298,16174744.9785,-3674264.1298,1.33160933077335
"116599","116599",16174724.9785,-3674224.1298,16174744.9785,-3674244.1298,0.848793300539255
"116598","116598",16174724.9785,-3674204.1298,16174744.9785,-3674224.1298,1.00047175481915
"116597","116597",16174724.9785,-3674184.1298,16174744.9785,-3674204.1298,1.08320349857211
"116596","116596",16174724.9785,-3674164.1298,16174744.9785,-3674184.1298,0.733689222857356
"116595","116595",16174724.9785,-3674144.1298,16174744.9785,-3674164.1298,0.337796311564744
"116594","116594",16174724.9785,-3674124.1298,16174744.9785,-3674144.1298,0.44618530318141
"116593","116593",16174724.9785,-3674104.1298,16174744.9785,-3674124.1298,0.293827021457255
"116592","116592",16174724.9785,-3674084.1298,16174744.9785,-3674104.1298,0.140763662531972
"116591","116591",16174724.9785,-3674064.1298,16174744.9785,-3674084.1298,0.0422211409988813
"116590","116590",16174724.9785,-3674044.1298,16174744.9785,-3674064.1298,0.0415863707917742
"116589","116589",16174724.9785,-3674024.1298,16174744.9785,-3674044.1298,0.110045477342792
"116588","116588",16174724.9785,-3674004.1298,16174744.9785,-3674024.1298,0.618680272810161
"116587","116587",16174724.9785,-3673984.1298,16174744.9785,-3674004.1298,3.01076174691319
"116631","116631",16174724.9785,-3674864.1298,16174744.9785,-3674884.1298,4.7229890719704
"116632","116632",16174724.9785,-3674884.1298,16174744.9785,-3674904.1298,4.74301461612477
"116633","116633",16174724.9785,-3674904.1298,16174744.9785,-3674924.1298,4.47739404201508
"116634","116634",16174724.9785,-3674924.1298,16174744.9785,-3674944.1298,3.90704801455647
"120029","120029",16174844.9785,-3675504.1298,16174864.9785,-3675524.1298,5.71943325308119
"120028","120028",16174844.9785,-3675484.1298,16174864.9785,-3675504.1298,4.80257461184547
"120027","120027",16174844.9785,-3675464.1298,16174864.9785,-3675484.1298,3.1256065201115
"120026","120026",16174844.9785,-3675444.1298,16174864.9785,-3675464.1298,3.3409087838245
"120025","120025",16174844.9785,-3675424.1298,16174864.9785,-3675444.1298,3.35445422036894
"120024","120024",16174844.9785,-3675404.1298,16174864.9785,-3675424.1298,3.08396501878722
"120023","120023",16174844.9785,-3675384.1298,16174864.9785,-3675404.1298,3.59200967152913
"120022","120022",16174844.9785,-3675364.1298,16174864.9785,-3675384.1298,3.14258734775039
"120021","120021",16174844.9785,-3675344.1298,16174864.9785,-3675364.1298,2.78479251157435
"120020","120020",16174844.9785,-3675324.1298,16174864.9785,-3675344.1298,3.59659816980362
"120019","120019",16174844.9785,-3675304.1298,16174864.9785,-3675324.1298,1.89975036859512
"120018","120018",16174844.9785,-3675284.1298,16174864.9785,-3675304.1298,1.49706761538982
"120017","120017",16174844.9785,-3675264.1298,16174864.9785,-3675284.1298,1.59155401974916
"120016","120016",16174844.9785,-3675244.1298,16174864.9785,-3675264.1298,4.35069347202778
"120015","120015",16174844.9785,-3675224.1298,16174864.9785,-3675244.1298,4.12879227757454
"120014","120014",16174844.9785,-3675204.1298,16174864.9785,-3675224.1298,1.63434405833483
"120013","120013",16174844.9785,-3675184.1298,16174864.9785,-3675204.1298,1.50431234970689
"120012","120012",16174844.9785,-3675164.1298,16174864.9785,-3675184.1298,4.50644053220749
"120011","120011",16174844.9785,-3675144.1298,16174864.9785,-3675164.1298,4.30437306642532
"120010","120010",16174844.9785,-3675124.1298,16174864.9785,-3675144.1298,3.02523996114731
"120009","120009",16174844.9785,-3675104.1298,16174864.9785,-3675124.1298,4.5415746319294
"120008","120008",16174844.9785,-3675084.1298,16174864.9785,-3675104.1298,4.94230687141418
"120007","120007",16174844.9785,-3675064.1298,16174864.9785,-3675084.1298,4.13431016027927
"120006","120006",16174844.9785,-3675044.1298,16174864.9785,-3675064.1298,2.64367358505726
"120005","120005",16174844.9785,-3675024.1298,16174864.9785,-3675044.1298,2.93731222450733
"120004","120004",16174844.9785,-3675004.1298,16174864.9785,-3675024.1298,1.40953560438007
"119460","119460",16174824.9785,-3675344.1298,16174844.9785,-3675364.1298,3.53800372674432
"119459","119459",16174824.9785,-3675324.1298,16174844.9785,-3675344.1298,4.07202456060209
"119458","119458",16174824.9785,-3675304.1298,16174844.9785,-3675324.1298,1.94730401352048
"119457","119457",16174824.9785,-3675284.1298,16174844.9785,-3675304.1298,1.31051736414433
"119456","119456",16174824.9785,-3675264.1298,16174844.9785,-3675284.1298,1.76791579127312
"119455","119455",16174824.9785,-3675244.1298,16174844.9785,-3675264.1298,2.64274948745966
"119454","119454",16174824.9785,-3675224.1298,16174844.9785,-3675244.1298,2.04809169262648
"119453","119453",16174824.9785,-3675204.1298,16174844.9785,-3675224.1298,1.0667766289413
"119452","119452",16174824.9785,-3675184.1298,16174844.9785,-3675204.1298,1.38156600549817
"119451","119451",16174824.9785,-3675164.1298,16174844.9785,-3675184.1298,4.08831815779209
"119450","119450",16174824.9785,-3675144.1298,16174844.9785,-3675164.1298,4.7916151291132
"119449","119449",16174824.9785,-3675124.1298,16174844.9785,-3675144.1298,4.15272236347198
"119448","119448",16174824.9785,-3675104.1298,16174844.9785,-3675124.1298,5.14960831403732
"119447","119447",16174824.9785,-3675084.1298,16174844.9785,-3675104.1298,4.6772036832571
"119446","119446",16174824.9785,-3675064.1298,16174844.9785,-3675084.1298,2.98739446520805
"119445","119445",16174824.9785,-3675044.1298,16174844.9785,-3675064.1298,3.79262237787247
"119444","119444",16174824.9785,-3675024.1298,16174844.9785,-3675044.1298,4.34361156344414
"119443","119443",16174824.9785,-3675004.1298,16174844.9785,-3675024.1298,3.97973999023437
"118898","118898",16174804.9785,-3675324.1298,16174824.9785,-3675344.1298,5.94140397662848
"118897","118897",16174804.9785,-3675304.1298,16174824.9785,-3675324.1298,4.28651785343885
"118896","118896",16174804.9785,-3675284.1298,16174824.9785,-3675304.1298,1.91996509432793
