id,left,top,right,bottom,row_index,col_index,ALS_30m_1mean
39572,338233.875535156,6533275.8492533,338263.875535156,6533245.8492533,287,122,3.84521783258497
39573,338233.875535156,6533245.8492533,338263.875535156,6533215.8492533,288,122,3.32631264665021
39574,338233.875535156,6533215.8492533,338263.875535156,6533185.8492533,289,122,2.84189689734886
39862,338263.875535156,6534235.8492533,338293.875535156,6534205.8492533,255,123,0.193317479521655
39863,338263.875535156,6534205.8492533,338293.875535156,6534175.8492533,256,123,0.362372556080421
39864,338263.875535156,6534175.8492533,338293.875535156,6534145.8492533,257,123,0.555246302373707
39865,338263.875535156,6534145.8492533,338293.875535156,6534115.8492533,258,123,0.356335655884403
39866,338263.875535156,6534115.8492533,338293.875535156,6534085.8492533,259,123,2.14880438434496
39867,338263.875535156,6534085.8492533,338293.875535156,6534055.8492533,260,123,0.571237217272996
39868,338263.875535156,6534055.8492533,338293.875535156,6534025.8492533,261,123,0.114185244234067
39869,338263.875535156,6534025.8492533,338293.875535156,6533995.8492533,262,123,0.0144214881717195
39870,338263.875535156,6533995.8492533,338293.875535156,6533965.8492533,263,123,0.122116225407743
39871,338263.875535156,6533965.8492533,338293.875535156,6533935.8492533,264,123,0.107876855506976
39872,338263.875535156,6533935.8492533,338293.875535156,6533905.8492533,265,123,0.11242814365257
39873,338263.875535156,6533905.8492533,338293.875535156,6533875.8492533,266,123,0.263665093208353
39874,338263.875535156,6533875.8492533,338293.875535156,6533845.8492533,267,123,1.68455010121895
39875,338263.875535156,6533845.8492533,338293.875535156,6533815.8492533,268,123,4.63070770588186
39876,338263.875535156,6533815.8492533,338293.875535156,6533785.8492533,269,123,2.49933766444524
39877,338263.875535156,6533785.8492533,338293.875535156,6533755.8492533,270,123,2.26511671990156
39878,338263.875535156,6533755.8492533,338293.875535156,6533725.8492533,271,123,4.55820484926303
39879,338263.875535156,6533725.8492533,338293.875535156,6533695.8492533,272,123,2.91137771513727
39880,338263.875535156,6533695.8492533,338293.875535156,6533665.8492533,273,123,2.3517992792858
39881,338263.875535156,6533665.8492533,338293.875535156,6533635.8492533,274,123,4.21841429962052
39882,338263.875535156,6533635.8492533,338293.875535156,6533605.8492533,275,123,4.53932214577993
39883,338263.875535156,6533605.8492533,338293.875535156,6533575.8492533,276,123,4.42373752574126
39884,338263.875535156,6533575.8492533,338293.875535156,6533545.8492533,277,123,2.41873845219612
39885,338263.875535156,6533545.8492533,338293.875535156,6533515.8492533,278,123,2.87469647106197
39886,338263.875535156,6533515.8492533,338293.875535156,6533485.8492533,279,123,4.63131097462511
39887,338263.875535156,6533485.8492533,338293.875535156,6533455.8492533,280,123,4.14402320716954
39893,338263.875535156,6533305.8492533,338293.875535156,6533275.8492533,286,123,0.524943773235593
39894,338263.875535156,6533275.8492533,338293.875535156,6533245.8492533,287,123,4.09231831308125
39895,338263.875535156,6533245.8492533,338293.875535156,6533215.8492533,288,123,4.24953415877289
39896,338263.875535156,6533215.8492533,338293.875535156,6533185.8492533,289,123,2.9499973755175
40184,338293.875535156,6534235.8492533,338323.875535156,6534205.8492533,255,124,0.166863569794461
40185,338293.875535156,6534205.8492533,338323.875535156,6534175.8492533,256,124,0.189157141436719
40186,338293.875535156,6534175.8492533,338323.875535156,6534145.8492533,257,124,0.189243379849423
40187,338293.875535156,6534145.8492533,338323.875535156,6534115.8492533,258,124,0.458807727127439
40188,338293.875535156,6534115.8492533,338323.875535156,6534085.8492533,259,124,0.037362844307193
40189,338293.875535156,6534085.8492533,338323.875535156,6534055.8492533,260,124,0.000480792343607087
40190,338293.875535156,6534055.8492533,338323.875535156,6534025.8492533,261,124,0.0655823228515761
40191,338293.875535156,6534025.8492533,338323.875535156,6533995.8492533,262,124,0.0231855772514367
40192,338293.875535156,6533995.8492533,338323.875535156,6533965.8492533,263,124,0.0513533374658113
40193,338293.875535156,6533965.8492533,338323.875535156,6533935.8492533,264,124,0.383669495514284
40194,338293.875535156,6533935.8492533,338323.875535156,6533905.8492533,265,124,0.404497816020416
40195,338293.875535156,6533905.8492533,338323.875535156,6533875.8492533,266,124,0.429379594346715
40196,338293.875535156,6533875.8492533,338323.875535156,6533845.8492533,267,124,1.31988274209201
40197,338293.875535156,6533845.8492533,338323.875535156,6533815.8492533,268,124,2.44469729138745
40198,338293.875535156,6533815.8492533,338323.875535156,6533785.8492533,269,124,2.1394322746661
40199,338293.875535156,6533785.8492533,338323.875535156,6533755.8492533,270,124,1.5185423257947
40200,338293.875535156,6533755.8492533,338323.875535156,6533725.8492533,271,124,3.07979615691635
40201,338293.875535156,6533725.8492533,338323.875535156,6533695.8492533,272,124,4.53280643906858
40202,338293.875535156,6533695.8492533,338323.875535156,6533665.8492533,273,124,2.9858382494996
40203,338293.875535156,6533665.8492533,338323.875535156,6533635.8492533,274,124,2.17576998516917
40204,338293.875535156,6533635.8492533,338323.875535156,6533605.8492533,275,124,4.54840097387632
40205,338293.875535156,6533605.8492533,338323.875535156,6533575.8492533,276,124,3.44004333343771
40206,338293.875535156,6533575.8492533,338323.875535156,6533545.8492533,277,124,3.59566900581121
40207,338293.875535156,6533545.8492533,338323.875535156,6533515.8492533,278,124,1.3987088819676
40208,338293.875535156,6533515.8492533,338323.875535156,6533485.8492533,279,124,3.00411208040184
40209,338293.875535156,6533485.8492533,338323.875535156,6533455.8492533,280,124,3.05666406904934
40210,338293.875535156,6533455.8492533,338323.875535156,6533425.8492533,281,124,2.00023031303599
40211,338293.875535156,6533425.8492533,338323.875535156,6533395.8492533,282,124,3.36084762166639
40212,338293.875535156,6533395.8492533,338323.875535156,6533365.8492533,283,124,6.39177875684449
40213,338293.875535156,6533365.8492533,338323.875535156,6533335.8492533,284,124,5.86065004354432
40214,338293.875535156,6533335.8492533,338323.875535156,6533305.8492533,285,124,2.56744700226723
40215,338293.875535156,6533305.8492533,338323.875535156,6533275.8492533,286,124,1.1343319078325
40216,338293.875535156,6533275.8492533,338323.875535156,6533245.8492533,287,124,0.767118946291092
40217,338293.875535156,6533245.8492533,338323.875535156,6533215.8492533,288,124,1.33725870242239
40218,338293.875535156,6533215.8492533,338323.875535156,6533185.8492533,289,124,2.34998941064346
40219,338293.875535156,6533185.8492533,338323.875535156,6533155.8492533,290,124,3.49011506798227
40220,338293.875535156,6533155.8492533,338323.875535156,6533125.8492533,291,124,4.79753889503822
40221,338293.875535156,6533125.8492533,338323.875535156,6533095.8492533,292,124,4.71380588698027
40222,338293.875535156,6533095.8492533,338323.875535156,6533065.8492533,293,124,6.07921121306506
40223,338293.875535156,6533065.8492533,338323.875535156,6533035.8492533,294,124,2.60375426572322
40224,338293.875535156,6533035.8492533,338323.875535156,6533005.8492533,295,124,0.968499310490962
40225,338293.875535156,6533005.8492533,338323.875535156,6532975.8492533,296,124,1.66211288951222
40226,338293.875535156,6532975.8492533,338323.875535156,6532945.8492533,297,124,4.2838811220321
40227,338293.875535156,6532945.8492533,338323.875535156,6532915.8492533,298,124,1.87194722924355
40228,338293.875535156,6532915.8492533,338323.875535156,6532885.8492533,299,124,1.60511369865658
40229,338293.875535156,6532885.8492533,338323.875535156,6532855.8492533,300,124,4.28642906444241
40506,338323.875535156,6534235.8492533,338353.875535156,6534205.8492533,255,125,0.361366145618813
40507,338323.875535156,6534205.8492533,338353.875535156,6534175.8492533,256,125,0.582646877050607
40508,338323.875535156,6534175.8492533,338353.875535156,6534145.8492533,257,125,0.209331664864698
40509,338323.875535156,6534145.8492533,338353.875535156,6534115.8492533,258,125,0.612599749366442
40510,338323.875535156,6534115.8492533,338353.875535156,6534085.8492533,259,125,0.556807410910728
40511,338323.875535156,6534085.8492533,338353.875535156,6534055.8492533,260,125,0.0412967594876814
40512,338323.875535156,6534055.8492533,338353.875535156,6534025.8492533,261,125,0.0346704739363248
40513,338323.875535156,6534025.8492533,338353.875535156,6533995.8492533,262,125,0.0481384125087869
40514,338323.875535156,6533995.8492533,338353.875535156,6533965.8492533,263,125,0.164143996082971
40515,338323.875535156,6533965.8492533,338353.875535156,6533935.8492533,264,125,0.5513630009277
40516,338323.875535156,6533935.8492533,338353.875535156,6533905.8492533,265,125,0.518150242732631
40517,338323.875535156,6533905.8492533,338353.875535156,6533875.8492533,266,125,0.379248121101409
40518,338323.875535156,6533875.8492533,338353.875535156,6533845.8492533,267,125,1.61269797139698
40519,338323.875535156,6533845.8492533,338353.875535156,6533815.8492533,268,125,1.46651871032185
40520,338323.875535156,6533815.8492533,338353.875535156,6533785.8492533,269,125,1.48134645235207
40521,338323.875535156,6533785.8492533,338353.875535156,6533755.8492533,270,125,1.20386625460453
40522,338323.875535156,6533755.8492533,338353.875535156,6533725.8492533,271,125,0.917288861837652
40523,338323.875535156,6533725.8492533,338353.875535156,6533695.8492533,272,125,1.09202912347184
40524,338323.875535156,6533695.8492533,338353.875535156,6533665.8492533,273,125,0.767249423008826
40525,338323.875535156,6533665.8492533,338353.875535156,6533635.8492533,274,125,0.585014136640562
40526,338323.875535156,6533635.8492533,338353.875535156,6533605.8492533,275,125,4.29527996218867
40527,338323.875535156,6533605.8492533,338353.875535156,6533575.8492533,276,125,3.71652413196034
40528,338323.875535156,6533575.8492533,338353.875535156,6533545.8492533,277,125,2.65867092930608
40529,338323.875535156,6533545.8492533,338353.875535156,6533515.8492533,278,125,1.51502917282283
40530,338323.875535156,6533515.8492533,338353.875535156,6533485.8492533,279,125,2.3514758259058
40531,338323.875535156,6533485.8492533,338353.875535156,6533455.8492533,280,125,3.1396787683169
40532,338323.875535156,6533455.8492533,338353.875535156,6533425.8492533,281,125,1.77886760994792
40533,338323.875535156,6533425.8492533,338353.875535156,6533395.8492533,282,125,2.87011465854115
40534,338323.875535156,6533395.8492533,338353.875535156,6533365.8492533,283,125,3.14164675378137
40535,338323.875535156,6533365.8492533,338353.875535156,6533335.8492533,284,125,3.44507044086854
40536,338323.875535156,6533335.8492533,338353.875535156,6533305.8492533,285,125,3.504524187843
40537,338323.875535156,6533305.8492533,338353.875535156,6533275.8492533,286,125,4.10870740976599
40538,338323.875535156,6533275.8492533,338353.875535156,6533245.8492533,287,125,2.57735972884629
40539,338323.875535156,6533245.8492533,338353.875535156,6533215.8492533,288,125,0.643988791907258
40540,338323.875535156,6533215.8492533,338353.875535156,6533185.8492533,289,125,1.20178159286165
40541,338323.875535156,6533185.8492533,338353.875535156,6533155.8492533,290,125,3.19922206923366
40542,338323.875535156,6533155.8492533,338353.875535156,6533125.8492533,291,125,4.59133135169744
40543,338323.875535156,6533125.8492533,338353.875535156,6533095.8492533,292,125,4.21834185798963
40544,338323.875535156,6533095.8492533,338353.875535156,6533065.8492533,293,125,4.90107670161459
40545,338323.875535156,6533065.8492533,338353.875535156,6533035.8492533,294,125,4.05295751129588
40546,338323.875535156,6533035.8492533,338353.875535156,6533005.8492533,295,125,3.50923455942008
40547,338323.875535156,6533005.8492533,338353.875535156,6532975.8492533,296,125,1.45366865121656
40548,338323.875535156,6532975.8492533,338353.875535156,6532945.8492533,297,125,1.99684945848253
40549,338323.875535156,6532945.8492533,338353.875535156,6532915.8492533,298,125,1.36276327937841
40550,338323.875535156,6532915.8492533,338353.875535156,6532885.8492533,299,125,1.60256748025616
40551,338323.875535156,6532885.8492533,338353.875535156,6532855.8492533,300,125,4.30159832284245
40828,338353.875535156,6534235.8492533,338383.875535156,6534205.8492533,255,126,0.227335262849058
40829,338353.875535156,6534205.8492533,338383.875535156,6534175.8492533,256,126,0.285880411511316
40830,338353.875535156,6534175.8492533,338383.875535156,6534145.8492533,257,126,0.249644349519577
40831,338353.875535156,6534145.8492533,338383.875535156,6534115.8492533,258,126,0.575325121282496
40832,338353.875535156,6534115.8492533,338383.875535156,6534085.8492533,259,126,0.282316636624617
40833,338353.875535156,6534085.8492533,338383.875535156,6534055.8492533,260,126,0.411608962718811
40834,338353.875535156,6534055.8492533,338383.875535156,6534025.8492533,261,126,1.4880067546914
40835,338353.875535156,6534025.8492533,338383.875535156,6533995.8492533,262,126,0.196741369702698
40836,338353.875535156,6533995.8492533,338383.875535156,6533965.8492533,263,126,0.47259622051691
40837,338353.875535156,6533965.8492533,338383.875535156,6533935.8492533,264,126,0.766074257426792
40838,338353.875535156,6533935.8492533,338383.875535156,6533905.8492533,265,126,1.08267885090576
40839,338353.875535156,6533905.8492533,338383.875535156,6533875.8492533,266,126,0.833087669370903
40840,338353.875535156,6533875.8492533,338383.875535156,6533845.8492533,267,126,1.22088113649852
40841,338353.875535156,6533845.8492533,338383.875535156,6533815.8492533,268,126,1.31462604065736
40842,338353.875535156,6533815.8492533,338383.875535156,6533785.8492533,269,126,1.46968223480715
40843,338353.875535156,6533785.8492533,338383.875535156,6533755.8492533,270,126,2.18526312659184
40844,338353.875535156,6533755.8492533,338383.875535156,6533725.8492533,271,126,0.808616609374682
40845,338353.875535156,6533725.8492533,338383.875535156,6533695.8492533,272,126,0.399744116322448
40846,338353.875535156,6533695.8492533,338383.875535156,6533665.8492533,273,126,0.618574720650083
40847,338353.875535156,6533665.8492533,338383.875535156,6533635.8492533,274,126,1.14698455827932
40848,338353.875535156,6533635.8492533,338383.875535156,6533605.8492533,275,126,6.04179722385274
40849,338353.875535156,6533605.8492533,338383.875535156,6533575.8492533,276,126,3.38684770693382
40850,338353.875535156,6533575.8492533,338383.875535156,6533545.8492533,277,126,2.2019080855449
40851,338353.875535156,6533545.8492533,338383.875535156,6533515.8492533,278,126,2.49026585174931
40852,338353.875535156,6533515.8492533,338383.875535156,6533485.8492533,279,126,2.03290362351471
40853,338353.875535156,6533485.8492533,338383.875535156,6533455.8492533,280,126,2.94736026740736
40854,338353.875535156,6533455.8492533,338383.875535156,6533425.8492533,281,126,3.11460687789652
40855,338353.875535156,6533425.8492533,338383.875535156,6533395.8492533,282,126,4.67259986056222
40856,338353.875535156,6533395.8492533,338383.875535156,6533365.8492533,283,126,2.7968419715431
40857,338353.875535156,6533365.8492533,338383.875535156,6533335.8492533,284,126,3.8827106775509
40858,338353.875535156,6533335.8492533,338383.875535156,6533305.8492533,285,126,4.10911152806547
40859,338353.875535156,6533305.8492533,338383.875535156,6533275.8492533,286,126,4.43154962354236
40860,338353.875535156,6533275.8492533,338383.875535156,6533245.8492533,287,126,2.80874710349573
40861,338353.875535156,6533245.8492533,338383.875535156,6533215.8492533,288,126,4.05290762543678
40862,338353.875535156,6533215.8492533,338383.875535156,6533185.8492533,289,126,4.49591737546855
40863,338353.875535156,6533185.8492533,338383.875535156,6533155.8492533,290,126,0.647510577467167
40864,338353.875535156,6533155.8492533,338383.875535156,6533125.8492533,291,126,0.888428618980106
40865,338353.875535156,6533125.8492533,338383.875535156,6533095.8492533,292,126,1.91235886691319
40866,338353.875535156,6533095.8492533,338383.875535156,6533065.8492533,293,126,4.84370879749457
40867,338353.875535156,6533065.8492533,338383.875535156,6533035.8492533,294,126,3.95013055973583
40868,338353.875535156,6533035.8492533,338383.875535156,6533005.8492533,295,126,4.53299126128356
40869,338353.875535156,6533005.8492533,338383.875535156,6532975.8492533,296,126,1.898538960384
40870,338353.875535156,6532975.8492533,338383.875535156,6532945.8492533,297,126,3.78426730679141
40871,338353.875535156,6532945.8492533,338383.875535156,6532915.8492533,298,126,2.36127013737957
40872,338353.875535156,6532915.8492533,338383.875535156,6532885.8492533,299,126,1.74913420687119
40873,338353.875535156,6532885.8492533,338383.875535156,6532855.8492533,300,126,3.4463577918089
40874,338353.875535156,6532855.8492533,338383.875535156,6532825.8492533,301,126,3.75203116524947
40875,338353.875535156,6532825.8492533,338383.875535156,6532795.8492533,302,126,3.12170252795502
40876,338353.875535156,6532795.8492533,338383.875535156,6532765.8492533,303,126,4.10289022322181
40877,338353.875535156,6532765.8492533,338383.875535156,6532735.8492533,304,126,3.83567931023197
40878,338353.875535156,6532735.8492533,338383.875535156,6532705.8492533,305,126,6.38382725456591
41150,338383.875535156,6534235.8492533,338413.875535156,6534205.8492533,255,127,0.316934122112782
41151,338383.875535156,6534205.8492533,338413.875535156,6534175.8492533,256,127,0.318596324589
41152,338383.875535156,6534175.8492533,338413.875535156,6534145.8492533,257,127,0.910514881003958
41153,338383.875535156,6534145.8492533,338413.875535156,6534115.8492533,258,127,1.1150859359538
41154,338383.875535156,6534115.8492533,338413.875535156,6534085.8492533,259,127,0.820137053236702
41155,338383.875535156,6534085.8492533,338413.875535156,6534055.8492533,260,127,0.273165417575122
41156,338383.875535156,6534055.8492533,338413.875535156,6534025.8492533,261,127,0.344919997278873
41157,338383.875535156,6534025.8492533,338413.875535156,6533995.8492533,262,127,0.308642969785271
41158,338383.875535156,6533995.8492533,338413.875535156,6533965.8492533,263,127,0.0789654481566292
41159,338383.875535156,6533965.8492533,338413.875535156,6533935.8492533,264,127,0.167218016580446
41160,338383.875535156,6533935.8492533,338413.875535156,6533905.8492533,265,127,0.246591543715654
41161,338383.875535156,6533905.8492533,338413.875535156,6533875.8492533,266,127,0.0923892221273208
41162,338383.875535156,6533875.8492533,338413.875535156,6533845.8492533,267,127,0.123829897544411
41163,338383.875535156,6533845.8492533,338413.875535156,6533815.8492533,268,127,0.420652904667788
41164,338383.875535156,6533815.8492533,338413.875535156,6533785.8492533,269,127,0.445635217333006
41165,338383.875535156,6533785.8492533,338413.875535156,6533755.8492533,270,127,0.394864438540406
41166,338383.875535156,6533755.8492533,338413.875535156,6533725.8492533,271,127,1.24478957280517
41167,338383.875535156,6533725.8492533,338413.875535156,6533695.8492533,272,127,0.263983678774805
41168,338383.875535156,6533695.8492533,338413.875535156,6533665.8492533,273,127,0.312764202376
41169,338383.875535156,6533665.8492533,338413.875535156,6533635.8492533,274,127,1.35368961082151
41170,338383.875535156,6533635.8492533,338413.875535156,6533605.8492533,275,127,4.82638288723098
41171,338383.875535156,6533605.8492533,338413.875535156,6533575.8492533,276,127,4.21104500293732
41172,338383.875535156,6533575.8492533,338413.875535156,6533545.8492533,277,127,3.16004676411549
41173,338383.875535156,6533545.8492533,338413.875535156,6533515.8492533,278,127,2.51371244192123
41174,338383.875535156,6533515.8492533,338413.875535156,6533485.8492533,279,127,1.44388354422318
41175,338383.875535156,6533485.8492533,338413.875535156,6533455.8492533,280,127,3.88257204416725
41176,338383.875535156,6533455.8492533,338413.875535156,6533425.8492533,281,127,4.99323572781351
41177,338383.875535156,6533425.8492533,338413.875535156,6533395.8492533,282,127,4.37674977521102
41178,338383.875535156,6533395.8492533,338413.875535156,6533365.8492533,283,127,3.33891196231047
41179,338383.875535156,6533365.8492533,338413.875535156,6533335.8492533,284,127,4.94124973336856
41180,338383.875535156,6533335.8492533,338413.875535156,6533305.8492533,285,127,4.45310346113311
41181,338383.875535156,6533305.8492533,338413.875535156,6533275.8492533,286,127,3.25671055575212
41182,338383.875535156,6533275.8492533,338413.875535156,6533245.8492533,287,127,3.21887417329682
41183,338383.875535156,6533245.8492533,338413.875535156,6533215.8492533,288,127,3.35235868324836
41184,338383.875535156,6533215.8492533,338413.875535156,6533185.8492533,289,127,5.24411387185256
41185,338383.875535156,6533185.8492533,338413.875535156,6533155.8492533,290,127,3.33746568211251
41186,338383.875535156,6533155.8492533,338413.875535156,6533125.8492533,291,127,1.54749866353814
41187,338383.875535156,6533125.8492533,338413.875535156,6533095.8492533,292,127,0.629339847229585
41188,338383.875535156,6533095.8492533,338413.875535156,6533065.8492533,293,127,2.71746111800894
41189,338383.875535156,6533065.8492533,338413.875535156,6533035.8492533,294,127,4.76548381616672
41190,338383.875535156,6533035.8492533,338413.875535156,6533005.8492533,295,127,4.23267971025573
41191,338383.875535156,6533005.8492533,338413.875535156,6532975.8492533,296,127,3.37771016508341
41192,338383.875535156,6532975.8492533,338413.875535156,6532945.8492533,297,127,3.25027181403504
41193,338383.875535156,6532945.8492533,338413.875535156,6532915.8492533,298,127,2.37354845154617
41194,338383.875535156,6532915.8492533,338413.875535156,6532885.8492533,299,127,4.11195332278808
41195,338383.875535156,6532885.8492533,338413.875535156,6532855.8492533,300,127,5.0847746256325
41196,338383.875535156,6532855.8492533,338413.875535156,6532825.8492533,301,127,3.03256065618661
41197,338383.875535156,6532825.8492533,338413.875535156,6532795.8492533,302,127,2.28603593890038
41198,338383.875535156,6532795.8492533,338413.875535156,6532765.8492533,303,127,3.24635470718145
41199,338383.875535156,6532765.8492533,338413.875535156,6532735.8492533,304,127,3.98085737725099
41200,338383.875535156,6532735.8492533,338413.875535156,6532705.8492533,305,127,3.88874001528199
41201,338383.875535156,6532705.8492533,338413.875535156,6532675.8492533,306,127,3.24636764264477
41202,338383.875535156,6532675.8492533,338413.875535156,6532645.8492533,307,127,3.15381474096129
41203,338383.875535156,6532645.8492533,338413.875535156,6532615.8492533,308,127,3.99113945575321
41209,338383.875535156,6532465.8492533,338413.875535156,6532435.8492533,314,127,3.08225297927856
41210,338383.875535156,6532435.8492533,338413.875535156,6532405.8492533,315,127,3.16047525405884
41472,338413.875535156,6534235.8492533,338443.875535156,6534205.8492533,255,128,1.65855727047973
41473,338413.875535156,6534205.8492533,338443.875535156,6534175.8492533,256,128,1.3591168655124
41474,338413.875535156,6534175.8492533,338443.875535156,6534145.8492533,257,128,1.96469730542766
41475,338413.875535156,6534145.8492533,338443.875535156,6534115.8492533,258,128,2.39420770886872
41476,338413.875535156,6534115.8492533,338443.875535156,6534085.8492533,259,128,2.48303882476356
41477,338413.875535156,6534085.8492533,338443.875535156,6534055.8492533,260,128,1.13293733789689
41478,338413.875535156,6534055.8492533,338443.875535156,6534025.8492533,261,128,0.596721798024244
41479,338413.875535156,6534025.8492533,338443.875535156,6533995.8492533,262,128,2.23266290470958
41480,338413.875535156,6533995.8492533,338443.875535156,6533965.8492533,263,128,2.55239500409199
41481,338413.875535156,6533965.8492533,338443.875535156,6533935.8492533,264,128,0.600160864492257
41482,338413.875535156,6533935.8492533,338443.875535156,6533905.8492533,265,128,0.082102047963975
41483,338413.875535156,6533905.8492533,338443.875535156,6533875.8492533,266,128,0.0809423128153301
41484,338413.875535156,6533875.8492533,338443.875535156,6533845.8492533,267,128,0.0861205219076429
41485,338413.875535156,6533845.8492533,338443.875535156,6533815.8492533,268,128,0.2128462369502
41486,338413.875535156,6533815.8492533,338443.875535156,6533785.8492533,269,128,0.46978097004402
41487,338413.875535156,6533785.8492533,338443.875535156,6533755.8492533,270,128,0.694119377856453
