ID,Volume (L),DBH (cm),vol_opt_mean,Volume Standard Deviation (L),dbhqsm_mean (cm),DBH Standard Deviation (cm),Number of Models,Height (m),Surface Area (m^2),PatchDiam1,PatchDiam2Min,PatchDiam2Max,Processing Time,X,Y,Z,Lat,Long,Elevation
AM1_MT_Grenfell_5.1644,3597.27954,55.2226722,3604.13,16.36,55.00000000000001,0.0,4,15.4566956,0.0,0.0,0.0,0.0,0.0,42.942684173583984,28.532413482666016,257.27978515625,-31.301264526292556,145.3009043074472,257.2799936532974
AM1_MT_Grenfell_5.0520,3013.94873,49.31463,3042.76,41.26,51.0,1.0,4,11.7755432,0.0,0.0,0.0,0.0,0.0,-61.488285064697266,16.2446231842041,259.3209228515625,-31.301375346978965,145.29980741822177,259.32123972754925
AM1_MT_Grenfell_5.1798,2756.97949,54.469645,2703.69,175.63,54.0,2.0,4,11.6623535,0.0,0.0,0.0,0.0,0.0,41.27626037597656,45.97969055175781,257.6199951171875,-31.30110717237521,145.30088680345338,257.6202949406579
AM1_MT_Grenfell_5.1763,2726.51099,66.9565976,2708.03,39.33,67.0,1.0,4,14.5153503,0.0,0.0,0.0,0.0,0.0,24.86469268798828,-16.46592903137207,257.68194580078125,-31.301670359126135,145.30071442671434,257.68201555963606
AM1_MT_Grenfell_5.1828,2678.33545,44.8039085,2706.35,107.71,44.0,1.0,4,14.5437012,0.0,0.0,0.0,0.0,0.0,-5.107171058654785,-18.672658920288086,257.947021484375,-31.30169026148908,145.30039961648168,257.94705096725374
AM1_MT_Grenfell_5.1877,2268.15771,56.9451749,2297.01,39.48,55.00000000000001,1.0,4,14.0825806,0.0,0.0,0.0,0.0,0.0,-1.3556774854660034,-6.388032913208008,258.1684875488281,-31.301579468581625,145.30043902041248,258.1684909025207
AM1_MT_Grenfell_5.1570,2165.30884,38.808143099999995,2164.52,41.38,39.0,0.0,4,12.9577637,0.0,0.0,0.0,0.0,0.0,-24.923381805419922,-11.85497760772705,258.30572509765625,-31.301628773739864,145.30019147656404,258.30578480660915
AM1_MT_Grenfell_5.1856,2022.40417,38.8880312,1940.07,135.43,36.0,5.0,4,10.0614929,0.0,0.0,0.0,0.0,0.0,-43.9254264831543,5.460965633392334,258.97265625,-31.30147260369469,145.2999918890268,258.9728097068146
AM1_MT_Grenfell_5.0343,1627.27881,41.0964072,1604.79,52.13,43.0,1.0,4,14.7627869,0.0,0.0,0.0,0.0,0.0,17.883310317993164,13.371560096740723,257.8037109375,-31.30140126009075,145.30064109705188,257.8037500558421
AM1_MT_Grenfell_5.0741,1626.70154,30.0394565,1620.96,94.53,18.0,8.0,4,8.29983521,0.0,0.0,0.0,0.0,0.0,46.71026611328125,-34.66495895385742,256.9617004394531,-31.30183449239504,145.3009438831492,256.9619658924639
AM1_MT_Grenfell_5.0391,1563.09094,43.6069816,1552.37,40.3,42.0,1.0,4,11.7044067,0.0,0.0,0.0,0.0,0.0,15.441773414611816,11.094670295715332,257.9846496582031,-31.301421795004778,145.30061545241165,257.98467801883817
AM1_MT_Grenfell_5.1830,1550.71436,37.2786433,1573.38,31.15,37.0,1.0,4,12.1960449,0.0,0.0,0.0,0.0,0.0,19.334327697753906,40.55148696899414,258.3529968261719,-31.301156129023592,145.3006563372626,258.3531555235386
AM1_MT_Grenfell_5.0410,1479.23535,48.7809211,1481.79,19.25,49.0,0.0,4,12.7250061,0.0,0.0,0.0,0.0,0.0,0.3162812888622284,-40.2774658203125,257.9252624511719,-31.301885111511147,145.3004565818661,257.9253901373595
