fid,OBJECTID,PCTID,PCTName,vegForm,vegClass,form_PCT,labels,Shape_Length,Shape_Area
448,6507023,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,648.571676804276,9173.72868889742
449,6507024,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,1945.06405601744,57448.6066561835
450,6507025,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,328.008532570183,3546.63055604728
451,6507026,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,105.725446241342,795.899286083916
452,6507027,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,594.266700719498,9897.35770888532
453,6507028,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,416.075112889761,8240.69656439171
454,6507029,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,432.095731701539,10598.0069988659
455,6507030,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,190.228561430779,2061.90503684901
456,6507031,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,211.346154295661,2083.03427886638
457,6507032,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,126.12999957858,1027.85146296349
458,6507033,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,1174.64860924732,31449.7914337312
459,6507034,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,639.589462487298,12582.9111320156
460,6507035,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,299.775872395884,3253.36003981018
461,6507036,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,1268.61227846076,30893.4190064887
462,6507037,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,292.534122107654,4461.68770793163
463,6507038,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,350.887968567033,6275.31369460108
464,6507039,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,176.664757637919,1804.32305201529
465,6507040,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,223.963652987754,3111.42911939864
466,6507041,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,722.913354882806,19007.880785502
467,6507042,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,134.110797693203,1243.1915347759
468,6507043,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,353.403572693692,4393.3305986529
469,6507044,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,424.179746921303,11671.3665194788
470,6507045,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,180.625998900662,1572.98299614243
471,6507046,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,82812.3844792875,6353557.18514035
472,6507047,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,194.732542409189,2261.21471673036
473,6507048,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,1564.53975493442,55999.9856850134
474,6507049,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,260.426707993982,3973.06145070264
475,6507050,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,284.292432559369,2786.60697281585
476,6507051,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,473.840196706809,6887.79356057836
477,6507052,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,9433.91462983668,372104.632765516
478,6507053,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,142.357457647479,1085.72473757791
479,6507054,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,955.280188020418,23072.791914894
480,6507055,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,454.794789942034,6805.65512883151
481,6507056,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,135.378830031689,830.535833728745
482,6507057,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,145.389460546376,1389.13575565274
483,6507058,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,281.874351391204,3615.81505937163
484,6507059,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,188.604540078678,1533.89404304667
485,6507062,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,410.545072863404,7630.34776138626
486,6507063,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,42.6566265330268,33.510802857755
487,6507067,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,159.407945730531,1361.56897987723
488,6507068,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,127.355755416589,775.207248711897
489,6507069,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,151.328140363763,1450.72814270902
490,6507071,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,366.980134389406,7428.64650466275
491,6507072,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,267.635560340137,3552.93184773
492,6507073,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,200.728613146412,1887.31556992083
493,6507075,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,276.187530772787,3337.7701073414
494,6507076,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,563.652842890284,7744.76255276482
495,6507078,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,152.179946920822,1272.55181190127
496,6507079,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,154.436072921387,1242.45240163537
497,6507080,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,284.217551181912,4110.45330645829
499,6507083,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,510.807986788742,9277.30795649853
500,6507084,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,280.900182576518,4147.71523552774
501,6507087,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,177.987740036901,1366.73497449434
502,6507090,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,151.990051386161,1542.55502573985
503,6507092,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,118.443665488746,893.944667155184
504,6507093,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,138.255329299007,1310.43463415988
505,6507108,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,140.195187092778,1315.34934957127
506,6507109,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,182.060650788908,2268.09928693857
507,6507110,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,147.085824861016,1475.2622059671
508,6507115,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,119.895297700375,796.317176155478
509,6507116,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,235.27173587693,2325.68006810184
510,6507117,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,117.508940143083,918.204863226088
511,6507119,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,247.330342772851,2143.57123400558
512,6507120,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,641.383944348395,13722.7885331775
513,6507122,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,141.70876658619,934.870698488602
514,6507123,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,643.322570706621,17254.4202983374
515,6507124,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,724.079563819125,10143.6926753298
516,6507127,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,1047.66352055914,23008.037915786
517,6507129,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,768.344034392551,16463.2651154043
518,6507130,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,192.391861848984,2345.04618612473
519,6507131,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,844.386614544443,12230.9996228716
520,6507133,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,127.118352580178,1130.88706665281
521,6507134,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,924.995709250866,20360.7938655347
522,6507136,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,602.531311406724,15604.0710400703
523,6507138,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,451.574719180053,6155.97696140323
524,6507139,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,103.639269858885,651.829163527544
525,6507140,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,380.583416692319,5964.45357700127
526,6507141,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,243.305147832984,2788.42804782935
527,6507142,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,691.737138149449,11205.9241780181
528,6507146,108,Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Western Peneplain Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Gum Coolabah - Mulga open woodland on gravel ridges of the Cobar Peneplain Bioregion,PCT : 108,275.450732482655,4174.07807217811
